"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"ATM.dist.mean_Nucleus",-1.35592632476091,-8.34643611869309,27.3441023828855,-8.31760125009927,0,0,1.63159932949318,25.2015728754003,16.1907998943047,-41.9263618089715,1.29558114299778,-21.2049378521011,-16.240690477135,21.0175579716975,51.4349758103579
"TVC.dist.min_Nucleus",-2.1445206773717,0.266689568197024,-0.249093092783648,3.03539284357642,0.163881504112104,9.76905266850625,-0.0445534633710513,0.424073762305784,1.33342354030219,0.934530084158296,1.39860381953795,0.666381069723082,-1.74412292389094,-0.0467600645263413,-2.48262155183632
"TVC.dist.max_Nucleus",-0.580656964583002,-1.81924882555503,-0.879872007840839,-1.74048862884903,1.3047763259044,15.5032862807205,2.46840101426837,-2.41521044049183,-1.34943406349836,0.300172188492743,2.55277046479393,3.03256400203525,-0.592500179560651,-0.878242452461095,-1.09041115593912
"TVC.dist.mean_Nucleus",-1.08162473882802,-1.00366530806345,-0.685288827149231,-0.23158997696723,0.956087080076252,13.3231392170396,1.674113891888,-1.5240913344386,-0.503499672508224,0.620130240013319,2.08314335625656,2.47660934706188,-0.956604430863999,-0.501282615898549,-1.47747613515206
"TVC.dist.sd_Nucleus",-0.0377763977091052,-1.98760464124307,-0.590163175103411,-0.0125066057835225,0.513533830720392,10.8174399855627,1.45159948943738,-0.0429220406287751,-0.0400086476435712,0.352097524038561,2.25636136980021,2.99662096283547,-0.0281993090093479,-0.227585407170535,-0.573951615817327
"TVC.ATM.dist.min_Nucleus",9.74126748311394,-2.45526250693119,17.5434307350709,-2.80574153464752,-20.328584962025,0.931386249006265,-12.234328321143,3.10343581838483,-8.75169093095074,18.497843886176,-14.1404520896013,24.9877460315359,15.3095476909115,-9.00359351690785,-12.6416420343861
"TVC.ATM.dist.max_Nucleus",-1.14581280788144,-1.14581280788144,-1.14581280788144,-1.14581280788144,-1.14581280788144,-0.0881394467601111,-1.14581280788144,-1.14581280788144,-1.14581280788144,37.5530907357327,-1.14581280788144,-1.14581280788144,-1.14581280788144,-1.14581280788144,-1.14581280788144
"TVC.ATM.dist.mean_Nucleus",11.7125019402393,-3.56583897078302,23.4726076425005,-3.98360791132441,-24.6969706686323,0.825710718212079,-17.4151217902919,8.29753448898602,-9.69712963776656,23.0597247211551,-19.2356769762886,23.2760610060441,16.9162233984355,-9.73156335499234,-14.0662863871417
"TVC.ATM.dist.sd_Nucleus",3.7395189461643,-0.0464661890980093,5.40086661111262,4.12976608764247,-12.0165296309955,0.535854114185908,-8.22307718358023,4.38018716742649,0.718217361443817,12.6052854915387,-5.89608087253194,10.8524369650438,8.72689295001685,-6.48940314155501,-11.1325839146518
"TVC.cosine.min_Nucleus",4.69936743507341,-10.898862871086,-0.559112870391223,-0.184621170405858,2.87378752098154,5.27791643598916,4.87705725884561,-0.174378740095681,-0.11781980661066,-0.34609793762311,4.61997540155728,4.37079902171778,4.77761354545489,-1.39030700496028,3.89218944672167
"TVC.cosine.max_Nucleus",5.95030344574469,-16.9186295180269,-0.65986593443284,-0.229163227461638,3.51749866237197,6.51926438054977,6.16723628516731,-0.0639375800863652,-0.209538449696552,0.29636242471149,5.88090351953734,5.75770909631334,5.87779813689977,-1.66970592739662,5.51139346692151
"TVC.cosine.sd_Nucleus",4.38412004714868,-6.03328715821457,-0.452477441363007,-0.00440472565697319,0.172682544508619,3.43024478256625,1.0508465139345,-0.112321881573771,0.178724649692569,0.804595730570832,5.9134058352316,4.16254026851447,4.43105776090216,0.601545476543739,3.67141912985989
"ATM.Nucleus.Dist.to.Cell.Membrane.min",-1.40315824293099,0.18135056763406,-2.94705263857396,3.78890690087869,5.7509780842049,0.759206117149906,6.85976933714998,-4.07847462092786,-2.24234175325792,1.97422936879995,3.18490648560864,7.47892163158999,-3.61309299076268,-1.12339207457801,-2.56966332825756
"ATM.Nucleus.Dist.to.Cell.Membrane.max",-1.7380265282873,0.156417267830895,0.928741678061642,3.59654312242963,1.63939826612564,0.397174536383652,2.70234803336915,0.313421299377869,-0.124511010948867,3.99927689202451,-0.412092701957627,7.79869358548029,-3.67328744950616,-0.0889103644040496,-3.84411791381738
"ATM.Nucleus.Dist.to.Cell.Membrane.mean",-1.58773872739993,0.185001591359166,-1.04140178450004,3.73612551092757,3.58718390596295,0.571304538400584,4.68315480422076,-1.8916265155187,-1.0637014194853,3.19745284284804,1.27333727235524,7.74837464627851,-3.67225121015414,-0.582355361796031,-3.27894035618626
"ATM.Nucleus.Dist.to.Cell.Membrane.SD",-2.30844437395191,-0.711836982684287,4.41743598460584,0.37211500079509,0,0,-0.297897814847566,5.06814603972379,2.82321036378065,5.47878200178363,0.0926644033670712,4.10888666255001,-2.44705986981588,1.87033396625865,-5.76082641710628
"TVC.Nucleus.Dist.to.Cell.Membrane.min",-1.16945156105918,-0.533926205219066,-0.280386775152589,2.99012524835338,0.487337514328864,10.2420229592919,0.886366123458223,-0.707548131837274,0.954041413383649,0.582218719409108,1.08873583792288,0.960253080367442,-1.72678224129463,-1.26276857017177,-2.13210081503882
"TVC.Nucleus.Dist.to.Cell.Membrane.max",-1.38414666307749,-0.172939160884986,-0.518314053967375,1.0784622887752,1.53980041567304,12.1471319158652,1.67419077504346,-1.63098436819169,-0.579610066884334,0.750286922945794,1.57789257446187,1.5168776986144,-2.06057659552257,-1.17172427388666,-1.80964208205065
"TVC.Nucleus.Dist.to.Cell.Membrane.mean",-1.30340492388504,-0.265756431979186,-0.382313482506216,1.93339086995733,1.0717736275506,11.0629569414355,1.32154601784929,-1.1717313052132,0.103576372800564,0.718572859363621,1.34444412003867,1.29964427133603,-1.90078048686338,-1.12660704190577,-1.86752572581384
"TVC.Nucleus.Dist.to.Cell.Membrane.SD",-1.82523598608723,1.45264861811176,-0.760679925819211,-0.70274541947417,2.35149985407827,10.9408230642893,1.40559720659217,-1.33829850848631,-0.094636146312236,1.36687628112369,1.84186804697203,1.88243843917861,-2.67708215375399,-0.145898862277378,-1.32236564499363
"ATM.dist.mean_Cell",-0.426260176109396,-2.49955513261766,12.1663844715619,-1.89718467460603,0,0,0.570612507228332,9.87432109694397,4.14162781847363,-9.56381592852721,0.564874343285507,-5.08818345064334,-4.43654387985,2.77713606078808,15.0697435093247
"TVC.dist.min_Cell",-2.00238699347269,0.342458589151304,-0.293472071331102,2.8000619614291,0.51258760959481,9.97441023131664,0.188939501406105,-0.354654441681385,0.992749366228858,0.676810832143443,1.58477594918614,1.22016027193767,-1.77905006537545,-0.366067036192919,-2.37057294639617
"TVC.dist.max_Cell",-0.683470204513608,-1.84299130278896,-0.859817757644011,-1.64741339913548,1.51400269834941,15.1073462674023,2.65798433722178,-2.61211876529707,-1.37433221761312,0.290701465525576,2.83915734309455,3.21896155888587,-0.612011405882542,-1.05039018631571,-1.23883810136447
"TVC.dist.mean_Cell",-1.16235306684842,-0.884346129979936,-0.657730500167294,-0.032280217406174,1.17913553249205,12.750328751396,1.73567218256078,-1.75908736268906,-0.50604508354758,0.687296825174208,2.25179489943544,2.61000802902324,-0.991127840156961,-0.686346835259797,-1.53297297588527
"TVC.dist.sd_Cell",-0.102067646486791,-2.21019869665471,-0.56393677622942,-0.0174552255316912,0.702417632874636,10.4741798428035,1.64527312667108,-0.0456539325132662,-0.0273489859796257,0.428630162288241,2.56800122462155,3.09786744997996,0.0201410949632271,-0.359144332279253,-0.673183929846161
