"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15"
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",0.00401334639609815,1,1.19843800442338e-10,1,0.190988607721421,2.52264063883433e-46,1.84477201092374e-08,0.00124808720145203,0.429248547833226,1,1,0.0626493622871996,0.0647316564907127,1,0.318630123722783
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",0.0143554472382502,1,4.94686654192412e-12,1,NA,NA,1.50084249046484e-12,1.11176578800715e-07,0.0205410112433739,0.21603092097418,2.59306639803007e-28,0.061763503827491,1,1,1
"ATM.Cell.Sphericity.min",2.95222117064844e-27,0.00408284640656969,2.42365475659227e-15,2.79750420253561e-12,6.52768519391837e-18,2.14319879487107e-43,3.45639991999778e-10,0.502708034076932,0.261803823335513,1,1,2.26771032326422e-12,3.20886385492712e-06,1,1
"ATM.Cell.Sphericity.max",2.44282010226132e-21,5.87604138311095e-07,2.17616878188942e-40,2.55936893602443e-16,0.00211397150112179,8.4508963644344e-47,0.37664504332224,1.78402648078109e-15,1,0.185943577368331,0.0128818716942036,8.12253658586157e-18,2.14912566983339e-05,1,1
"ATM.Cell.Sphericity.mean",3.7169772173603e-26,2.8182894545363e-05,3.74243154606724e-30,2.31805489584362e-15,4.02322340561859e-10,3.68571288706992e-45,4.93157453776856e-05,3.73134484454203e-08,1,1,0.504975932243164,3.92249725974165e-16,2.0577319193512e-06,1,1
"ATM.Cell.Sphericity.SD",0.978024469460672,0.915055810464709,3.27285158421642e-06,0.330588213200285,NA,NA,4.94015493517751e-54,0.000277862064722655,4.13053084257206e-05,0.0459231758301413,1.21556475653525e-57,1,0.673544235503851,1,1
"ATM.Cell.Volume.frac.min",1.85518224963123e-40,5.01360356877248e-08,1.07433818293366e-50,0.0361395593705084,3.49323095580661e-41,2.76637743740496e-39,2.29924569059465e-15,2.99121269166797e-15,1,1,1.08108556478032e-07,0.035216196675786,4.17127674457466e-14,0.000292190275259908,1
"ATM.Cell.Volume.frac.max",5.39859457673043e-34,9.69466552172832e-10,2.75199416918609e-08,0.000916522490390459,5.29431054837734e-21,3.68119552109412e-47,0.245538175548436,1,6.18101709733725e-06,0.00528583643335262,1,1,1.13185094361834e-14,0.000353977042635938,1
"ATM.Cell.Volume.frac.mean",7.39565365331905e-54,5.05742519757419e-12,3.60284814850363e-45,0.000600181864990553,3.06175734142417e-32,2.85716298546793e-43,4.07044918166932e-08,4.7525477502009e-10,0.135940346877258,1,0.0089596917481232,0.473362235229214,9.86006835940326e-19,5.90076033368972e-06,1
"ATM.Cell.Volume.frac.SD",1,1,2.6478333302072e-14,0.565277640733993,NA,NA,2.61612076340401e-37,2.25870422022787e-10,7.42686481488662e-06,0.00103046401335368,4.50783514490613e-52,1,1,1,1
"ATM.Nucleus.Ellipticity..oblate..min",1.39511053678626e-07,0.756081315744814,1.24243549266816e-13,1,1.38006161247933e-14,2.46034989093241e-35,1.1482122645183e-07,1,1,1,0.0833646828479541,1,3.31825244998461e-06,0.00611602573690496,1
