"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"embedding1",6,42.3414601696933,7.05691002828222,70.2008941626359,1.2377331884398e-74,116.206326001987,0.100524503461926,8.66413231907861e-74
"embedding2",6,16.6403885541136,2.77339809235227,30.1749699515404,9.42489019128752e-34,106.248596101603,0.0919105502609023,2.19914104463376e-33
"embedding3",6,9.80047414204206,1.63341235700701,18.1927892399842,2.90386439168451e-20,103.789730084387,0.089783503533207,5.0817626854479e-20
"embedding4",6,44.0252591810199,7.33754319683665,81.7954994116377,2.25129332801376e-85,103.700081258216,0.0897059526455154,3.15181065921926e-84
"embedding5",6,0.816318045413562,0.136053007568927,1.13837073337736,0.337632902360022,138.159979115998,0.11951555286851,0.337632902360022
"embedding6",6,22.9265779939137,3.82109633231894,44.2335199262209,7.82321328028114e-49,99.8606343679708,0.0863846318062031,3.6508328641312e-48
"embedding7",6,6.97612310101198,1.162687183502,11.2527562342291,3.05833645657509e-12,119.443304036025,0.10332465747061,4.28167103920512e-12
"embedding8",6,24.360596022401,4.06009933706683,38.4987156407061,8.84013227053224e-43,121.912504236549,0.105460643803243,2.47523703574903e-42
"embedding9",6,3.09513255414878,0.515855425691464,5.25941508111229,2.33462447141284e-05,113.383116354684,0.0980822805836363,2.72372854998165e-05
"embedding10",6,6.09105986663257,1.01517664443876,14.0059701850647,1.9606836228216e-15,83.7888547144434,0.0724817082304873,3.04995230216693e-15
"embedding11",6,3.19969748030006,0.533282913383344,5.10380206995039,3.4826657169476e-05,120.787412878089,0.10448738138243,3.75056307978972e-05
"embedding12",6,16.0332332036832,2.6722055339472,26.0971522579659,3.17507597007547e-29,118.368071991458,0.102394525944168,6.35015194015094e-29
"embedding13",6,24.0575479285967,4.00959132143278,38.6422044453242,6.21379943996416e-43,119.948839205967,0.103761971631459,2.17482980398746e-42
"embedding14",6,2.96734048663662,0.494556747772771,5.45640970011212,1.40477000680854e-05,104.777249482123,0.0906377590675804,1.7878890995745e-05
