"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"ATM.Nucleus.Volume.frac.SD",33,51.2687396851943,1.55359817227862,1.48643702851584,0.0386114979012292,1180.01119647422,1.04518263638106,0.0440171076074013
"TVC.Cell.Ellipticity..oblate..min",33,86.2496668835058,2.61362626919715,2.54499253638529,4.55755434577463e-06,1159.44703795267,1.02696814699085,6.83633151866194e-06
"TVC.Cell.Ellipticity..oblate..max",33,68.169189380281,2.06573301152367,2.11784615166269,0.000259454369083621,1101.21907022342,0.975393330578756,0.000356359012958226
"TVC.Cell.Ellipticity..oblate..mean",33,47.6096704632413,1.44271728676489,1.49016524430244,0.037668828777549,1093.05180951259,0.968159264404423,0.0433762270771776
"TVC.Cell.Ellipticity..oblate..SD",33,37.5257589869192,1.13714421172482,1.03174441098922,0.419121244462399,1244.33512928499,1.10215689042071,0.430448845664085
"TVC.Cell.Ellipticity..prolate..min",33,115.742210239178,3.50733970421752,3.0155519262143,3.64799377767504e-08,1313.12165167478,1.16308383673585,5.94101843792793e-08
"TVC.Cell.Ellipticity..prolate..max",33,70.7032185779999,2.14252177509091,1.91910350591949,0.0014584893487561,1260.43596742776,1.11641804023716,0.00191112397423213
"TVC.Cell.Ellipticity..prolate..mean",33,72.1165170586252,2.18534900177652,1.92370296666764,0.00140324589203851,1282.5571648827,1.13601166065784,0.00186011664758593
"TVC.Cell.Ellipticity..prolate..SD",33,49.0161515755314,1.48533792653125,1.27278169153991,0.139996939874713,1317.5445013079,1.16700132976785,0.14777454764553
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",33,277.12769001868,8.39780878844484,7.63518493875361,1.78076509421289e-31,1241.7677106983,1.09988282612781,1.56159400569438e-30
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",33,512.863984780064,15.5413328721231,18.3990491271713,3.01609118910472e-83,953.645196083273,0.844681307425397,1.71917197778969e-81
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",33,542.092652299356,16.4270500696775,23.7385625293575,6.92994688702582e-106,781.266325866608,0.691998517153772,7.90013945120944e-104
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",33,195.215417597352,5.91561871507127,4.80204892392534,6.66136172375848e-17,1390.80913899896,1.23189472010537,1.6157345457627e-16
"TVC.Cell.Sphericity.min",33,135.675054300091,4.11136528182093,4.75428513225171,1.16375849277969e-16,976.325835336981,0.864770447596971,2.70751975871193e-16
"TVC.Cell.Sphericity.max",33,198.513821922447,6.01557036128628,6.13489598738086,9.75462594122315e-24,1107.04060050278,0.980549690436475,5.29536836809257e-23
"TVC.Cell.Sphericity.mean",33,167.929831946059,5.08878278624421,5.58530978891353,6.60233152670199e-21,1028.63332255511,0.911101260013385,2.35208060638758e-20
"TVC.Cell.Sphericity.SD",33,61.2460196052056,1.85593998803653,1.85286821320225,0.00252372200107721,1130.87171098473,1.001657848525,0.00326936713775911
"TVC.Cell.Volume.frac.min",33,270.155947361076,8.18654385942655,6.35169596369219,7.42182748800286e-25,1455.14018147681,1.28887527145864,4.45309649280171e-24
"TVC.Cell.Volume.frac.max",33,354.637495459189,10.7465907714906,10.6785816450145,6.43573210277445e-47,1136.19030919498,1.00636874153674,1.83418364929072e-45
"TVC.Cell.Volume.frac.mean",33,328.926630093294,9.96747363919072,9.50349639567499,5.13370834480225e-41,1184.11974605132,1.0488217414095,9.75404585512427e-40
"TVC.Cell.Volume.frac.SD",33,326.085488412565,9.8813784367444,8.35401133471814,3.63997374318126e-35,1335.41550377377,1.1828303842106,4.14957006722663e-34
"TVC.Nucleus.Ellipticity..oblate..min",33,69.0725675038458,2.09310810617715,2.09141777228749,0.000328540508103116,1129.91248481614,1.00080822392927,0.000445876403854229
"TVC.Nucleus.Ellipticity..oblate..max",33,72.4240686884382,2.19466874813449,2.29177490610213,5.25100115432315e-05,1081.16246933608,0.95762840508067,7.57739407079544e-05
"TVC.Nucleus.Ellipticity..oblate..mean",33,53.615207047049,1.62470324384997,1.73047886618095,0.00667448418853422,1059.9898086908,0.938874941267318,0.00827055649448805
"TVC.Nucleus.Ellipticity..oblate..SD",33,33.7370950182482,1.02233621267419,0.914495371416364,0.607797517269036,1262.1360590612,1.11792387870788,0.618651044363126
"TVC.Nucleus.Ellipticity..prolate..min",33,132.063454802763,4.001922872811,4.09448413884232,2.39116557921271e-13,1103.47745166283,0.977393668434751,4.78233115842542e-13
"TVC.Nucleus.Ellipticity..prolate..max",33,173.512234453347,5.25794649858629,5.73654814348996,1.10126642683745e-21,1034.80724791625,0.916569750147253,4.48372759498104e-21
"TVC.Nucleus.Ellipticity..prolate..mean",33,168.607377875095,5.10931448106349,5.70385176264664,1.62231169528994e-21,1011.31941872979,0.895765649893524,6.37736321596734e-21
"TVC.Nucleus.Ellipticity..prolate..SD",33,47.5090331456208,1.43966767107942,1.31036400702272,0.113813827984241,1240.40708683819,1.09867766770433,0.122403550850976
"TVC.Nucleus.Sphericity.min",33,128.544243386277,3.89528010261444,4.51136432324944,1.96607725867027e-15,974.820679675031,0.863437271634217,4.39476093114531e-15
"TVC.Nucleus.Sphericity.max",33,136.215815759131,4.12775199270094,5.10266957989361,1.96282906253462e-18,913.292919871273,0.80893969873452,5.45762227143771e-18
"TVC.Nucleus.Sphericity.mean",33,143.239896781214,4.34060293276406,5.58632944598748,6.52314407186157e-21,877.238043060736,0.777004466838561,2.35208060638758e-20
"TVC.Nucleus.Sphericity.SD",33,64.3196578241145,1.94908054012468,1.75078073402052,0.00570209617810227,1256.87465428493,1.11326364418506,0.00714328532201823
"TVC.Nucleus.Volume.frac.min",33,221.910131940551,6.72454945274397,4.91993874643445,1.67650809563771e-17,1543.11196204424,1.3667953605352,4.15482441092823e-17
"TVC.Nucleus.Volume.frac.max",33,323.228157251679,9.79479264399027,8.69241268321698,6.78716387705424e-37,1272.18084300301,1.12682094154385,1.10533811712026e-35
"TVC.Nucleus.Volume.frac.mean",33,278.507572922139,8.43962342188301,7.24370054720208,1.84955543890201e-29,1315.39601633398,1.16509833156243,1.40566213356553e-28
"TVC.Nucleus.Volume.frac.SD",33,267.941506333095,8.11943958585135,5.81358364139063,4.41905086207157e-22,1576.79804022454,1.39663245369755,1.93758383952369e-21
"nATM",33,157.755609401775,4.78047301217501,2.80614741317982,3.25195613921995e-07,1923.33232580598,1.70357159061646,5.00977026852803e-07
"nTVC",33,543.030161489269,16.4554594390688,11.5351180908861,3.66441431520852e-51,1610.57854460869,1.42655318388723,1.39247743977924e-49
"ATMgroup.Ellipticity..oblate.",33,108.596401615714,3.29080004896102,2.89132034078395,1.3448831802287e-07,1284.9884541917,1.13816514985979,2.12939836869543e-07
"ATMgroup.Ellipticity..prolate.",33,47.5596184008345,1.44120055760105,1.46214393973282,0.0452794459753782,1112.82848789081,0.98567625145333,0.0511074934771595
"ATMgroup.Sphericity",33,130.540111483917,3.9557609540581,4.09204325086271,2.4587805987205e-13,1091.3995388954,0.966695782901152,4.83277565955408e-13
"TVCgroup.Ellipticity..oblate.",33,115.348905224347,3.49542137043476,3.76929717740046,9.54361694795686e-12,1046.96725715389,0.92734035177492,1.8132872201118e-11
"TVCgroup.Ellipticity..prolate.",33,125.140949042784,3.79214997099344,3.67198463500053,2.84093630678533e-11,1165.94641394816,1.03272490163699,5.30929080284471e-11
"TVCgroup.Sphericity",33,154.098312380913,4.66964582972465,5.10911638802158,1.81953873153857e-18,1031.88687463051,0.913983059903024,5.18568538488492e-18
"TVC.Volume",33,361.525087806069,10.955305691093,8.60398449397293,1.91903067837708e-36,1437.5363105208,1.27328282597059,2.43077219261096e-35
"ATM.Volume",33,278.839010201599,8.44966697580602,6.76058157272362,5.75039239620061e-27,1411.07298433821,1.24984321021985,4.09715458229294e-26
