"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"ATM.Nucleus.Sphericity.mean",6,18.7067973364261,3.11779955607102,3.60110740390437,0.00152611863276772,1000.85220532728,0.865789104954398,0.00191184092456615
"ATM.Nucleus.Sphericity.SD",6,6.35064837364402,1.05844139560734,1.23579002870277,0.285108758908303,990.102060142422,0.85648967140348,0.298187142344464
"ATM.Nucleus.Volume.frac.min",6,81.6900902850088,13.6150150475015,10.0543527811792,7.50623386574039e-11,1565.38742348224,1.35414136979433,1.90157924598757e-10
"ATM.Nucleus.Volume.frac.max",6,108.531977624592,18.088662937432,14.4795437443,5.54740246490985e-16,1444.1404180227,1.24925641697466,1.75667744722145e-15
"ATM.Nucleus.Volume.frac.mean",6,92.4546647624127,15.4091107937355,11.7359297592882,8.41035245969772e-13,1517.81174929582,1.31298594229743,2.28280995334652e-12
"ATM.Nucleus.Volume.frac.SD",6,64.2047678132695,10.7007946355449,10.5992475328042,1.7524232153303e-11,1167.07516834615,1.00958059545514,4.64595922203846e-11
"TVC.Cell.Ellipticity..oblate..min",6,34.8623797737737,5.81039662896228,5.54726469513841,1.11071342982464e-05,1210.8343250624,1.04743453725121,1.78339902816913e-05
"TVC.Cell.Ellipticity..oblate..max",6,21.7306008104968,3.62176680174947,3.64809348044164,0.00135998525866404,1147.6576587932,0.992783441862629,0.00172264799430779
"TVC.Cell.Ellipticity..oblate..mean",6,5.42248600908643,0.903747668181071,0.92027521074379,0.479280580175105,1135.23899396675,0.982040652220371,0.492234109369027
"TVC.Cell.Ellipticity..oblate..SD",6,18.8554811911365,3.14258019852276,2.87633187405665,0.00871279283471108,1263.00540708077,1.09256523103873,0.0106801976683555
"TVC.Cell.Ellipticity..prolate..min",6,41.7670351525885,6.96117252543142,5.80140858528769,5.74755523544467e-06,1387.09682676137,1.19991074979357,9.49596082377815e-06
"TVC.Cell.Ellipticity..prolate..max",6,89.8810738396067,14.9801789732678,13.9512376381388,2.26883987840539e-15,1241.25811216615,1.07375269218525,6.99047962535714e-15
"TVC.Cell.Ellipticity..prolate..mean",6,28.2377198070388,4.70628663450646,4.10156804006998,0.000442052260345325,1326.43596213429,1.14743595340337,0.000592870090345494
"TVC.Cell.Ellipticity..prolate..SD",6,58.1179173984056,9.68631956640093,8.55779554969112,4.04478697206449e-09,1308.44273548503,1.13187087844726,8.70010782670475e-09
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",6,9.84167289055416,1.64027881509236,1.25652405562651,0.274789466186847,1509.05372782643,1.30540979915781,0.290055547641672
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",6,61.696408577025,10.2827347628375,8.46151289363243,5.2240290251702e-09,1404.81277228631,1.21523596218539,1.08279874339892e-08
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",6,47.8212090578749,7.97020150964582,7.223269407062,1.38665566428579e-07,1275.53776910809,1.10340637466098,2.54965718917065e-07
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",6,39.5145081183861,6.58575135306436,4.92277988858543,5.53701651496799e-05,1546.51004847792,1.33781146062104,8.30552477245199e-05
"TVC.Cell.Sphericity.min",6,6.09704509429145,1.01617418238191,1.06220568870447,0.383387927437821,1105.90384454278,0.956664225383028,0.397329306617378
"TVC.Cell.Sphericity.max",6,18.8358494307632,3.13930823846053,2.82038388177986,0.00993403699539993,1286.71857299446,1.11307835034123,0.0120476618880382
