"","Df","Sum Sq","Mean Sq","F value","Pr(>F)","Sum Sq_residual","Mean Sq_residual","FDR"
"TVC.Nucleus.Ellipticity..oblate..SD",33,0.114135226922793,0.00345864324008462,1.64609207525203,0.0126169126927628,2.3721687727934,0.00210112380229708,0.0135874444383599
"TVC.Nucleus.Ellipticity..prolate..min",33,0.915318217076963,0.0277369156689989,4.09448413884232,2.39116557921273e-13,7.64808867940902,0.00677421495076087,4.8692826340332e-13
"TVC.Nucleus.Ellipticity..prolate..max",33,1.77299561292405,0.0537271397855773,5.73654814348996,1.10126642683749e-21,10.5739443478311,0.00936576115839781,4.40506570734996e-21
"TVC.Nucleus.Ellipticity..prolate..mean",33,1.03676977464461,0.0314172658983216,5.70385176264664,1.62231169528994e-21,6.21862114851782,0.00550807896237185,5.86125515717655e-21
"TVC.Nucleus.Ellipticity..prolate..SD",33,0.1624946832483,0.00492408131055454,2.26506248347563,6.74272211691894e-05,2.4543639922399,0.00217392736247998,8.59386474144381e-05
"TVC.Nucleus.Sphericity.min",33,0.084939894116692,0.0025739361853543,4.51136432324944,1.96607725867027e-15,0.644145261842187,0.000570544961773416,4.23462794175135e-15
"TVC.Nucleus.Sphericity.max",33,0.0368062526002493,0.00111534098788634,5.10266957989362,1.96282906253445e-18,0.246776702980234,0.00021857989635096,4.9962921591786e-18
"TVC.Nucleus.Sphericity.mean",33,0.0455981396962858,0.00138176180897836,5.5863294459875,6.52314407186024e-21,0.279254758857281,0.00024734699633063,2.11274608854466e-20
"TVC.Nucleus.Sphericity.SD",33,0.00771848811074678,0.000233893579113539,2.23095564443973,9.25665421284581e-05,0.118364455822922,0.000104840084874156,0.00011392805185041
"TVC.Nucleus.Volume.frac.min",33,0.350376495443914,0.0106174695589065,4.91993874643445,1.67650809563771e-17,2.43643747408292,0.0021580491355916,4.08193275459615e-17
"TVC.Nucleus.Volume.frac.max",33,1.21484927615381,0.0368136144289034,8.69241268321697,6.78716387705532e-37,4.78147692762904,0.00423514342571217,6.33468628525163e-36
