"","Arhgef8","Depdc","Tyrosinase"
"ATM.dist.mean_Nucleus",7.10377396362338,13.1931901097031,-2.82278834982877
"TVC.dist.min_Nucleus",-1.15353923573868,-1.93113860763192,0.576687331475285
"TVC.dist.max_Nucleus",0.0441755262290777,-0.173985958522915,0.536316741018906
"TVC.dist.mean_Nucleus",-0.360264489492694,-0.799256952599011,0.635326130571509
"TVC.dist.sd_Nucleus",1.04701295667409,0.169561357314677,0.443494735633491
"TVC.ATM.dist.min_Nucleus",7.55935999138935,4.07606802954998,6.87147968452551
"TVC.ATM.dist.max_Nucleus",-1.05767336112133,-1.1136872151371,-1.14581280788144
"TVC.ATM.dist.mean_Nucleus",10.3373992372454,5.25352624907856,10.0711832464509
"TVC.ATM.dist.sd_Nucleus",5.76461506583059,0.470236610689074,4.4210294174334
"TVC.cosine.min_Nucleus",3.29047302255365,4.48040471297891,1.44798818740519
"TVC.cosine.max_Nucleus",4.58893552067527,5.56912852276121,1.74016359831903
"TVC.cosine.sd_Nucleus",1.95884191640738,4.07075990080429,1.25242240858639
"ATM.Nucleus.Dist.to.Cell.Membrane.min",-3.18823954618409,-2.72916033557302,0.363646216615612
"ATM.Nucleus.Dist.to.Cell.Membrane.max",-2.97026983406482,-2.35694004952177,1.42121228572807
"ATM.Nucleus.Dist.to.Cell.Membrane.mean",-3.10752138221826,-2.52057190456412,0.928249406190063
"ATM.Nucleus.Dist.to.Cell.Membrane.SD",-2.44264593201268,-0.969739366013368,4.75127492846546
"TVC.Nucleus.Dist.to.Cell.Membrane.min",-1.51387420457295,-1.29152704355026,-0.381310903543529
"TVC.Nucleus.Dist.to.Cell.Membrane.max",-1.47976989202395,-1.48264839723024,0.214268318485757
"TVC.Nucleus.Dist.to.Cell.Membrane.mean",-1.50980024312483,-1.35622873852861,0.0805332818847697
"TVC.Nucleus.Dist.to.Cell.Membrane.SD",-1.22750305158888,-1.88499198495119,1.27906354189719
"ATM.dist.mean_Cell",2.18931172475878,4.60803575020407,0.201142102329817
"TVC.dist.min_Cell",-1.24505709713108,-1.66826657997462,0.557525224674437
"TVC.dist.max_Cell",-0.154392905212737,-0.259214275598348,0.526030035752725
"TVC.dist.mean_Cell",-0.541746485033536,-0.845983756132894,0.5262605784297
"TVC.dist.sd_Cell",0.843646026893702,0.120813710910562,0.43813636720182
"TVC.ATM.dist.min_Cell",17.4091179735019,7.14788063266998,8.51267297706754
"TVC.ATM.dist.max_Cell",-1.05767336112124,-1.113687215137,-1.14581280788134
"TVC.ATM.dist.mean_Cell",29.6702794367625,10.7407232374957,16.594524409511
"TVC.ATM.dist.sd_Cell",12.2358710432666,0.790066828632541,4.57983199765898
"TVC.cosine.min_Cell",3.38881395520017,4.30391203769891,1.24888452893274
"TVC.cosine.max_Cell",4.28519051554622,5.13753883766317,1.08947580737353
"TVC.cosine.sd_Cell",2.18941280008632,4.19203140992533,1.34820593387319
"ATM.Cell.Ellipticity..oblate..min",-57.2292350289756,42.6930644689526,-13.9014170319871
"ATM.Cell.Ellipticity..oblate..max",-0.850702646749063,2.2308095946126,-1.31986666482639
"ATM.Cell.Ellipticity..oblate..mean",-4.31095627442577,4.50460109166801,-2.03172403156387
"ATM.Cell.Ellipticity..oblate..SD",0.49489645070475,-0.524510221024379,0.833692165110246
"ATM.Cell.Ellipticity..prolate..min",5.66480626285235,4.21407326288794,-6.54059017993775
"ATM.Cell.Ellipticity..prolate..max",12.5077016504454,-5.72539071606013,5.19258862304492
"ATM.Cell.Ellipticity..prolate..mean",-24.4659759039199,41.2481528333639,-49.0522255081394
"ATM.Cell.Ellipticity..prolate..SD",3.53185582928522,-0.643985890520321,0.482143539854576
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",-2.48539992242249,-4.75022548454027,-3.28860967465193
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",1.56140845098798,-2.00461977609841,-2.74552395625727
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",0.264651387446387,-2.93344781171726,-2.92151489387757
"ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",1.26718396055101,-0.550317167689461,-0.960069702685278
"ATM.Cell.Sphericity.min",-7.55299849736039,-3.30497437350003,-3.82473960371927
"ATM.Cell.Sphericity.max",-4.00369151117566,-1.88123558244183,-4.05720551176145
"ATM.Cell.Sphericity.mean",-5.13169690395335,-2.24564077335929,-3.85362831490755
"ATM.Cell.Sphericity.SD",-0.936513260528274,-0.629036320289179,-0.642544197512982
"ATM.Cell.Volume.frac.min",1.42570780369717,-0.193558648541665,1.41623196546787
"ATM.Cell.Volume.frac.max",-0.168604723713998,-0.989370631928818,0.728165497975025
"ATM.Cell.Volume.frac.mean",0.839762092097063,-0.500179739778462,0.96063476936627
"ATM.Cell.Volume.frac.SD",1.12463597626872,0.227675017743621,2.25549313067513
"ATM.Nucleus.Ellipticity..oblate..min",0.637589169046768,1.71652122631827,1.54327797091536
"ATM.Nucleus.Ellipticity..oblate..max",-0.457549810729661,1.53659823626214,2.02646940747621
"ATM.Nucleus.Ellipticity..oblate..mean",0.243070164077122,1.58919952261925,1.5745321203713
"ATM.Nucleus.Ellipticity..oblate..SD",-0.451466752185979,-1.54344399018181,1.65244732456135
"ATM.Nucleus.Ellipticity..prolate..min",-3.75701224284108,0.374202906994225,0.871897154468293
"ATM.Nucleus.Ellipticity..prolate..max",-0.620369541953435,0.451823861591921,-0.905145067632357
"ATM.Nucleus.Ellipticity..prolate..mean",-2.39372949858101,0.444044418495463,-0.266362735325314
"ATM.Nucleus.Ellipticity..prolate..SD",1.26483148220008,-0.521493954461628,0.304726514390932
"ATM.Nucleus.Sphericity.min",-0.0697609427124677,-0.194654392610861,0.196918331144827
"ATM.Nucleus.Sphericity.max",4.51365655555484,0.193887728071011,-0.339217020006538
"ATM.Nucleus.Sphericity.mean",1.90251733742035,-0.116738560127606,-0.0129742323967179
"ATM.Nucleus.Sphericity.SD",11.0724166439111,-1.59166641927403,5.33593638304407
"ATM.Nucleus.Volume.frac.min",0.979616400791888,-0.48129471826146,0.395462068131308
"ATM.Nucleus.Volume.frac.max",-1.33518568416846,-1.39439281238943,-4.30516862659826
"ATM.Nucleus.Volume.frac.mean",0.160458453999172,-0.651196434439264,-0.598843903184331
"ATM.Nucleus.Volume.frac.SD",1.0409320656929,-0.246139305242012,2.77935824099487
"TVC.Cell.Ellipticity..oblate..min",3.61990741525094,-0.743635517065438,-1.29172652687735
"TVC.Cell.Ellipticity..oblate..max",-28.3447320836462,-4.0557373526066,-13.3431862590568
"TVC.Cell.Ellipticity..oblate..mean",17.1664706134554,-0.105872735909717,2.24351779833832
"TVC.Cell.Ellipticity..oblate..SD",-13.1281451722913,-3.5434233645222,-18.5217911457867
"TVC.Cell.Ellipticity..prolate..min",-0.270010374421346,0.40551980851539,-1.2325680076462
"TVC.Cell.Ellipticity..prolate..max",0.330474733294325,3.82715713225025,0.811101533154966
"TVC.Cell.Ellipticity..prolate..mean",-0.140403533576394,1.98237856429874,-0.262385738072734
"TVC.Cell.Ellipticity..prolate..SD",2.1502694713705,4.97347194596357,3.26886016062273
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",2.82356586866822,2.45693726196836,10.5378453359694
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",-11.4361930445136,-7.9508734523833,-11.7257583246458
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",30.4724994188164,24.8912269512257,54.8358057953494
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",-2.65290158100441,-1.90264717063399,0.173670596522174
"TVC.Cell.Sphericity.min",1.99275723653553,-2.55666742703521,-3.12025759418944
"TVC.Cell.Sphericity.max",-16.3185190504646,-0.909771343903013,-5.18619443471985
"TVC.Cell.Sphericity.mean",-2.46478995899467,-2.50397976781011,-5.24795902491412
"TVC.Cell.Sphericity.SD",-114.566637135329,19.1719797287525,31.4771840945991
"TVC.Cell.Volume.frac.min",-0.717296211841941,-0.0826527323787924,-0.137607416317852
"TVC.Cell.Volume.frac.max",-0.444874282181461,-1.20288904287255,0.307645053873929
"TVC.Cell.Volume.frac.mean",-0.703550544626515,-0.788663023957852,0.195236369155049
"TVC.Cell.Volume.frac.SD",-0.263180025036329,-3.05487403649707,0.746091469061073
"TVC.Nucleus.Ellipticity..oblate..min",4.33649324280522,-4.00371824023884,3.51462103100853
"TVC.Nucleus.Ellipticity..oblate..max",-1.3499396789504,0.609830422790791,-3.80624494303856
"TVC.Nucleus.Ellipticity..oblate..mean",-2.8824807504315,1.9071282032959,-5.98043579603545
"TVC.Nucleus.Ellipticity..oblate..SD",-1.04031309992755,0.349536791956437,-3.28290705862169
"TVC.Nucleus.Ellipticity..prolate..min",-3.58404196058436,-1.81115467850938,-0.79499463601794
"TVC.Nucleus.Ellipticity..prolate..max",-151.498810080811,-87.1550998551532,54.1562016563976
"TVC.Nucleus.Ellipticity..prolate..mean",-8.8283368980848,-3.91412345756123,1.56022199778037
"TVC.Nucleus.Ellipticity..prolate..SD",6.24778252575915,5.6063491012816,-4.04830937437192
"TVC.Nucleus.Sphericity.min",8.47827407172829,4.6520747678933,-8.99938018122551
"TVC.Nucleus.Sphericity.max",10.9955118352835,5.23451408926501,-6.05191180020894
"TVC.Nucleus.Sphericity.mean",8.72863683783629,4.49263090929673,-6.9492176064379
"TVC.Nucleus.Sphericity.SD",0.335771330085081,-4.47725128485847,9.77999517496736
"TVC.Nucleus.Volume.frac.min",-0.888094271116404,-0.18291804674496,-1.12357270551974
"TVC.Nucleus.Volume.frac.max",-0.958046684255254,-1.25246409887464,-0.307449872923684
"TVC.Nucleus.Volume.frac.mean",-1.03314216069836,-0.864664295324892,-0.551277677983274
"TVC.Nucleus.Volume.frac.SD",-1.03898921761499,-2.49120393068949,0.400228563661438
"nATM",37.7914729116498,3.49903002498127,-12.7827583923732
"nTVC",1.86544546731161,-1.78605697386918,-1.59065778035356
"ATMgroup.Ellipticity..oblate.",-1.63637492844169,0.420516506489994,1.81573608268407
"ATMgroup.Ellipticity..prolate.",25.1669869385711,12.153585153474,-9.91998325587763
"ATMgroup.Sphericity",-4.18893238118986,-1.56596765219046,1.63086805920898
"TVCgroup.Ellipticity..oblate.",0.153807362504749,1.59713507938827,0.0798223458166911
"TVCgroup.Ellipticity..prolate.",-1.4087684372307,1.12845203783959,-0.300412970603393
"TVCgroup.Sphericity",-3.89196085135117,-4.87921755124484,-7.13315745677818
"TVC.Volume",-0.795184270600079,-0.610542996315367,0.697842748269068
"ATM.Volume",-1.9400702480932,-0.783313461534005,1.80422633706576
