"","Arhgef8","Depdc","Tyrosinase"
"ATM.Nucleus.Volume.frac.mean",-0.0342912302976904,0.139165786194767,0.127977639598645
"ATM.Nucleus.Volume.frac.SD",0.249964619084724,-0.059106756054866,0.667422252525012
"TVC.Cell.Ellipticity..oblate..min",0.356946540328577,-0.0733273243298021,-0.127372681653947
"TVC.Cell.Ellipticity..oblate..max",0.522775537860509,0.0748019162669444,0.246094807062084
"TVC.Cell.Ellipticity..oblate..mean",0.671553219903434,-0.00414174691473435,0.0877665325220569
"TVC.Cell.Ellipticity..oblate..SD",0.215572451702345,0.0581852540541417,0.304139531884773
"TVC.Cell.Ellipticity..prolate..min",-0.049004336229551,0.0735980203976205,-0.223699467851659
"TVC.Cell.Ellipticity..prolate..max",0.0429575777732337,0.497482511053589,0.10543304429105
"TVC.Cell.Ellipticity..prolate..mean",-0.0266836217368174,0.376750060354722,-0.0498662790424643
"TVC.Cell.Ellipticity..prolate..SD",0.143854749286037,0.332729255283395,0.218689362016465
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min",-0.178933210098398,-0.155699456553399,-0.667797593960436
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max",-0.343621750355469,-0.238898822530236,-0.352322279282699
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean",-0.319174181509796,-0.260714977125451,-0.574359628057073
"TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD",-0.287895567986097,-0.206477199074768,0.01884690913008
"TVC.Cell.Sphericity.min",0.111448807213121,-0.142986576568195,-0.174506447997984
"TVC.Cell.Sphericity.max",-0.335499352328895,-0.0187043748089481,-0.106625170367448
"TVC.Cell.Sphericity.mean",-0.0915694429165351,-0.093025383999117,-0.194966992058096
"TVC.Cell.Sphericity.SD",-0.485430231878965,0.0812335842092828,0.133371958503844
"TVC.Cell.Volume.frac.min",-0.273836734471573,-0.0315537067617314,-0.0525333396460963
"TVC.Cell.Volume.frac.max",-0.193566754645178,-0.523382307211252,0.133857714518834
"TVC.Cell.Volume.frac.mean",-0.326097879259563,-0.365547779796853,0.0904926681132716
"TVC.Cell.Volume.frac.SD",-0.0666735330494516,-0.773916048553395,0.189013410928473
"TVC.Nucleus.Ellipticity..oblate..min",0.19197834012523,-0.177246253840106,0.155593719146618
"TVC.Nucleus.Ellipticity..oblate..max",0.142348036950289,-0.0643052166777768,0.401359782397664
"TVC.Nucleus.Ellipticity..oblate..mean",0.152761734853776,-0.101071347269339,0.31694287888904
"TVC.Nucleus.Ellipticity..oblate..SD",0.0564438044992251,-0.0189646620347753,0.178119226047305
"TVC.Nucleus.Ellipticity..prolate..min",-0.459210537600588,-0.232056801438928,-0.101859832616429
"TVC.Nucleus.Ellipticity..prolate..max",-0.513039579121667,-0.295144336276593,0.183395994264284
"TVC.Nucleus.Ellipticity..prolate..mean",-0.702083554530232,-0.311275129356572,0.124078432744851
"TVC.Nucleus.Ellipticity..prolate..SD",-0.225084714087595,-0.201976217855611,0.145845754763674
"TVC.Nucleus.Sphericity.min",0.51854659647913,0.284529317765468,-0.550418389865161
"TVC.Nucleus.Sphericity.max",0.705443971504074,0.335833062011335,-0.38827521260375
"TVC.Nucleus.Sphericity.mean",0.649618636649834,0.334358826067473,-0.517187431571074
"TVC.Nucleus.Sphericity.SD",0.0119321309874976,-0.159105748490606,0.34754659802323
"TVC.Nucleus.Volume.frac.min",-0.304858730991131,-0.0627908155920709,-0.385692105355471
"TVC.Nucleus.Volume.frac.max",-0.398107728819099,-0.520450251563729,-0.127758044202737
"TVC.Nucleus.Volume.frac.mean",-0.433827515362075,-0.363081845977069,-0.231487431654514
"TVC.Nucleus.Volume.frac.SD",-0.26401429080373,-0.633032015980149,0.101700824804542
"nATM",0.555037389698447,0.0513897009540324,-0.187738352189539
"nTVC",-0.174046358477437,0.166639399426215,0.148408623626677
"ATMgroup.Ellipticity..oblate.",-0.305561361185398,0.0785233224309873,0.339053586885945
"ATMgroup.Ellipticity..prolate.",-0.3057284019749,-0.147641677420779,0.120507895356719
"ATMgroup.Sphericity",-0.417628867161419,-0.156124099670944,0.162594551087913
"TVCgroup.Ellipticity..oblate.",-0.0523500552990289,-0.543602779245455,-0.027168427762832
"TVCgroup.Ellipticity..prolate.",-0.438692119742743,0.351401268955886,-0.0935489462918989
"TVCgroup.Sphericity",-0.185876228857889,-0.233026639486303,-0.340672596296838
"TVC.Volume",-0.258665867785515,-0.198603820273136,0.227001597909662
"ATM.Volume",0.536861256710813,0.216760526981413,-0.499270178314358
