d,k,γ,n_clusts,combined,MSE,ES,NES,precision,recall,silhouette,ES_clust,NES_clust,precision_clust,recall_clust,precision_network,recall_network
14.0,37.0,2.220446049250313e-16,1.0,30.559827546232114,0.04749487739109664,0.5715584333064826,1.511896825792182,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.5499177622159008,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,2.220446049250313e-16,1.0,30.35622556846886,0.04749487739109664,0.5715584333064826,1.4929912688177749,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.5603132022236115,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,2.220446049250313e-16,1.0,30.89833880647236,0.04749487739109664,0.5715584333064826,1.5090021863073197,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.5329374119698045,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,0.15011611185777393,1.0,31.96383203589271,0.047935613626817496,0.5848176829882202,1.5283817189364106,0.10219446190152497,0.020630942270646477,1.0,0.10814146186664786,1.5164290526776576,0.10219446190152497,0.020630942270646477,0.0683982683982684,1.0
14.0,37.0,1.4025346107954015,1.0,50.302324172994595,0.0556678510352308,0.5744059737919405,1.514233733600245,0.10146929297782048,0.013124779915901982,1.0,0.10814146186664786,1.514676608889131,0.10146929297782048,0.013124779915901982,0.06851691240242845,1.0
14.0,37.0,1.2510470129926383,1.0,49.165533008733725,0.054781851454239784,0.5772724204796487,1.5348858977767719,0.09905614478933542,0.013179153634235764,1.0,0.10814146186664786,1.5433048730761334,0.09905614478933542,0.013179153634235764,0.06851691240242845,1.0
14.0,37.0,0.5562740093259678,1.0,37.2564327782277,0.05071848001375607,0.5857269630307368,1.5288395407873572,0.10145547291415306,0.017200219566253082,1.0,0.10814146186664786,1.5605034722516677,0.10145547291415306,0.017200219566253082,0.06851691240242845,1.0
14.0,37.0,0.014829590979801357,1.0,31.094491868612106,0.04749487739109664,0.5715584333064826,1.5094663105901773,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.5232671987147688,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,1.2362281251095395,1.0,48.98145183742335,0.05502698407808389,0.5631115937239349,1.5073270105354053,0.09764788348455937,0.012984961783043685,1.0,0.10814146186664786,1.5722719646017496,0.09764788348455937,0.012984961783043685,0.06851691240242845,1.0
14.0,37.0,0.7798871296414632,1.0,43.885268108023446,0.05277950522112542,0.5633703917742101,1.489272378933363,0.0997102467293002,0.014701617747581663,1.0,0.10814146186664786,1.5499443933654746,0.0997102467293002,0.014701617747581663,0.06851691240242845,1.0
14.0,37.0,1.1260262781639139,1.0,48.06839250729321,0.05441079333931994,0.5720184802985329,1.522617619601156,0.0993044306812768,0.013492449820825652,1.0,0.10814146186664786,1.5418765010714872,0.0993044306812768,0.013492449820825652,0.06851691240242845,1.0
14.0,37.0,0.5142089800443972,1.0,38.40777843809655,0.0506703426741094,0.5856701365204915,1.523221625625052,0.10134319463333384,0.01717173809474491,1.0,0.10814146186664786,1.5162351359190025,0.10134319463333384,0.01717173809474491,0.06851691240242845,1.0
14.0,37.0,0.7942894951705102,1.0,44.573330533153445,0.05320096834499055,0.5693008774075023,1.5071058637099841,0.10020921624376375,0.014510015121072146,1.0,0.10814146186664786,1.5461693113371004,0.10020921624376375,0.014510015121072146,0.06851691240242845,1.0
14.0,37.0,0.6741215719690024,1.0,42.55162314320314,0.052036435526652505,0.5742485016748816,1.5115447573303598,0.10210179962395917,0.01574766451933633,1.0,0.10814146186664786,1.4923397766210142,0.10210179962395917,0.01574766451933633,0.0684575389948007,1.0
14.0,37.0,1.223883616629738,1.0,49.38746868416043,0.05527518231871083,0.5776256302119942,1.5363935261708217,0.10283215000196132,0.013575305010667605,1.0,0.10814146186664786,1.491535644638107,0.10283215000196132,0.013575305010667605,0.0685763888888889,1.0
14.0,37.0,0.9294428329990468,1.0,44.00356263084245,0.053374713004164256,0.5700376560404415,1.515478469485641,0.10053165780570324,0.01454108581726288,1.0,0.10814146186664786,1.562842896326157,0.10053165780570324,0.01454108581726288,0.06851691240242845,1.0
14.0,37.0,0.9174223325456466,1.0,44.273510436125626,0.05344713370143502,0.5749217317810632,1.5345123617790513,0.1004920819540127,0.01454108581726288,1.0,0.10814146186664786,1.5533138121015322,0.1004920819540127,0.01454108581726288,0.06851691240242845,1.0
14.0,37.0,0.160797549849267,1.0,31.815026792203028,0.04793698642945443,0.5848176829882202,1.5235667257648626,0.10220363766963392,0.020630942270646477,1.0,0.10814146186664786,1.5235216946608199,0.10220363766963392,0.020630942270646477,0.0683982683982684,1.0
14.0,37.0,0.0014613732672423276,1.0,30.975762228018155,0.04749487739109664,0.5715584333064826,1.5023916055696527,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.52910585946186,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,0.04026027709523023,1.0,30.90230778639327,0.04749487739109664,0.5715584333064826,1.5050621490053746,0.10118382845655573,0.021112538061602834,1.0,0.10814146186664786,1.5327405270688397,0.10118382845655573,0.021112538061602834,0.0683982683982684,1.0
14.0,37.0,0.5774423008842227,1.0,38.91657535319529,0.05079918574766322,0.5828084763825807,1.5216468617115264,0.10518960508754023,0.0173452161484765,1.0,0.10814146186664786,1.4814454631316354,0.10518960508754023,0.0173452161484765,0.06851691240242845,1.0
