"embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14"
-0.04232018,-0.34793925,0.3070958,-0.256394,-0.2626518,-0.202226,0.1946737,-0.47773013,-0.11932558,-0.30629787,-0.6105857,0.2287702,-0.10869073,-0.46614307
-0.33624107,0.095797494,0.5235524,0.12193122,-0.21598755,-0.18245102,-0.008038733,0.0148200095,0.17958446,0.08528259,0.3464179,-0.25909954,0.035907906,-0.0492161
-0.4213915,-0.36955124,-0.46739554,-0.20829056,-0.5230768,0.5601843,0.06957536,0.6091014,0.52153826,-0.5120753,-0.43479386,-0.55585235,-0.3940142,-0.3480549
-0.17490713,0.7442523,-0.09500206,0.012827856,-0.1755078,-0.6748544,-0.21839918,0.61303014,-0.38590387,0.009320611,0.027645128,0.40287015,-0.43235883,-0.18115062
-0.1099332,-0.10664684,0.43048337,0.008368017,0.11757396,-0.25712746,-0.24119277,-0.3649346,0.24474832,0.07215834,0.32640105,-0.21868539,-0.19632275,-0.33226204
-0.43992454,0.12340144,0.61598456,-0.23035708,-0.30493426,-0.38081506,0.1644705,-0.2689475,-0.411957,-0.19195564,0.38350055,0.2804654,-0.20365149,-0.5296999
-0.1591915,-0.16206108,-0.1857848,-0.34918368,0.3386543,0.06900139,-0.019982815,0.68215644,-0.012263649,-0.21863763,0.27512348,-0.37451145,-0.55763173,-0.5176959
-0.0862585,-0.19787109,0.19611749,0.35823092,0.09732193,-0.057349358,-0.21213405,0.049431175,-0.07596903,-0.18292737,0.49258313,0.017845005,-0.11266757,-0.5181202
-0.25336066,0.33078322,0.047232024,-0.14450274,0.38673973,-0.5861904,0.4538488,-0.24850346,-0.01676507,-0.10768371,0.5914496,0.24047735,-0.2880222,-0.6191134
-0.14453354,-0.01628053,-0.24932872,-0.17076193,-0.52243584,-0.2603905,0.07075531,0.339273,-0.045735706,-0.026556114,0.33757263,0.18909025,0.2817018,-0.62449193
-0.6725045,0.29583532,0.43026167,0.45505944,-0.17215575,-0.019820059,-0.40556848,-0.5886381,-0.28313884,0.21115927,0.16766155,-0.17131612,-0.01792558,-0.37459338
0.12323751,-0.3493267,0.4292187,-0.08633821,0.048567884,-0.50969595,-0.0075275805,-0.18036523,-0.13959946,-0.11014464,0.7803863,0.23791607,-0.22931457,-0.42594394
-0.72955155,-0.20120052,0.26376694,-0.03453456,-0.3837719,-0.00067701185,-0.13829888,-0.49064136,-0.17321724,0.21937656,0.49968866,0.41682774,-0.3233396,-0.25450334
-0.5328475,-0.12522975,0.060577378,0.19271168,-0.17596743,-0.28742555,0.25402445,0.36850572,-0.24360369,0.113094844,0.5592798,-0.49875528,-0.72023445,0.0007848813
-0.43276957,-0.13125882,-0.5928234,0.25840205,0.19131117,-0.29670948,0.4000475,0.73393244,0.263436,0.050584756,-0.29818037,-0.3478478,-0.34291527,0.26958784
-0.05363706,0.052876443,-0.12097405,-0.5500181,-0.21364634,-0.045175355,-0.297186,-0.12726565,0.51979345,-0.13959937,-0.042035386,0.3411818,-0.3263461,-0.20295598
0.53871363,0.2912903,-0.2730706,-0.17463475,-0.025572533,-0.6149158,-0.42878342,-0.59369576,0.3079134,-0.14063738,0.472367,0.3270195,-0.32031873,0.06654115
0.08393941,0.10399376,-0.45910922,0.04729638,-0.087261215,-0.1705609,-0.026091062,-0.38860315,0.40911508,0.60615546,0.24899276,-0.16868886,-0.20628946,-0.31288308
0.58194876,-0.14385241,0.5522519,0.04203848,-0.3212731,-0.65878534,0.122318484,0.4577618,-0.34111926,0.0938051,-0.07449002,0.5021619,0.38406312,0.1850168
-0.10693355,-0.24212481,-0.016961202,-0.1015095,0.220702,0.49746567,0.37960795,0.7042718,-0.16064353,-0.7740313,-0.3283251,-0.3743075,-0.33549052,-0.14758897
0.084501974,0.21441443,-0.40850964,-0.3393888,-0.48183382,0.09426355,-0.63572377,-0.6979397,0.1325633,-0.3527952,0.365837,0.4718544,0.16985115,0.084459126
-0.36323765,-0.3208903,-0.37652588,-0.06926337,0.5583747,-0.28124136,0.46646953,0.49392697,-0.26124892,0.20957203,0.30187503,0.18222307,-0.26559395,-0.55106455
-0.09699364,0.029457653,-0.5233397,-0.49557292,0.62535673,0.39151835,0.16017084,0.2979814,0.19809236,-0.044613503,0.5323385,-0.46657652,-0.06625054,-0.26611453
0.33385652,0.65229666,-0.073789135,-0.13600442,-0.4919033,0.14609224,-0.31680098,-0.57279843,-0.062502615,0.11966149,-0.122990064,0.078515135,-0.48382598,0.35335636
0.047693394,0.4458501,0.05043686,-0.7176649,0.5737951,0.17789325,-0.18487343,-0.20476785,0.3603187,0.34265658,-0.18026264,-0.18608038,-0.2761158,-0.3774083
0.017419072,-0.23282513,-0.27663547,-0.10595638,0.76043236,-0.18300566,0.020400349,0.29175776,-0.054184403,-0.6864418,0.17408721,-0.5081898,-0.1051708,-0.20851071
-0.24965346,-0.40443456,-0.00969567,0.029104467,0.6055363,-0.2641747,0.2655234,0.5562669,-0.50199234,0.16729519,0.19158055,-0.6255868,-0.6721571,0.04968013
-0.15166639,0.22715019,0.5789654,0.22678679,-0.082007855,-0.15815149,0.03477006,0.27355126,0.17078294,-0.03726059,0.14804155,-0.14624025,0.2203904,-0.26422164
0.27446243,0.2424709,0.11147726,-0.097179875,-0.2517741,0.14087033,0.035359085,-0.8197476,0.14010353,-0.17467333,0.5735388,0.13138364,-0.22084251,0.086988635
-0.022883933,0.62706745,-0.08310681,-0.80948657,-0.011748648,0.5366646,-0.54914737,-0.35608187,0.21865577,-0.16163172,0.30991122,0.18714172,0.0708237,0.13019678
-0.6090912,-0.31216693,-0.5305167,-0.25714153,0.16331786,-0.23333372,0.40200552,0.25283313,-0.2968621,-0.03283219,-0.501638,-0.25704992,-0.1241224,-0.1488801
-0.29978672,0.053915374,-0.29317293,-0.696458,0.6035658,0.3611265,-0.68513745,-0.38660085,-0.4694382,-0.09697775,-7.803738e-05,-0.12387449,0.36157072,0.06062997
0.055073872,0.194973,-0.013810817,-0.31669897,-0.42767373,0.29138753,-0.7700892,-0.46538472,0.28581867,0.024515664,0.47963524,0.15911144,-0.38006958,0.44033435
-0.33930245,-0.2969916,-0.7685843,0.083976015,0.3040949,-0.16216427,-0.09867986,0.65031564,-0.6053394,-0.10968221,0.13614352,-0.2240044,0.22868715,-0.00066378136
0.012069433,-0.12937562,-0.19367042,0.23411775,0.46486625,0.13482264,0.16809231,0.029003533,-0.4327498,-0.17500275,-0.21418878,-0.6538501,-0.11113237,-0.42657128
-0.119361974,-0.4573606,-0.24185519,-0.12118228,0.6700127,0.12128178,0.20531894,0.37413046,-0.13325489,-0.47004175,0.046733428,-0.4574436,-0.5544847,0.31908625
-0.38157308,-0.34250683,-0.199229,0.15597224,0.27242243,-0.17406139,0.6635737,-0.07060184,-0.54306513,0.2713538,-0.27204016,-0.76444703,-0.025055433,-0.06530633
0.510328,0.57919514,0.1099803,-0.4097028,-0.109237954,0.21545607,-0.3691093,-0.19137846,0.23225024,0.12632881,0.3569136,0.32878724,-0.58317834,0.46246502
0.400844,0.23628286,0.14104973,-0.69564074,-0.26841477,0.4167692,-0.39443436,-0.46358156,0.43290338,0.080544226,-0.089986965,0.2895484,0.18539746,0.1678685
-0.33841628,-0.39147475,-0.34426352,-0.10752402,-0.41498673,0.5266473,0.02634674,0.417753,0.5149974,-0.3717359,-0.51570654,-0.55874264,-0.5870691,-0.32404357
0.36291486,-0.03139419,0.29834732,0.15642646,0.26126692,-0.1667258,0.20116574,-0.553246,-0.13300589,0.43437392,-0.15378504,0.1669763,-0.4074534,-0.5644582
0.22208884,0.30986395,0.36353695,-0.39917174,-0.06662866,0.0060757482,0.05068363,-0.21513204,-0.5604096,-0.14911453,0.19428103,0.41900197,-0.034607824,-0.42719075
0.36199337,0.3603438,0.068790324,-0.46831778,-0.54396224,0.24003434,-0.36768523,0.18874729,0.4168642,0.28087065,0.04166866,-0.04491552,-0.19868575,0.3652771
-0.26528847,-0.20782626,-0.28191602,0.27003542,-0.08796584,-0.21265943,0.23405665,0.39630535,0.08954918,0.27251375,-0.12144661,-0.3321157,0.080134146,-0.37657622
0.21208265,-0.5218114,-0.50052124,-0.08279478,-0.08378378,-0.49626768,0.5493633,0.048724726,-0.49546644,-0.33014354,-0.53249776,-0.36280882,-0.21534798,-0.53767085
-0.4469702,-0.3503609,-0.44839844,0.5209237,0.033513203,-0.03442262,0.108839765,0.4871929,-0.16642328,0.179248,-0.39717594,-0.16269512,0.16270402,-0.5338261
0.32898256,-0.07245407,0.41650957,0.15872617,0.0012413127,-0.12806097,-0.32636875,-0.18193296,-0.23426035,-0.048790123,0.38046494,0.2210936,0.26447827,-0.69766545
0.0821734,0.32841617,-0.13838704,-0.6475596,-0.37188822,-0.041816544,-0.20586114,-0.6494169,0.38693872,-0.04853885,0.21871889,-0.24284284,-0.40862843,-0.25727952
-0.12737946,0.38704938,0.12752791,-0.45133957,-0.24217406,0.013754767,-0.25972122,-0.63694066,-0.5935979,-0.3104765,-0.3822202,0.3040029,-0.12666647,-0.38874844
0.27781558,0.1066433,-0.23929922,-0.34843385,-0.6516336,-0.05481766,-0.27678216,-0.48812905,0.48098207,0.021357443,0.3606264,0.4174026,-0.090028785,0.43916056
-0.48919865,-0.04415056,0.29009837,0.1646378,-0.16120449,-0.18556242,0.5267623,0.5353429,0.16222087,-0.044247434,-0.053890374,-0.7446486,-0.42388615,0.012171696
0.48547453,0.4656043,-0.03301885,-0.5410107,-0.5069034,0.26438108,-0.6944262,-0.2781661,0.012722177,-0.11105958,0.3851048,0.4049288,-0.16750038,0.07732445
-0.27197692,-0.3808363,-0.50282633,-0.29615685,-0.3870899,0.6012786,0.06096576,0.61302835,0.51345766,-0.51580775,-0.3202577,-0.58765984,-0.35356843,-0.37861013
-0.39879495,-0.21067727,-0.29366732,0.045502335,0.16377519,-0.026328057,0.4506675,0.66699296,-0.3937986,-0.15535675,0.13801965,-0.5580682,-0.14106877,-0.09867474
0.15632911,-0.40446678,0.101311564,-0.43888345,0.036396936,-0.4318023,-0.20736018,-0.5444338,0.27210087,-0.14863719,-0.04857839,0.0032582595,0.26265523,0.1781911
0.10044527,-0.28399855,-0.26046994,-0.43333885,0.55833143,-0.6256884,0.402834,-0.66312814,0.09314055,-0.111383945,0.10397553,0.15125726,-0.050337095,-0.18986855
-0.231792,-0.11034432,-0.52641225,0.14838499,-0.09280771,0.27448645,-0.040825054,0.43679765,-0.59731764,0.45812115,-0.095832124,-0.58121186,-0.25380576,0.031944666
-0.09649122,-0.6279607,-0.01273194,-0.08382262,0.7586353,0.192818,0.4053536,0.22708036,0.32688484,-0.45738795,0.09654077,-0.34102774,-0.5811452,0.33535194
-0.028655078,-0.2870063,-0.34413153,-0.11624428,0.44606936,-0.618937,0.20838355,0.49547982,-0.01056597,-0.24138923,-0.3516003,-0.5400841,-0.44358063,0.18680416
-0.1761308,-0.1274404,-0.3870296,-0.26424503,0.30287072,-0.3892987,0.4189642,0.29259726,-0.29642913,-0.13498636,-0.08103946,-0.52162653,0.4251491,-0.40602967
0.08030624,-0.26972097,-0.25032276,-0.11149277,0.16628528,-0.13800444,0.031501967,-0.6495667,0.12599355,0.3452394,-0.53252125,-0.017825373,-0.23929843,0.4328426
0.34222537,0.06550731,-0.06094479,-0.48229572,-0.4806687,0.30316722,0.03258327,-0.38188666,0.2794718,0.15874052,-0.020597462,0.34842053,0.1295806,0.41781095
-0.114538245,-0.112913966,-0.07733862,-0.1866974,-0.31240615,0.21266985,0.30797452,-0.5871284,-0.25941202,-0.060684107,0.6478797,0.27948782,-0.09146526,-0.36582357
0.37699115,0.0016254866,0.5720456,-0.100729525,-0.3889151,-0.015209461,0.43768612,-0.2022107,-0.11705559,0.040542528,-0.24364667,0.025020309,-0.5007997,-0.18459636
-0.3971439,0.11748985,-0.1831822,-0.2786765,0.7302732,-0.2701251,0.23948514,0.3700391,-0.2033716,0.17913106,0.3230422,-0.43536952,-0.647965,-0.49624303
-0.1858851,-0.04752928,0.6208872,-0.20158409,0.35912564,-0.33459526,-0.023272695,0.24456288,-0.051416356,0.079450496,-0.32493365,0.4893879,-0.15857655,-0.6143661
0.32209393,0.6809588,0.44499955,0.33212286,0.63427126,0.11620479,0.089634314,-0.19867003,-0.425675,-0.116134845,0.03497701,-0.27664673,0.4440412,-0.1995484
0.60440344,0.14658067,0.2763148,-0.29744157,-0.42249036,0.44367608,0.2567871,-0.5553818,0.15971589,-0.08488831,0.3566052,0.44052896,-0.026132878,-0.4102715
-0.28541318,-0.020732963,-0.1951596,-0.6025413,-0.054344434,0.2005828,-0.5511615,-0.4878476,0.25847948,-0.2973457,0.15905985,0.18544361,0.29037398,0.07108761
-0.42283267,0.20686316,0.04710706,-0.7533619,0.43660456,0.12196286,-0.23590602,-0.43198806,-0.43274096,-0.20998667,0.17684284,-0.3505542,0.29853824,-0.32463437
-0.3811826,-0.2468131,0.14360939,-0.08765605,-0.0987927,-0.56585974,-0.027438214,-0.34705782,-0.21988912,0.09317409,-0.68664074,0.23895997,0.22430466,-0.43531594
0.32093403,0.169715,0.007942658,-0.040768642,-0.5365002,-0.21404928,-0.040524732,-0.5399242,0.4021923,-0.38113016,0.44833574,0.054693677,0.21984221,0.19180134
-0.47583318,0.07919634,0.5289425,-0.3268372,0.085665695,-0.5117499,-0.009475684,-0.23333782,0.026593685,-0.46817777,-0.29021147,0.24584828,-0.33915988,0.17167868
-0.538622,0.3625899,-0.081819914,-0.05790266,0.34207022,0.23001176,-0.23697196,-0.4628674,0.04853528,-0.020931609,0.26982823,-0.18891984,0.26373124,-0.21507563
-0.51447594,-0.107948385,-0.20201261,-0.3852914,-0.38762012,-0.21832253,-0.3967772,-0.5594849,-0.16991547,-0.2123667,-0.4018713,0.1936934,0.08254427,0.024526164
-0.5920973,0.4009759,-0.008924839,-0.38670588,-0.06697071,-0.11989986,-0.4417491,-0.3623475,0.43856063,0.18236881,-0.034150336,-0.5588063,0.028126387,-0.18087329
-0.49435318,0.24872686,-0.2519176,-0.34344152,-0.2730575,0.19447352,-0.51314807,-0.6531562,0.056677677,0.13483809,0.6101641,0.08677324,0.3725367,-0.20612946
-0.23533092,0.5773272,-0.56188303,-0.54572856,-0.16488834,0.075707346,-0.45037654,-0.33687606,0.15328197,-0.1996767,0.57731766,0.3820189,0.4715148,0.03079272
-0.21460108,-0.5703349,0.4706949,-0.012106581,-0.0684766,0.34543106,-0.30967277,-0.57360274,0.12665275,0.17122956,0.04356461,-0.52381855,-0.12675667,-0.35002798
0.42949164,0.22670391,0.30839568,-0.3936124,-0.32864723,0.4703703,-0.23923217,-0.46298212,0.58505213,-0.053294983,0.42766696,0.40659073,-0.314304,0.41903242
-0.2678965,0.41438457,-0.41623423,-0.43690133,0.3066889,0.4730685,-0.09048433,0.32950285,-0.21383587,0.11213151,0.25703454,0.34056595,0.65668184,-0.22443485
-0.26034626,0.15558067,-0.4595359,-0.5967598,0.15150961,0.17045182,-0.38721937,-0.20479572,0.24294056,0.19966438,0.7486411,0.40824583,0.29075426,-0.11014661
-0.2136535,0.111541085,-0.136596,-0.56953883,0.14485298,-0.23557565,-0.38749513,-0.3759265,0.6098334,-0.04675273,0.6021872,-0.1444272,0.44813338,0.1522419
0.52641755,-0.14587642,0.1446554,-0.4251513,-0.07123666,-0.09652854,0.16451333,-0.6260006,0.38586265,-0.3391418,0.5884678,0.40100992,0.36412874,0.09151629
-0.520064,-0.102661654,-0.5739345,-0.26470044,0.57391447,0.18564317,0.19014922,0.054482356,0.33697927,-0.32230592,0.5070287,-0.3673632,-0.06919666,0.10299736
-0.22794464,0.047643524,-0.2776793,-0.15350515,-0.4908816,0.017488608,-0.28347626,-0.44725487,0.45243904,-0.026126271,0.45383483,0.41262794,0.69885606,0.34867802
-0.4634676,-0.3150509,-0.4583812,-0.51467776,0.23144624,0.57735735,-0.30293673,0.4546259,0.506583,-0.30104154,0.3204896,-0.598084,-0.020869488,-0.47931972
-0.39414117,0.0035698987,-0.06427218,-0.6343838,-0.21106848,-0.09559988,0.22008377,-0.1598875,-0.068434276,-0.10770944,0.15667114,-0.12128814,0.61165357,-0.15882601
-0.44373083,0.13214761,0.01454856,-0.6048335,-0.121124715,0.038148195,-0.43702528,-0.3603982,0.4030192,0.29413962,0.74660987,-0.055817824,0.5699612,0.06031673
0.23167382,0.31362057,0.41049144,0.15520905,0.065182164,0.19800586,-0.6013028,-0.30388615,0.60180146,-0.015221211,0.549043,0.5112777,0.35810518,-0.43889406
-0.24814336,-0.017449573,0.16130927,-0.6974547,-0.11877119,0.19637154,-0.4517567,-0.42477113,0.480178,-0.50050324,-0.06196527,0.40675083,-0.30621624,-0.15013884
-0.09207612,0.21777539,-0.06583947,-0.71928144,0.4222918,0.0859777,-0.3931909,-0.31812298,0.54416203,-0.32618737,0.44426695,0.01924334,0.37229085,0.21399501
0.39310235,0.41720107,-0.20817924,-0.43772152,-0.59829235,0.27536,-0.26241797,-0.6610353,0.02525654,-0.48973465,0.16208218,0.40740424,0.6798524,0.5937322
-0.2686553,0.062460657,-0.34210458,0.07714591,0.47884542,-0.2900872,0.4073573,0.29935235,0.16373333,-0.40483513,-0.1779734,-0.4318234,-0.42654347,0.08885787
-0.3956472,0.48905042,-0.21357764,-0.7580353,-0.07219851,0.32640877,-0.57241946,-0.6177395,0.26586175,0.1393501,0.4030235,-0.06989477,0.38751125,0.4872777
-0.5758379,0.19939524,-0.32964972,-0.51669085,0.31306848,0.17884985,-0.46923757,-0.2884145,0.4684713,0.06529533,0.62905425,0.05239883,0.21593815,-0.07338973
-0.31635886,0.46055132,-0.3416113,-0.7091004,0.09079952,0.24632235,-0.44924903,-0.18663482,0.42011204,0.016140906,0.12719624,0.099652186,0.3012604,0.33099103
-0.47973594,-0.275651,0.028183686,-0.5357122,0.35773534,-0.22400694,-0.035920247,-0.074873306,-0.086195834,0.27112016,0.51425815,-0.15441686,0.51058507,-0.5444769
-0.55231005,-0.093139745,0.1365523,-0.67506915,0.5424292,0.27958488,-0.6372931,0.069420494,0.3601576,0.07197201,0.12597491,-0.19736186,-0.027492816,-0.27721214
-0.60453403,0.36591196,-0.0047924505,-0.40395892,0.58515275,0.27012798,-0.08786885,-0.0107461205,0.4419775,0.08462301,0.67911506,-0.11210176,0.59582025,-0.22094436
-0.63587594,0.38468033,-0.22014697,-0.42247397,0.52535963,0.47874838,0.13400626,-0.3673404,0.12036298,0.21996832,0.09682926,-0.16588397,0.0392757,0.27200907
-0.11906394,0.4827845,0.116872706,-0.66788125,-0.057121363,0.5532715,0.12440315,0.07878332,0.089862354,-0.15871151,0.17307939,0.013769198,0.047979012,-0.13928127
-0.44782174,0.24324416,0.5022568,-0.024279382,-0.53909,-0.0037618845,0.049255103,-0.65579367,-0.36299378,0.35217765,-0.15925336,0.22179581,-0.43154472,0.06751491
-0.5075544,-0.41972464,-0.56735873,-0.06776862,-0.20177983,0.6944006,-0.030112043,0.49398404,0.5788787,-0.31261447,-0.017253906,-0.62028235,-0.1175213,-0.19232793
-0.4518355,0.2075501,0.054165535,-0.60399646,0.4649081,0.47711733,-0.013221357,0.12265175,0.015339676,-0.22492503,0.56358355,0.3714806,0.5248102,-0.20065291
-0.39014626,0.285303,-0.10469891,-0.57279706,0.45017275,0.2768961,-0.12150284,0.17968568,0.3519596,-0.33677885,0.3455821,-0.12475915,0.4153355,-0.1781119
-0.626233,0.22873875,0.012558906,-0.6011566,0.5228502,0.13019812,-0.4962352,-0.1506978,0.45483136,0.28689426,0.52281976,-0.23512289,0.5839892,-0.05509827
-0.3699181,-0.030223645,-0.26131016,-0.779324,0.40414053,0.2191825,-0.4417677,0.40516242,0.42689273,-0.27357385,0.18103872,0.11043085,-0.02651997,-0.29472852
-0.3377444,0.049143787,-0.066732004,-0.6801554,-0.07007487,-0.26920232,0.1544819,-0.1768638,0.11362636,0.22055605,-0.3890056,0.4170933,-0.14367983,0.0569325
-0.50720996,0.039668806,-0.40227172,-0.69076306,0.077391624,0.1657296,-0.58363366,-0.48878455,0.33985606,-0.20139231,0.5971309,0.21779902,0.54898536,0.17575368
-0.45129633,-0.018416975,-0.19333376,-0.28604522,0.02468084,0.2460818,-0.37435478,-0.089786984,0.08091952,-0.5791848,0.19748157,0.28874832,0.5789019,0.2124052
-0.6744213,0.15516461,-0.6562009,-0.31528103,0.32950258,0.10481122,-0.064152114,-0.0994976,0.1949739,0.40458927,-0.016627543,-0.15421617,0.729276,-0.01451478
-0.65527683,0.54917586,-0.5926729,-0.20029837,0.46467966,0.26420438,0.22100239,-0.020989032,0.2357554,0.097935386,0.45956287,0.05461605,0.6931816,-0.009291934
-0.26601613,-0.17812163,-0.12345629,-0.15679336,0.13391134,0.089362346,-0.45358178,-0.5506262,0.49351287,-0.27202377,0.62816036,0.3862188,0.47178283,0.03712137
0.0773012,0.25730598,0.36157545,0.16346662,0.49156597,-0.2518212,0.005430994,-0.21181226,-0.19225429,-0.35156575,0.47144452,0.08766793,-0.041463964,0.00587097
-0.5780312,0.31807494,-0.42841038,-0.56141305,0.46141014,-0.0891297,-0.33891612,0.1413112,0.3504274,-0.05384923,0.14459443,-0.17918032,0.20781887,0.34155086
0.012959106,0.5852943,0.45771256,0.076581046,0.2138539,-0.054782983,-0.05695276,-0.34278664,-0.2026946,0.3093663,0.20785494,0.22854005,0.25989425,-0.04213279
-0.31743568,0.26425967,0.4697764,-0.30336332,-0.26252207,-0.11431156,-0.01970314,-0.39699596,0.014382726,0.08296779,-0.4240911,0.4113181,-0.18360324,-0.20162912
-0.45086288,0.5160052,-0.21007507,-0.44761866,0.21715091,0.68890935,-0.4410876,-0.026733883,0.016789336,-0.26361722,-0.2875249,-0.09521317,-0.06491409,-0.06508963
0.008492518,-0.44727582,0.14367503,-0.26195166,-0.60866624,-0.3609919,0.021490337,-0.63320684,0.059541456,0.0006019957,-0.35187003,0.23665723,0.32512224,-0.005317704
-0.22347595,0.40918702,0.017709633,-0.6904361,0.45711955,0.46710956,0.2856361,0.012972703,0.32677048,0.5226027,0.1855298,-0.00027063861,0.7337423,-0.20905256
-0.15715005,0.24849336,0.017286565,-0.52745616,0.14881459,0.32087505,-0.5733127,-0.54225564,0.5305094,0.1719934,0.63966656,0.1351159,0.39657572,-0.12212426
-0.5054923,-0.3196152,-0.4071496,-0.16697276,0.20125484,0.28095856,-0.6771774,-0.25939766,-0.24054517,0.13414802,-0.05364897,0.44646132,0.6771763,-0.40903807
-0.15311162,0.36243844,-0.46719477,-0.50569373,0.48474315,-0.024608973,-0.09045413,0.38197675,0.47779512,-0.3351963,0.70242727,-0.30438715,-0.043543026,0.27261922
-0.107106425,0.1723796,-0.24569319,-0.22583508,0.49442896,0.34166902,-0.09697541,0.22489858,0.090706944,-0.18607503,0.31376165,0.54936427,0.6600533,-0.34203407
-0.39732802,0.06857327,-0.18736038,-0.33943877,0.42191315,0.010025307,-0.10381841,-0.19529116,-0.18293215,-0.43645173,0.62234074,0.3111881,0.31790152,-0.10253925
-0.28739616,-0.13690752,-0.41206044,-0.5633402,0.21598601,0.13215506,0.1696991,-0.52960324,0.3010189,-0.22495015,0.024012003,0.11373793,0.21408847,-0.07169246
-0.6667442,0.27588567,-0.5441183,-0.16005494,0.46736702,0.22560002,-0.4472947,-0.23004337,-0.025573306,-0.28497845,0.19965419,0.24491481,0.38738108,-0.040386956
-0.08158058,-0.046757076,-0.40109062,-0.64959425,-0.42640588,-0.3301849,-0.43958262,-0.574557,0.23451261,-0.24655756,0.33059806,0.1490408,0.53456664,0.09122365
-0.54872763,-0.10898551,-0.08610716,-0.086453624,-0.087869324,-0.060784597,-0.35409304,-0.09795975,-0.070746765,0.18064901,0.22683029,-0.16713946,0.27913436,-0.25457266
-0.6281011,0.3259035,-0.12296901,-0.25834697,0.35123885,0.36098272,-0.314194,-0.55165994,0.21805319,0.32541096,0.3967883,-0.04680122,0.19865054,-0.23742758
-0.49987155,-0.0012888835,-0.5023279,-0.41787538,0.46645623,-0.07300059,-0.5909865,-0.3883152,0.17200786,0.2619263,0.4563497,0.13673797,0.6738535,-0.18401235
-0.29502165,0.47485217,-0.52986366,-0.58813125,-0.26808724,0.16040234,-0.5819947,-0.4679322,0.32894856,0.011117999,0.50448585,0.19858962,0.33554357,-0.16387813
0.45495218,-0.06371268,0.3855632,-0.32429618,-0.09906973,0.02470217,-0.43152407,-0.5006386,0.65814066,0.11344887,0.13266544,0.15210953,0.17269957,0.06798425
-0.009440928,0.22375315,0.36410815,0.2328588,-0.11040302,0.030005878,-0.1268676,-0.3007493,0.3943459,0.29059353,-0.07511686,0.017473672,0.07142531,-0.2640577
-0.37804118,0.50376356,-0.50587577,-0.322795,-0.13341996,0.62056166,0.24032098,-0.45111966,0.07477317,0.11038801,0.32853562,0.24086355,0.19192502,-0.3948501
-0.12621875,-0.27694362,0.011600139,-0.4458695,-0.16554287,-0.43466213,0.14582078,-0.1290554,0.003799432,0.21153897,-0.023472803,0.023149528,-0.2375369,-0.2722932
-0.6840907,0.16196048,0.18985303,-0.4222062,0.19943717,-0.33904856,0.27608845,-0.2803991,-0.4088013,-0.27134344,0.15915017,0.10450415,0.4060286,0.2992998
-0.6876838,0.008187419,-0.0640501,-0.2510586,0.64298034,-0.15770686,-0.51269245,-0.29248887,0.40096918,0.052598976,0.49826247,-0.19306792,0.33128557,0.07033611
-0.4075613,0.09462118,-0.021771403,-0.16168949,-0.26502848,0.123981625,-0.341217,-0.45580912,0.114151545,-0.4642202,0.73451525,0.44415647,0.48354974,0.056279503
-0.42534083,0.609209,-0.19138959,-0.58926004,0.15642637,0.38312155,-0.505985,-0.58174765,0.4058487,0.25843897,0.39042923,-0.13183387,-0.0003970805,0.37656432
-0.57124007,0.13894752,-0.01980414,-0.67947,0.5019055,0.1490724,-0.08790756,0.027658949,0.35453027,-0.4128668,0.13386625,-0.13553388,0.49323356,0.2234454
-0.3518999,0.42809087,-0.2564359,-0.8108092,0.35729873,0.36923644,0.20151973,0.16563447,-0.09732754,0.15792148,0.18709649,-0.22830692,-0.04909242,0.5284646
-0.49672672,-0.19096614,-0.22236466,-0.23768929,0.08626905,0.37209994,0.3337734,-0.5624783,0.12219809,0.5703955,0.24208699,-0.1352754,0.08471838,-0.17219254
-0.18813048,0.64147425,0.45040005,0.13968919,-0.034303956,0.31813863,0.48470432,-0.59875906,-0.23551369,0.22936523,0.40037286,0.19286236,-0.047905333,0.451893
-0.3357518,0.47095194,-0.40230596,-0.23767503,-0.20860052,0.29783452,-0.5036865,-0.6104889,-0.083525375,-0.188705,0.33181724,0.22519283,0.09364446,0.14735745
-0.31441507,-0.41173038,-0.44375092,-0.13159683,-0.2759455,0.5475879,-0.066128016,0.5146829,0.52965623,-0.3651495,-0.120309755,-0.6089854,-0.40125638,-0.28057227
-0.17487897,-0.32775244,-0.12879415,-0.6004553,0.32571742,0.4529689,0.4116391,0.445981,-0.09529762,-0.43347552,0.26930997,-0.734034,-0.3953095,-0.24429366
-0.24406222,0.71385914,0.06494475,-0.42829037,-0.2978191,-0.4454317,0.3736184,-0.105194576,-0.061096016,-0.008654594,0.5293793,0.39221516,-0.513984,0.059785984
-0.21994331,-0.44267052,-0.45156187,-0.35129008,0.6917868,-0.25652945,0.09013745,0.288125,-0.17410444,-0.10495678,-0.42219523,-0.6239257,0.16166039,-0.23377725
0.60795635,0.19774532,-0.08432649,-0.37907586,0.014409635,0.4788702,-0.6661462,-0.51783925,0.4125101,-0.31089905,-0.117030025,0.3600829,-0.2859528,0.55980337
0.023110224,-0.0978452,0.26877564,-0.15421143,-0.60919833,-0.062861465,-0.117635824,-0.32411748,0.37066126,0.17565455,0.56629115,-0.031386126,0.07032161,-0.2031573
