"embedding1","embedding2","embedding3","embedding4","embedding5","embedding6","embedding7","embedding8","embedding9","embedding10","embedding11","embedding12","embedding13","embedding14"
-0.26908556,0.16952537,0.18554384,-0.38171273,-0.23307663,-0.38996282,-0.025613828,-0.23219283,0.23858818,0.07318638,-0.6604773,0.14685255,-0.47832683,-0.52123946
-0.59714174,-0.1401018,-0.35501873,-0.5539161,-0.33127147,0.44145104,-0.1738677,0.42189172,0.36248723,-0.41256973,-0.23851457,-0.3985014,-0.37566236,-0.49469832
-0.6070403,0.024508325,0.35047135,-0.51237005,-0.44593084,-0.6259817,0.10322456,-0.0064413506,0.24507052,-0.057628367,-0.022863528,-0.1265796,0.24376878,-0.60645986
-0.5063851,0.05695561,0.49516556,0.14779015,-0.54684305,-0.5317517,-0.23783939,0.063839115,0.28849947,0.18781047,-0.08905472,-0.1916793,0.054361347,-0.44143587
-0.3884509,0.18404092,0.6728273,-0.0009250117,-0.39737737,-0.23034838,0.044279825,0.27552694,0.183955,-0.110154875,0.314304,-0.29412472,0.04001745,-0.36563763
-0.06584354,0.4941303,0.22012827,0.26158735,0.16643398,-0.5528309,-0.3281226,-0.34352708,0.25684693,-0.28637096,0.4461061,-0.099974304,-0.27981073,-0.65698504
-0.6058053,0.05137463,-0.58132964,-0.6588302,0.34300864,-0.09686903,0.37568834,0.045823283,-0.1937751,0.005177679,-0.00025683083,-0.23654911,-0.32400975,-0.3489737
0.11849234,0.15914561,-0.21031278,-0.5302157,-0.7035056,-0.14235207,-0.6159491,0.22079812,0.41406682,-0.06396756,0.28005683,0.26138556,-0.3029695,-0.024086166
-0.25493485,0.25242707,-0.38545477,-0.5872953,0.45437673,-0.3342746,-0.23713653,-0.006825631,0.16124403,-0.32271165,0.19944741,-0.09815567,-0.12069123,-0.22100405
-0.20558266,-0.20453441,-0.3143062,-0.2605759,0.45925862,-0.25825632,-0.10160632,0.3508578,-0.17599063,-0.31708843,0.33373675,-0.55861396,0.11025126,-0.16959733
-0.23081878,0.26449433,0.33061656,0.27724022,-0.19880697,-0.38928095,0.09258841,0.108400874,-0.25526917,-0.39294863,0.39790514,0.17742255,-0.09770184,-0.60996485
0.09659793,0.2735546,-0.019929552,0.05517072,-0.53754246,-0.20804203,0.2403944,0.42826432,0.05895965,-0.2371778,0.1614924,0.050165538,0.03803583,-0.47285202
-0.07923399,0.5807865,0.13755792,-0.28206563,-0.54437083,-0.48699084,0.05339823,0.621003,-0.073335804,0.019741474,-0.032164603,-0.031485595,0.16093184,-0.42780167
-0.37442574,0.33492702,0.28563654,0.12419266,0.15124047,-0.23844542,0.19175954,0.52918106,-0.065740496,-0.6264118,0.12358537,-0.7021713,-0.51550084,-0.53375244
-0.3266625,0.38258585,0.17645286,-0.79417527,0.04282419,-0.056583993,0.5583948,0.06485091,-0.119573,0.44751003,-0.14544135,0.080314316,-0.40705916,-0.62878484
-0.41811517,0.5900982,0.2418997,-0.22861086,0.05056893,0.32264856,-0.1637419,-0.20144236,0.3116085,0.10243175,0.3131897,-0.30265418,0.23567404,-0.48821607
0.348798,0.4998835,0.32232127,0.1931448,-0.17463717,-0.044106383,-0.055901602,-0.21207665,0.65523577,0.3695427,0.43513468,0.00042605208,-0.0950049,0.13308772
-0.2804431,0.25788733,-0.35714343,-0.68010896,0.30949757,-0.25747728,-0.2381057,-0.049820628,0.08527318,-0.13717404,0.09881108,-0.1709687,-0.040727343,-0.09860736
-0.29860803,0.05682886,0.18558232,-0.07000462,-0.45821056,0.27606207,-0.4861117,-0.25585678,-0.5801652,-0.33387402,-0.3413398,0.3206906,-0.05414117,-0.2683127
-0.40852207,-0.34921542,-0.28931585,-0.28446355,-0.39793974,0.44659114,-0.113595515,0.49403745,0.45283,-0.44868138,-0.3226988,-0.5220011,-0.4322191,-0.4515104
-0.32158318,-0.34696937,-0.28757152,-0.27848482,0.1156188,-0.22929138,0.2154982,0.061716132,-0.59799284,-0.24966164,-0.41772255,-0.47637764,-0.1837318,-0.5588825
-0.20657025,0.39775106,-0.31435278,-0.7727026,0.103031,0.20353006,-0.5917274,-0.08912189,0.5486832,0.030314002,0.49644485,0.0009975393,0.048613213,-0.10285498
-0.39050674,-0.020228831,-0.40997997,-0.4601184,0.46044973,0.04512364,-0.4664267,-0.18855307,0.45081967,0.17795888,0.056977056,-0.22699344,0.7002517,-0.58724535
0.005671146,0.13802603,0.204004,-0.42383346,-0.07168343,-0.43221214,-0.19754744,0.1679956,-0.06406144,-0.20123842,0.2617851,0.34068146,-0.68589586,0.13371946
-0.57827175,0.18198478,-0.630718,-0.4354385,0.5773845,-0.27117005,0.5480617,-0.07464333,-0.6359502,-0.4908194,-0.018133046,0.18795128,-0.6479694,-0.38780862
-0.57442176,-0.6142466,-0.36686215,-0.6380879,0.19946404,-0.19861181,0.07896209,0.12825635,-0.5682768,-0.41159576,-0.18740276,-0.43085724,-0.2967916,-0.14368437
0.20047656,-0.2651532,-0.15486509,-0.4241526,0.08840174,-0.6699093,0.09812219,-0.6985376,0.16692011,-0.4957128,-0.19090188,-0.17820758,-0.364855,-0.24291219
-0.026152462,-0.68688977,-0.039337315,0.40232322,0.4634449,-0.47895905,0.024070414,0.38978437,-0.43141255,-0.43860006,0.11696784,-0.5652111,-0.25831303,-0.4446248
-0.18411638,-0.10260071,-0.29630882,-0.46001405,0.108330846,-0.4978767,-0.12848778,-0.36746132,0.17989516,-0.036249984,0.10105659,0.20369433,-0.43876758,-0.13185774
-0.5009082,0.12509449,-0.41311193,-0.6524204,0.23078908,0.08474553,-0.46969002,-0.059428863,0.034269493,-0.34817278,0.3733987,0.17052922,0.39595562,0.009732591
-0.6666639,-0.15996894,-0.4108107,-0.6382243,-0.18699232,0.5096362,-0.15469831,0.45995224,0.44558352,-0.41308743,-0.21155596,-0.42978138,-0.27534914,-0.50160533
