Column1,Column2
0.093895584,0.09482204
0.09047805,0.09466934
0.09043293,0.09451355
0.090050556,0.09435775
0.08884884,0.09420259
0.08803766,0.09406986
0.092361,0.09392363
0.089481056,0.09376895
0.09398744,0.09362273
0.0877549,0.0934665
0.08807919,0.09331742
0.08954357,0.09316729
0.09337006,0.09302946
0.08969967,0.092897676
0.08722611,0.092745066
0.08998948,0.092604645
0.08826184,0.09246012
0.089499295,0.0923163
0.08886987,0.09217357
0.08963705,0.09203003
0.0883161,0.09188161
0.08741744,0.09175389
0.08743362,0.09161086
0.08786827,0.09147073
0.090413846,0.091330215
0.08712414,0.0911868
0.0899097,0.09104621
0.08588567,0.09090623
0.085821174,0.0907672
0.08858946,0.09063709
0.08781007,0.09049091
0.088598065,0.09035092
0.084029935,0.090216205
0.08697191,0.090081416
0.08614056,0.08994761
0.08511504,0.08981065
0.087003075,0.08967433
0.08958696,0.08954775
0.084820986,0.08941116
0.08419965,0.089276336
0.08561832,0.0891421
0.085108206,0.08901202
0.08613745,0.088874616
0.08569798,0.088741235
0.08329248,0.08861282
0.0856922,0.08849867
0.08413039,0.088373475
0.08611845,0.08824449
0.085848644,0.088111155
0.08651675,0.08797421
0.08301733,0.08784232
0.08331745,0.087710135
0.080927365,0.087583676
0.08335186,0.087471284
0.08039163,0.087341696
0.086282015,0.087219484
0.08532291,0.087088965
0.082741916,0.08695892
0.080353916,0.08683692
0.08556919,0.086720996
0.087075725,0.08659958
0.08338468,0.086478256
0.08164907,0.08635821
0.08373325,0.08623687
0.08381839,0.08610903
0.08142036,0.0859876
0.083587475,0.08586918
0.08106383,0.08574331
0.083318755,0.08561936
0.08469611,0.08550592
0.08118988,0.08538301
0.082238026,0.08526343
0.08031101,0.08514926
0.07970087,0.08503267
0.08274568,0.0849156
0.08055783,0.08479588
0.083588935,0.08467856
0.08320585,0.084565826
0.0796721,0.0844492
0.08187986,0.084325396
0.07984435,0.08421294
0.0803676,0.08409909
0.07905861,0.08398279
0.08230102,0.08386799
0.08022418,0.08376193
0.08066376,0.08365807
0.08119972,0.08354248
0.07999218,0.08343055
0.080411725,0.08332231
0.07996127,0.083205774
0.080682576,0.083099246
0.07833067,0.08297839
0.07724795,0.08286999
0.0788092,0.08277401
0.07864908,0.082665116
0.077158146,0.08255481
0.08078504,0.082437694
0.07809815,0.08233646
0.080076925,0.08223179
0.0813502,0.08212525
0.07702977,0.082013845
0.07657476,0.0819173
0.07949539,0.08181551
0.077810585,0.08170563
0.080155045,0.08160049
0.07707029,0.081491224
0.07757325,0.08138085
0.08000897,0.08127626
0.07698292,0.081167705
0.07666533,0.08107813
0.07870782,0.08097611
0.07693465,0.08086711
0.07805461,0.080760084
0.07561995,0.08065875
0.07768878,0.08055877
0.07769803,0.08045875
0.079424165,0.0803559
0.07696798,0.08026039
0.078554645,0.08016084
0.07585381,0.080052435
0.07844994,0.07995216
0.07766054,0.079853445
0.07497522,0.079750724
0.07507579,0.07964209
0.07520806,0.079543345
0.075981475,0.07944942
0.076960675,0.0793506
0.07656707,0.07925608
0.07711078,0.07915142
0.07272505,0.07905108
0.07673049,0.07894987
0.07578831,0.07885594
0.0749981,0.07875851
0.0740835,0.07868272
0.07423645,0.078583606
0.07615867,0.078485936
0.07416217,0.07839154
0.07622012,0.07829923
0.07531676,0.078197144
0.0752334,0.07809727
0.07671148,0.07799805
0.073069915,0.07791703
0.0751983,0.07782808
0.07333429,0.07773183
0.07732876,0.07763877
0.07459997,0.07754922
0.073376566,0.07744982
0.074178815,0.07735115
0.074443646,0.07725912
0.07437855,0.07717185
0.07338661,0.07707719
0.073874384,0.07697835
0.07289741,0.07688387
0.07619049,0.07679341
0.07379606,0.07669729
0.07255963,0.07660823
0.07183395,0.07652323
0.0728123,0.076449074
0.072016455,0.076356396
0.07274716,0.076265015
0.0736323,0.07617228
0.07492078,0.07608176
0.072004184,0.075988434
0.073068805,0.0759
0.07311267,0.075813174
0.07021307,0.07572701
0.07263344,0.07563635
0.07303192,0.07554832
0.07305654,0.07546089
0.069644436,0.0753688
0.073688924,0.07527996
0.07348587,0.07519182
0.07361484,0.07510253
0.07202488,0.0750258
0.0727955,0.07493497
0.07107658,0.074844815
0.07389614,0.07475816
0.07097782,0.07467094
0.07447385,0.07458323
0.069678016,0.07449489
0.065290436,0.07440697
0.06863175,0.07433495
0.06893938,0.07425083
0.072407156,0.0741688
0.069918096,0.07408525
0.0719046,0.07400131
0.06990948,0.07391394
0.07387468,0.073830076
0.073950276,0.07374062
0.0679616,0.073659316
0.0713103,0.07357618
0.07406424,0.07349583
0.069861874,0.073413834
0.06991487,0.073325805
0.07014614,0.07323708
0.070458606,0.07315492
0.06814541,0.073071375
0.068711944,0.07299793
0.07043502,0.07291653
0.06916395,0.072834335
0.06738656,0.07274707
0.07084281,0.072668366
0.070395485,0.07258529
0.06991018,0.07249717
0.07232375,0.072416775
0.06772208,0.07234651
0.06894628,0.07225727
0.07049873,0.072175235
0.06854049,0.072100595
0.06890219,0.07202179
0.07174758,0.07193389
0.06724347,0.07185646
0.06953674,0.071776696
0.07044178,0.07170787
0.06848245,0.071625955
0.06700748,0.07154052
0.06867536,0.071461
0.067812406,0.071381
0.06811535,0.07129644
0.06875408,0.07122223
0.06904613,0.07114375
0.06888591,0.071072266
0.069849856,0.070994034
0.0664488,0.0709108
0.06929965,0.070831954
0.06777581,0.07075195
0.06487216,0.070671126
0.06782565,0.070588805
0.06864756,0.07050774
0.065619275,0.07044084
0.06928754,0.07036255
0.06596857,0.07027901
0.06686097,0.070195
0.06767731,0.070125215
0.068716586,0.070039414
0.06732062,0.06997102
0.066691555,0.069894806
0.06570408,0.06982398
0.07008084,0.06974209
0.067132235,0.06966609
0.065721475,0.06959257
0.06741048,0.06951544
0.06625414,0.069440536
0.06475751,0.06936371
0.06672959,0.06929297
0.06739711,0.06922902
0.067960806,0.06914717
0.06717236,0.06907342
0.06432442,0.068996534
0.06468489,0.06891989
0.06451147,0.068842374
0.067152165,0.068771556
0.06583614,0.06869456
0.06389767,0.06863268
0.06589955,0.06856106
0.06618105,0.068482414
0.06542315,0.06840355
0.06539416,0.06833374
0.06651009,0.0682539
0.06474286,0.068184145
0.067580074,0.06811191
0.06546716,0.068042494
0.06551286,0.06796808
0.06507663,0.06789382
0.06655407,0.06782511
0.06245035,0.067754865
0.06403892,0.06768066
0.06582203,0.06760854
0.065505505,0.06753263
0.06658431,0.06746647
0.06452727,0.067399226
0.062919386,0.06733228
0.065200485,0.06725921
0.06208732,0.067184106
0.06468828,0.06711481
0.06489901,0.06703982
0.06530855,0.0669673
0.06350985,0.06690736
0.062237326,0.06683885
0.061618593,0.06677254
0.06546207,0.06670502
0.062179044,0.066634014
0.06653704,0.06656334
0.06439052,0.06649379
0.06706983,0.06642046
0.06436744,0.066352166
0.06247353,0.06628267
0.06613058,0.06621661
0.06385263,0.06614885
0.06088929,0.06607302
0.062146913,0.06600203
0.063422054,0.0659352
0.06447831,0.0658663
0.0629776,0.06580752
0.06216913,0.06573357
0.0625999,0.06566241
0.06379739,0.06559628
0.063181184,0.065531746
0.06128553,0.06546785
0.06325527,0.06539803
0.064632885,0.06533268
0.063882686,0.06527019
0.06266132,0.065200694
0.06348235,0.065138735
0.065076865,0.06506964
0.059982985,0.06499954
0.06042417,0.06493801
0.06122676,0.064874075
0.062036205,0.064810626
0.05857643,0.06474992
0.062114198,0.064689204
0.06409627,0.06461924
0.061504897,0.06455053
0.062499233,0.06448451
0.059919093,0.064421415
0.065823115,0.06435305
0.05887244,0.06429349
0.062900506,0.06423882
0.05972429,0.06418301
0.062437512,0.06412186
0.06223185,0.064054534
0.060055893,0.06398424
0.061830956,0.063920446
0.061441302,0.063852444
0.059274394,0.063792124
0.06254786,0.06373991
0.059869897,0.06367717
0.059024505,0.06361597
0.06327961,0.06355172
0.05976466,0.06349044
0.06154298,0.06342414
0.058233608,0.063359454
0.064581946,0.06329585
0.062055696,0.063250944
0.06050157,0.063189104
0.062394615,0.06312434
0.059414078,0.06306211
0.060685758,0.06300512
0.05963941,0.062942825
0.057907984,0.06288703
0.06082795,0.062821835
0.058888663,0.062769696
0.060518697,0.06270906
0.061619084,0.06264646
0.05969937,0.06258817
0.05872768,0.062519275
0.06163728,0.062456965
0.05856403,0.062402505
0.059573073,0.0623424
0.0603167,0.062296126
0.05647418,0.062237386
0.060789388,0.06217131
0.05886987,0.062112022
0.05755274,0.06205785
0.060250763,0.06199539
0.061267767,0.061938163
0.06085873,0.06188045
0.059853934,0.06183307
0.059409242,0.06177699
0.059773106,0.06171939
0.05826154,0.0616603
0.05748011,0.06160415
0.059824154,0.06154798
0.059276074,0.061493415
0.057443712,0.061434288
0.060007673,0.06138191
0.05854975,0.06132656
0.059053484,0.061271444
0.05808417,0.061213803
0.058230773,0.061165497
0.05829583,0.06110396
0.057014763,0.061049324
0.060016155,0.06098963
0.059495125,0.060941096
0.062015895,0.060885023
0.056278527,0.060833704
0.059074633,0.06077847
0.05790765,0.060721558
0.055603016,0.06066685
0.055747032,0.06061543
0.059740804,0.060562078
0.059399195,0.060518418
0.058853384,0.0604626
0.0567196,0.060408168
0.05665092,0.06035655
0.05773582,0.06030212
0.05741918,0.06024341
0.05902954,0.0601928
0.054067563,0.06014541
0.057574075,0.06009236
0.057999864,0.06003571
0.057824228,0.059985925
0.056277376,0.059940275
0.057460964,0.05988397
0.057003602,0.05983244
0.05577436,0.05977434
0.05948379,0.05972636
0.056855943,0.05968224
0.06018294,0.059629433
0.056322385,0.059577424
0.05728239,0.059527088
0.054485157,0.059470918
0.057078715,0.05942058
0.057156082,0.05937146
0.05450742,0.059320264
0.056265112,0.059278022
0.057156257,0.059225842
0.05467486,0.059177868
0.05671294,0.05912061
0.05643139,0.059067506
0.057586595,0.05902173
0.05583022,0.058971155
0.05783648,0.05892227
0.054066427,0.05888739
0.05516828,0.058838904
0.05322326,0.058789782
0.056839604,0.058747683
0.057203963,0.05869572
0.05733408,0.058650885
0.05716789,0.05859816
0.05922806,0.05854477
0.057272103,0.058503527
0.056174386,0.05845244
0.05659843,0.05840276
0.05580416,0.058355466
0.056731183,0.058304213
0.053976707,0.058259256
0.05378892,0.05822041
0.054920048,0.058173314
0.058176544,0.058129657
0.054875847,0.058082927
0.054780886,0.05803686
0.05517985,0.057982977
0.05571377,0.057942282
0.05513167,0.05789128
0.054953028,0.057845186
0.052448373,0.05779873
0.056898665,0.05776508
0.05314354,0.057714082
0.052266885,0.05766723
0.05607236,0.05762923
0.054807737,0.057583164
0.05527242,0.0575406
0.056477554,0.057492148
0.05463359,0.05744458
0.053664386,0.057411563
0.05582391,0.057371486
0.05430491,0.057324886
0.055920996,0.05727654
0.056348126,0.057233322
0.05287222,0.057192363
0.0536479,0.0571436
0.05401566,0.057097882
0.05370417,0.057064712
0.055630505,0.057020377
0.05362345,0.056982774
0.05548522,0.056940198
0.053901386,0.056895696
0.053386748,0.05685122
0.05423312,0.05680553
0.05392538,0.056758553
0.05392274,0.05672099
0.053609636,0.056681566
0.05587197,0.056634203
0.05344679,0.056591094
0.055557508,0.05655056
0.054598622,0.05650698
0.05119047,0.056468524
0.05233203,0.056424484
0.056776386,0.056388207
0.053322688,0.056354176
0.053528365,0.0563096
0.05344781,0.056269996
0.05357831,0.056230504
0.05287548,0.05618873
0.05170775,0.056147788
0.053266823,0.056106262
0.055414174,0.056068923
0.05123232,0.05602932
0.053951047,0.05599302
0.05437759,0.055953037
0.052767746,0.05591702
0.052324623,0.055877656
0.05322491,0.055835877
0.05229773,0.055794924
0.05322294,0.055758275
0.052974287,0.055715147
0.052528813,0.055673745
0.0532131,0.05563563
0.053361893,0.055597477
0.0512596,0.05556015
0.054865766,0.055515308
0.051228516,0.05547505
0.056143153,0.055446345
0.053425208,0.055407345
0.05217511,0.055369675
0.051221326,0.055332217
0.052879434,0.055294078
0.052305188,0.055254485
0.051656496,0.055214908
0.04978235,0.055175055
0.05344476,0.055143673
0.05479212,0.05510569
0.0509032,0.055061966
0.052296642,0.055017985
0.051528245,0.05498228
0.05122764,0.054944612
0.052784927,0.05490844
0.050777745,0.054875605
0.050083064,0.054849345
0.052077893,0.054807004
0.053262584,0.054774795
0.051737726,0.05473509
0.053070717,0.054696783
0.050216828,0.054662652
0.053627744,0.05462477
0.052032594,0.054588385
0.05237026,0.054557197
0.05151309,0.054528993
0.052265942,0.054485142
0.05270151,0.05445119
0.051121816,0.054411918
0.05291914,0.05437374
0.051002588,0.054340873
0.048051413,0.054306183
0.0508077,0.054272983
0.05038254,0.05424265
0.05261813,0.0541978
0.052742224,0.05416435
0.050739873,0.054130286
0.05346862,0.054094534
0.04913654,0.054052945
0.051648915,0.0540223
0.051415477,0.05399799
0.050354324,0.05396132
0.051473513,0.053927362
0.05227977,0.05389459
0.051040486,0.053850908
0.051953368,0.05381951
0.049449507,0.05378368
0.05123515,0.05374636
0.049947966,0.053724498
0.051196888,0.053692635
0.05089882,0.053658772
0.051107794,0.05363027
0.051504783,0.053595275
0.05096458,0.05355777
0.050548486,0.053519532
0.05066492,0.05348281
0.050509226,0.05345584
0.053052247,0.053427216
0.049788263,0.053389035
0.048801567,0.053353783
0.049056627,0.053321604
0.052573465,0.053287312
0.05147706,0.053254787
0.048426,0.05321891
0.051169083,0.053196266
0.0519277,0.05316736
0.049184628,0.053129934
0.049334466,0.053092916
0.050750885,0.053059205
0.049655348,0.05302764
0.050395355,0.05299514
0.05007186,0.05296085
0.050664574,0.052932322
0.05004281,0.052902877
0.049479038,0.052867882
0.05083658,0.05283287
0.051002022,0.05280123
0.048475303,0.052770596
0.04923519,0.052741826
0.05146053,0.052707277
0.0505268,0.052683078
0.050042268,0.0526563
0.05141767,0.052624043
0.04963706,0.05258979
0.04704324,0.05255397
0.05010643,0.052520305
0.049197305,0.052491564
0.05118435,0.052463666
0.04952147,0.05243957
0.048980653,0.052410793
0.04906948,0.052373596
0.050101273,0.052343756
0.05015117,0.052307352
0.04862461,0.052274965
0.049308278,0.052248932
0.051833227,0.052222468
0.049614474,0.052195396
0.04880062,0.052167684
0.049223717,0.05213611
0.047528796,0.052102216
0.052135468,0.052073423
0.04946799,0.052040797
0.04808129,0.05201462
0.04995472,0.051979788
0.04886009,0.05195491
0.04869683,0.051921356
0.049072552,0.051891778
0.048704177,0.051867936
0.05083327,0.051836535
0.049030356,0.051803056
0.04765447,0.051775992
0.05032241,0.051743727
0.050369427,0.05171958
0.050804857,0.05168667
0.04950473,0.0516529
0.048373062,0.051621523
0.04750801,0.051598575
0.046926793,0.0515734
0.04751915,0.05154715
0.050438132,0.05151908
0.049850825,0.051494192
0.047762524,0.051463734
0.04962596,0.05143499
0.04673409,0.051408995
0.047952153,0.051373288
0.04863659,0.05134774
0.04971866,0.05131822
0.04844164,0.051290732
0.0497685,0.051266678
0.049779598,0.05123791
0.04803974,0.05120772
0.04897133,0.0511864
0.04895185,0.051149856
0.047273457,0.051123746
0.046971057,0.051099464
0.046100203,0.05107082
0.04861892,0.051054154
0.04995531,0.05102546
0.048289668,0.050998848
0.04865398,0.05096941
0.047578815,0.05094068
0.046540853,0.05091514
0.04673574,0.050887056
0.04946837,0.050858106
0.04748015,0.050833587
0.048429,0.050805867
0.04697392,0.050779775
0.047537524,0.05075519
0.04704952,0.05072084
0.049860414,0.050693005
0.04833857,0.05066799
0.0475562,0.0506421
0.048242383,0.05062018
0.04811415,0.050588448
0.048075337,0.050562087
0.045266252,0.050540097
0.049277224,0.050517403
0.047581825,0.0504861
0.046937753,0.05045655
0.048631836,0.05042797
0.047865506,0.050410237
0.048365496,0.05037828
0.049830496,0.050355285
0.0473158,0.050326593
0.047913864,0.050305698
0.046464212,0.050281115
0.04632824,0.050256502
0.044359554,0.05023488
0.047811348,0.05020959
0.045688935,0.05018638
0.04852709,0.05016744
0.047433477,0.05013007
0.046885904,0.050104618
0.047488205,0.050075997
0.04787073,0.050055183
0.045971856,0.050029207
0.047453582,0.05001037
0.04520229,0.04998586
0.047603413,0.049957845
0.04665286,0.049933817
0.049151033,0.04990715
0.04705565,0.049879592
0.04736463,0.049858674
0.045317933,0.049830765
0.047490273,0.049809735
0.047287147,0.049791675
0.048977394,0.049765434
0.0479942,0.049736373
0.045399066,0.04970786
0.046956494,0.049675174
0.044415496,0.049652327
0.046158303,0.04962847
0.045988943,0.04961105
0.047554344,0.049582604
0.04446671,0.049561173
0.047003336,0.04953766
0.048607606,0.049511425
0.04738189,0.049488742
0.046568777,0.049461845
0.045098975,0.04944284
0.04768489,0.04942067
0.046477705,0.04939264
0.046324737,0.049371507
0.047984004,0.049347106
0.04707637,0.04932769
0.044255544,0.049299907
0.045799315,0.0492767
0.046113744,0.049248677
0.045802206,0.04923313
0.04735556,0.04921303
0.046670627,0.049186464
0.046002414,0.049167793
0.047452167,0.04913963
0.046344496,0.049113616
0.04606126,0.049092267
0.04311625,0.049067296
0.043318283,0.049046263
0.04743155,0.04902389
0.046895664,0.049002383
0.045874283,0.048976306
0.04427648,0.04895356
0.046832,0.0489321
0.04701434,0.048906885
0.048287,0.048882753
0.04678004,0.048859596
0.044984564,0.04883901
0.04600831,0.048823237
0.04555372,0.048800062
0.04644433,0.048772965
0.047745544,0.048749883
0.044048045,0.04872124
0.045679793,0.048702005
0.047966763,0.048685085
0.046862606,0.04865477
0.048088316,0.048628844
0.04461488,0.048609357
0.04547093,0.048590694
0.044843826,0.04857178
0.04435574,0.048550043
0.04172488,0.04852361
0.04576628,0.04851213
0.045252964,0.04848769
0.044544533,0.048470076
0.045152623,0.048444055
0.047100358,0.04841769
0.045931403,0.048396844
0.045080364,0.048376348
0.04572994,0.048356943
0.046968438,0.048338596
0.04592952,0.048317388
0.045702893,0.048300035
0.04627135,0.048271105
0.04324456,0.04824878
0.046141412,0.048224542
0.0443376,0.04820456
0.04362605,0.04818543
0.04615889,0.048168343
0.045613434,0.048140462
0.04501426,0.048123192
0.044739176,0.04810187
0.043923937,0.048085783
0.044818748,0.048062157
0.04594234,0.04804051
0.045781266,0.04801801
0.045980774,0.04799653
0.04631415,0.04797706
0.043869395,0.047953956
0.045932077,0.047940236
0.04506674,0.04791694
0.044743877,0.04789199
0.0433196,0.04787229
0.04521117,0.04784837
0.043504532,0.04783472
0.046046626,0.047810327
0.0429178,0.0477912
0.045772094,0.0477691
0.044381678,0.047753233
0.045892175,0.04772885
0.044912998,0.04770949
0.046255417,0.047690254
0.043874275,0.04766887
0.04613282,0.04764558
0.044928454,0.047629338
0.04489243,0.047609333
0.04474013,0.047582112
0.04333684,0.047563598
0.04483007,0.047541145
0.045193575,0.047520466
0.04457854,0.04750988
0.045368947,0.047493234
0.04333131,0.047472518
0.042950496,0.04745699
0.046004243,0.04743981
0.045209482,0.04741477
0.04378545,0.047400095
0.045791756,0.047376104
0.044140384,0.04735479
0.044369232,0.04733783
0.043706648,0.047321882
0.04741084,0.047301408
0.043802243,0.047273297
0.044247966,0.047253184
0.043643992,0.047231942
0.043289233,0.047218647
0.045242067,0.04720144
0.0441265,0.047181644
0.04371375,0.047165576
0.044109732,0.04714408
0.045439973,0.047125217
0.043662146,0.04710617
0.04384661,0.047083367
0.043314938,0.04706382
0.044546954,0.04704771
0.044015117,0.047030594
0.045579985,0.047011252
0.043426096,0.046993136
0.044891037,0.04697414
0.04329451,0.046956096
0.043553457,0.046935413
0.0426914,0.04691788
0.04218333,0.04690168
0.04453598,0.046881076
0.04160697,0.046860963
0.046191335,0.04684245
0.043831807,0.046824194
0.04313073,0.046800252
0.044973478,0.04679223
0.046062704,0.04677737
0.04326357,0.04675795
0.044868942,0.046747766
0.046186905,0.046732288
0.043502294,0.04671589
0.041581627,0.046693344
0.041845735,0.046672698
0.045158558,0.046656113
0.043976948,0.046634093
0.045029424,0.046613917
0.043208104,0.04659376
0.043795686,0.046580493
0.042130336,0.04656609
0.04365911,0.046547294
0.043001756,0.046529997
0.04434652,0.046513017
0.044288184,0.046489645
0.042532276,0.046477325
0.044321943,0.04646396
0.042924874,0.046449594
0.043334555,0.04642964
0.04363342,0.046408404
0.044604596,0.046396382
0.044061534,0.04637916
0.041748874,0.046358205
0.04306588,0.046349786
0.043158345,0.046335336
0.043780155,0.04631954
0.041717343,0.046306442
0.043778803,0.046288103
0.0424833,0.046271924
0.04470951,0.046254225
0.04511807,0.046229176
0.044116095,0.046213698
0.04089629,0.04620073
0.0439101,0.046187017
0.04266554,0.04616989
0.043696787,0.046153028
0.045436535,0.046138555
0.04256952,0.046118528
0.04193594,0.04609602
0.04214881,0.04608469
0.04111551,0.046069015
0.043774582,0.046055827
0.04421167,0.04604663
0.04400078,0.046027895
0.043127146,0.04601001
0.044436786,0.045991376
0.040959828,0.04597357
0.041739788,0.045962185
0.04338773,0.045943666
0.042863686,0.045928966
0.043312322,0.045910858
0.042128265,0.045898546
0.042718265,0.045879617
0.044689316,0.045863494
0.042961318,0.0458519
0.042567868,0.045841627
0.04163164,0.045824878
0.04343084,0.045803558
0.042862892,0.045789987
0.041256182,0.045775592
0.044066723,0.045761023
0.04366041,0.045744102
0.043782126,0.045729473
0.043785308,0.045723416
0.041563958,0.045705352
0.041350756,0.045695137
0.043615256,0.045682285
0.044210415,0.045665655
0.04137408,0.045649588
0.04315069,0.04563353
0.042834606,0.045614477
0.04271629,0.04560318
0.044000044,0.045593027
0.042869154,0.04557715
0.041862883,0.045566443
0.04164045,0.045543965
0.04202529,0.045529865
0.04289648,0.045513008
0.043120462,0.045497682
0.04328891,0.04548531
0.042659353,0.045476787
0.04333212,0.04546047
0.04192143,0.04544471
0.042643365,0.04543415
0.041691046,0.045415733
0.042492095,0.045402404
0.04141996,0.045385275
0.042435043,0.045376167
0.042377014,0.045364514
0.041429996,0.045350496
0.042465437,0.045338478
0.04068772,0.045323458
0.044175636,0.045314554
0.042844266,0.045295455
0.042978615,0.0452833
0.041373953,0.04527373
0.042613473,0.045261238
0.042457845,0.04524928
0.043136824,0.04523416
0.042833302,0.045219775
0.041353673,0.045205317
0.042119026,0.045193154
0.042452123,0.04517783
0.039816637,0.04517199
0.042441145,0.04515511
0.04251547,0.045144603
0.042243265,0.04513261
0.041485786,0.045119844
0.043815397,0.045105465
0.04131514,0.04509242
0.045328174,0.04507817
0.043158032,0.045069207
0.04286831,0.045056894
0.04132756,0.045046743
0.04159085,0.04503111
0.042915985,0.045016956
0.043330904,0.04500128
0.04055215,0.044989713
0.039671604,0.044976734
0.042116385,0.044970207
0.04195168,0.04495803
0.042090915,0.04494365
0.04216368,0.044934906
0.04181922,0.044915114
0.04137464,0.04490179
0.0423647,0.044889394
0.04189971,0.044879954
0.041892804,0.044869896
0.0418179,0.044859685
0.04381606,0.044853967
0.042043675,0.044843018
0.041664135,0.0448303
0.040814016,0.044815738
0.040841382,0.044800956
0.04243637,0.044784825
0.040655702,0.04477735
0.04151924,0.044769473
0.042692013,0.044755515
0.041969895,0.044744786
0.042138863,0.044728134
0.04167823,0.04471546
0.042278353,0.04470594
0.040962335,0.04469674
0.042721767,0.04468883
0.041341063,0.044674568
0.040463828,0.044659957
0.041431755,0.044654854
0.041948713,0.044639435
0.042405743,0.044629164
0.041128498,0.044619266
0.042571653,0.044610593
0.041465845,0.044601243
0.0411926,0.044596232
0.04150001,0.04458405
0.041590657,0.044581223
0.04252054,0.044563442
0.041077193,0.04454893
0.041092914,0.044534676
0.043225225,0.044524968
0.04318237,0.044512443
0.04012225,0.04450422
0.041290715,0.044495683
0.040681,0.04448297
0.04155678,0.04447385
0.04009211,0.044465866
0.041950714,0.044452045
0.04508243,0.04444
0.04284836,0.04443643
0.04180928,0.0444251
0.040447596,0.0444155
0.042020217,0.044404674
0.041493967,0.044399377
0.041037153,0.044384994
0.04074996,0.04437294
0.040848654,0.044364315
0.0416405,0.044352032
0.040723346,0.04434361
0.04138641,0.044331957
0.042200796,0.044319782
0.04184058,0.044313386
0.04126167,0.04430284
