d,k,MSE,ES,precision,recall
14,21,0.05096334259976871,0.11886040689679483,0.11181241858922478,0.0006244676214785452
15,21,0.050340756274079745,-0.07364573416546198,0.11400799340480221,0.0006361394291985541
16,21,0.049908269779390696,-0.12007098950436641,0.11505023637041384,0.0006428485875451899
17,21,0.04972701608313669,-0.12327962107589058,0.11530480339275415,0.0006415840423261301
18,21,0.04961115532304487,0.08941856775148974,0.1155091067969643,0.0006418235991939366
19,21,0.049353713656500486,0.08655077982675732,0.11789847963733688,0.0006532684985187069
20,21,0.048839965373381,0.07465651187663794,0.11650256207115596,0.0006440255453474686
21,21,0.04869231036695913,0.15061763219444535,0.11496902576668998,0.0006349528035098227
22,21,0.048346760367757605,-0.08753805107953408,0.11632614911158122,0.0006397371955408334
23,21,0.04864840599262062,0.08664480566035512,0.11569427021614123,0.0006365617276583571
22,16,0.05176324704872521,0.11086821104098336,0.11718894711684387,0.0006378067372651723
22,17,0.05090147482214308,0.06229211475852993,0.11605122398368134,0.0006331170353729948
22,18,0.0504347637969041,-0.07647826240259513,0.11569395965691452,0.000633264884714039
22,19,0.049753164397578445,-0.11306606490133168,0.11562975825600239,0.0006335122534273594
22,20,0.04886512677157277,-0.1120435339609558,0.11683740334216464,0.000641338771789333
22,21,0.048346760367757605,-0.08753805107953408,0.11632614911158122,0.0006397371955408334
22,22,0.047965484999298355,-0.058813158915412014,0.11567799480454105,0.0006376702439538183
22,23,0.047391355592669736,0.07799442896935932,0.11573315965905043,0.0006394726337397041
22,24,0.04719509154780637,-0.09191025234183092,0.11624596151729143,0.0006435100195848153
22,25,0.046972669897894545,0.09818647673448283,0.11569724779772732,0.0006416707355022368
22,26,0.04637637666124846,-0.0481059671144647,0.11504288886469735,0.0006380415828142327
17,26,0.04792739674478553,0.10187699070319572,0.11403696295751453,0.000637777409502018
18,26,0.04755000699115679,0.046636813464499244,0.11394956657472222,0.0006364035024485671
19,26,0.04756611976076338,0.14934828344087525,0.11467854880552064,0.0006392871232115861
20,26,0.04681195285827218,-0.0621510760081332,0.11369191294675952,0.0006326095265928553
21,26,0.046618986691291595,0.21678831258888373,0.11364046651070613,0.0006320290253769827
22,26,0.04637637666124846,-0.0481059671144647,0.11504288886469735,0.0006380415828142327
23,26,0.046504627105974944,-0.06156341454814715,0.11556714274687309,0.0006403506987755774
24,26,0.0467809431867358,-0.11159691125136639,0.11650839042375194,0.0006461694292511876
25,26,0.04680800702275275,-0.08590435222077265,0.11797489490745848,0.0006524700569689794
26,26,0.046983039452062975,-0.09033531962906816,0.11820725725628499,0.0006543672867357573
27,26,0.046720064348025246,0.15247464240800165,0.11701670886866129,0.0006450498508124466
22,21,0.048346760367757605,-0.08753805107953408,0.11632614911158122,0.0006397371955408334
22,22,0.047965484999298355,-0.058813158915412014,0.11567799480454105,0.0006376702439538183
22,23,0.047391355592669736,0.07799442896935932,0.11573315965905043,0.0006394726337397041
22,24,0.04719509154780637,-0.09191025234183092,0.11624596151729143,0.0006435100195848153
22,25,0.046972669897894545,0.09818647673448283,0.11569724779772732,0.0006416707355022368
22,26,0.04637637666124846,-0.0481059671144647,0.11504288886469735,0.0006380415828142327
22,27,0.04618565714092436,-0.07690137865378509,0.11540592666533121,0.0006409514693775905
22,28,0.04590520059014502,0.08126182668688216,0.11540173455444909,0.000640928186867694
22,29,0.0456099954195832,0.08950084035588773,0.11544090600898602,0.0006414446431408434
22,30,0.04517336553662535,-0.08021578928810699,0.11494500575196762,0.0006386891851806308
22,31,0.044981635883848806,-0.13392804673083936,0.11383898742837553,0.000633722639587711
17,31,0.04681935975685524,0.11524041230328019,0.11279677227859586,0.0006323016446319159
18,31,0.046301972364948235,0.08302481106684059,0.11271895778008793,0.0006309898779971573
19,31,0.04564428672317083,-0.1159103463676645,0.11222797316133194,0.0006264978927228071
20,31,0.04529237919689158,-0.10812970863744806,0.11324458509426469,0.0006318797793932421
21,31,0.04513274910751695,-0.11990644429557025,0.11385275455790575,0.00063497844034874
22,31,0.044981635883848806,-0.13392804673083936,0.11383898742837553,0.000633722639587711
23,31,0.044916090776416256,-0.16101924003619994,0.11522405836297396,0.0006414330982672753
24,31,0.04561617681854741,-0.08868986754110701,0.11574817041740565,0.0006449501386225763
25,31,0.0457513010909525,0.09574180506094043,0.1159011443152811,0.0006446021345289264
26,31,0.04541839393528901,-0.07869962272134269,0.11627691437324054,0.0006457888366370138
27,31,0.04535413906272506,0.09839803486007773,0.11440330784303765,0.0006341981743168165
23,26,0.046504627105974944,-0.06156341454814715,0.11556714274687309,0.0006403506987755774
23,27,0.046223593404161434,0.06876814404757706,0.11560351423757118,0.0006417495249429143
23,28,0.04600387921215573,-0.15426113324635954,0.1168161615379657,0.0006490862177135965
23,29,0.04579582846462828,0.0906291503590612,0.11647835214592325,0.0006478123651258445
23,30,0.0454488953272826,0.08884265952070336,0.11564105517482688,0.0006437544499085428
23,31,0.044916090776416256,-0.16101924003619994,0.11522405836297396,0.0006414330982672753
23,32,0.044907482690527564,0.0704253493647379,0.1145363412892041,0.0006384943730856734
23,33,0.04492205001354074,0.07810020803215682,0.11440359712035256,0.00063864302719587
23,34,0.044792448238520396,0.09360271734659088,0.11362227576164541,0.0006342814035205881
23,35,0.04469494737396774,0.07124807540871853,0.11323590165477433,0.0006324177141013014
23,36,0.04454281645696587,-0.13432765652362996,0.11297710092308683,0.0006318498922723749
18,36,0.0453920034679275,-0.04894044638764499,0.11218240535540291,0.0006282767746124876
19,36,0.04484090862273266,0.0727172290586838,0.11197215113190342,0.0006265194051930611
20,36,0.04447113790442213,-0.05797867964223171,0.11210867175665186,0.0006272832810295914
21,36,0.04449872203680313,0.0684743133175841,0.11257305905761568,0.0006295901971033045
22,36,0.04447869215950733,0.10997496562180459,0.1130595297628094,0.0006317254210808012
23,36,0.04454281645696587,-0.13432765652362996,0.11297710092308683,0.0006318498922723749
24,36,0.04486017519545275,-0.08757331076713332,0.11280040417592242,0.0006305696103108533
25,36,0.04493827587621339,0.08979467108588085,0.11337277083693736,0.0006328885751093609
26,36,0.04427670672794663,0.11737950001762978,0.11385404749611978,0.0006338064764708286
27,36,0.044536617500688394,0.09679959568891558,0.11401890510416575,0.0006350194318181032
28,36,0.04457281298103417,0.07285826780908067,0.1140275619358336,0.0006350676453693738
26,31,0.04541839393528901,-0.07869962272134269,0.11627691437324054,0.0006457888366370138
26,32,0.045252910613024416,0.09555375339374475,0.1157223937838804,0.0006430087232538458
26,33,0.044971017890158706,0.10783587790745508,0.11479448595882999,0.0006384472829700656
26,34,0.04468977159192218,-0.13603187475758977,0.11447456655585812,0.000636964402118346
26,35,0.044408867620329244,-0.1200592362751667,0.11411559618804658,0.0006349670034594944
26,36,0.04427670672794663,0.11737950001762978,0.11385404749611978,0.0006338064764708286
26,37,0.04417215067988992,0.09248616057261722,0.11409611367493114,0.0006357448594269834
26,38,0.044051444179727325,0.11514638646968246,0.1144302336654753,0.0006376065798623124
26,39,0.043938154665087166,-0.07971040043251873,0.11368573067881517,0.0006340469164461542
26,40,0.04385727821424462,0.06405509913848831,0.11378193951181081,0.0006348780983904144
26,41,0.043723416405397404,-0.09416687234817775,0.1136773933796387,0.0006345890903704172
21,41,0.04425065618745856,0.1283570160901709,0.11261339149185598,0.0006318568349391322
22,41,0.0440835719311844,-0.12905045661295453,0.1124872704095575,0.000630566678844719
23,41,0.044238711993705424,-0.09469576766216548,0.11174875417915837,0.0006264267995056597
24,41,0.044168217230589626,0.09883290434046763,0.11259375126606445,0.0006299974534611857
25,41,0.04381897087521937,0.19797139264012786,0.1127716495402493,0.0006298248857072668
26,41,0.043723416405397404,-0.09416687234817775,0.1136773933796387,0.0006345890903704172
27,41,0.043963996170199936,0.0763724833397976,0.11352544816869893,0.0006346227049014567
28,41,0.0438325424350148,0.09763407496209583,0.11331260308334702,0.0006325526965420805
29,41,0.04391081778756575,0.14467049821938546,0.11509148172438209,0.0006415890593672831
30,41,0.04400027928301871,0.07665456084059091,0.1140710689084705,0.0006353099540726434
31,41,0.044088806855628195,0.08982993077347995,0.11398355057434396,0.0006348225275115838
26,36,0.04427670672794663,0.11737950001762978,0.11385404749611978,0.0006338064764708286
26,37,0.04417215067988992,0.09248616057261722,0.11409611367493114,0.0006357448594269834
26,38,0.044051444179727325,0.11514638646968246,0.1144302336654753,0.0006376065798623124
26,39,0.043938154665087166,-0.07971040043251873,0.11368573067881517,0.0006340469164461542
26,40,0.04385727821424462,0.06405509913848831,0.11378193951181081,0.0006348780983904144
26,41,0.043723416405397404,-0.09416687234817775,0.1136773933796387,0.0006345890903704172
26,42,0.04375383370429173,0.0753264459410223,0.11335536161562422,0.0006336718979227496
26,43,0.04363063676877469,0.062268608300130444,0.11326209172426081,0.0006331505065369614
26,44,0.04348165844253008,-0.13455096787842472,0.11258917930641289,0.000629680353226826
26,45,0.04341285506599487,-0.12204553200991976,0.11208445311110267,0.0006271477700900348
26,46,0.04315637859917142,-0.12823948379817357,0.11229231323253411,0.0006283108128495614
21,46,0.04384532594076721,-0.05907172995780599,0.11124605911921578,0.0006250490613767897
22,46,0.043536825057691735,-0.09849206069367564,0.11203213906916054,0.0006283054384691513
23,46,0.04347530125984218,-0.046613307006099926,0.11224579687833111,0.000629503687155543
24,46,0.043526795840997105,0.08632746847196249,0.11136915288888287,0.0006237221598759596
25,46,0.043140887860562305,-0.07335190343546892,0.11154824875838901,0.0006241475380794132
26,46,0.04315637859917142,-0.12823948379817357,0.11229231323253411,0.0006283108128495614
27,46,0.043206030004935794,-0.05164368910358125,0.11237437562088776,0.0006284790152171778
28,46,0.0431030766939416,-0.09600037610333445,0.11181958367518266,0.0006242181121540635
29,46,0.043000561619434434,0.10178296486959792,0.11248064703461973,0.0006281996490401091
30,46,0.043247282672580205,0.078006182198559,0.11242062503069476,0.0006269911819192278
31,46,0.04337865105663574,-0.15708190825429288,0.11247901531756385,0.0006276080690840102
29,41,0.04391081778756575,0.14467049821938546,0.11509148172438209,0.0006415890593672831
29,42,0.043691702853485774,-0.11880164075079641,0.11427940646568416,0.0006370620640279481
29,43,0.043476558313618144,0.11334814240212486,0.11372754656431192,0.0006342801315831759
29,44,0.043334383768640516,-0.0616809468401442,0.11350143381760931,0.0006330190578410279
29,45,0.04325008236795742,0.055298943384694946,0.1129253427608045,0.0006306832558336664
29,46,0.043000561619434434,0.10178296486959792,0.11248064703461973,0.0006281996490401091
29,47,0.04286082580101457,0.0946017418285673,0.11214031976790194,0.0006262989356716565
29,48,0.0427795643674263,0.1028290022683731,0.11249925059219373,0.0006285948349575214
29,49,0.04271266164600734,0.06994346696754926,0.112119320195513,0.0006264719560606424
29,50,0.042620801362515004,0.10519140133751756,0.11213689986818723,0.0006265701833055805
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
24,50,0.04337878562974785,0.10121880986801113,0.11063662895534765,0.0006207655170843217
25,50,0.04298264178401508,-0.08367123867282544,0.11077461985664722,0.0006209661225574322
26,50,0.04282311345577808,0.12467825535065752,0.11132760684969681,0.0006232012293872976
27,50,0.0429163994082456,0.1129720390677339,0.1123078899694363,0.0006286887599527759
28,50,0.04267691966578073,-0.09039408577506669,0.11099787256479184,0.000621355408592808
29,50,0.042620801362515004,0.10519140133751756,0.11213689986818723,0.0006265701833055805
30,50,0.04282735615214055,-0.06923827321556598,0.11209700660754732,0.0006260570335058089
31,50,0.04285819449108918,-0.09082895525545653,0.11264759785068526,0.000629132062275846
32,50,0.04283376382136556,-0.1266645510854107,0.11146957715916847,0.000621975627053276
33,50,0.042913223533673765,-0.06614717393603892,0.11271970696253772,0.0006289510753160635
34,50,0.04304254054313087,-0.16481553306771035,0.1121014849355844,0.0006257917888464486
29,45,0.04325008236795742,0.055298943384694946,0.1129253427608045,0.0006306832558336664
29,46,0.043000561619434434,0.10178296486959792,0.11248064703461973,0.0006281996490401091
29,47,0.04286082580101457,0.0946017418285673,0.11214031976790194,0.0006262989356716565
29,48,0.0427795643674263,0.1028290022683731,0.11249925059219373,0.0006285948349575214
29,49,0.04271266164600734,0.06994346696754926,0.112119320195513,0.0006264719560606424
29,50,0.042620801362515004,0.10519140133751756,0.11213689986818723,0.0006265701833055805
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
24,55,0.04278179141063786,0.07740676750937306,0.11082331464934257,0.000621812982489398
25,55,0.04287090827041146,-0.12628844775101952,0.1106546314499888,0.0006208665263793466
26,55,0.0425095084191787,-0.05599238390747856,0.11070288002601078,0.0006205639726378849
27,55,0.04278910390243556,0.12496033285145089,0.11100731631784026,0.0006228453882303163
28,55,0.04251568441967328,-0.04563778898252314,0.11067497778786198,0.000620407561858445
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
30,55,0.04263379022729716,-0.08403558877801673,0.11137163988103911,0.00062402445445701
31,55,0.04276019245314089,0.0729522936426783,0.1110474822778536,0.0006219206458743225
32,55,0.0425356683501337,0.0862804555551638,0.11084425997512813,0.0006199214987112827
33,55,0.042429791709599894,0.06883866342277539,0.11206033501068059,0.0006261423735760526
34,55,0.04253291103005754,0.056838616409858544,0.11147026838458526,0.0006228453486492922
29,50,0.042620801362515004,0.10519140133751756,0.11213689986818723,0.0006265701833055805
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
29,57,0.04233480357557832,0.09136960379864369,0.111308385201958,0.0006236700332897579
29,58,0.04233731675523698,0.17676856716382822,0.11125798380192156,0.0006239637739372841
29,59,0.04237522022919837,0.09270947192741205,0.11150701530685629,0.0006256491242464258
29,60,0.04234726027102051,0.11755579845562569,0.1114786577850887,0.0006254900144486174
24,56,0.04277173635749158,0.07398657781225387,0.11088621591954377,0.0006221659120742055
25,56,0.04288094818449163,0.1156165156376714,0.11083085694602211,0.000622142267174265
26,56,0.04245054549079885,0.08710318159914408,0.11054151815716956,0.0006196594310185805
27,56,0.04281260289045585,-0.08546948274038278,0.11161899312788062,0.0006265664216429283
28,56,0.04236043965670298,-0.07042534936473795,0.11055833408182301,0.0006197536955671097
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
30,56,0.042605395278379976,0.14489380957418058,0.11142205681133897,0.0006243069446624105
31,56,0.04276635965636121,-0.08258994158645094,0.11098127514929076,0.0006218372087719443
32,56,0.04262756815067771,0.09240388796821922,0.11074127579816709,0.0006199190045871668
33,56,0.04247344934528931,0.11136184666737184,0.11205072146709762,0.0006263787819444657
34,56,0.042448116716126895,0.07881715501333983,0.11117148577335087,0.0006214637347615442
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
29,57,0.04233480357557832,0.09136960379864369,0.111308385201958,0.0006236700332897579
29,58,0.04233731675523698,0.17676856716382822,0.11125798380192156,0.0006239637739372841
29,59,0.04237522022919837,0.09270947192741205,0.11150701530685629,0.0006256491242464258
29,60,0.04234726027102051,0.11755579845562569,0.1114786577850887,0.0006254900144486174
29,61,0.0423793240756227,0.046002139087714194,0.11123056857818929,0.0006240980231500928
24,56,0.04277173635749158,0.07398657781225387,0.11088621591954377,0.0006221659120742055
25,56,0.04288094818449163,0.1156165156376714,0.11083085694602211,0.000622142267174265
26,56,0.04245054549079885,0.08710318159914408,0.11054151815716956,0.0006196594310185805
27,56,0.04281260289045585,-0.08546948274038278,0.11161899312788062,0.0006265664216429283
28,56,0.04236043965670298,-0.07042534936473795,0.11055833408182301,0.0006197536955671097
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
30,56,0.042605395278379976,0.14489380957418058,0.11142205681133897,0.0006243069446624105
31,56,0.04276635965636121,-0.08258994158645094,0.11098127514929076,0.0006218372087719443
32,56,0.04262756815067771,0.09240388796821922,0.11074127579816709,0.0006199190045871668
33,56,0.04247344934528931,0.11136184666737184,0.11205072146709762,0.0006263787819444657
34,56,0.042448116716126895,0.07881715501333983,0.11117148577335087,0.0006214637347615442
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
29,57,0.04233480357557832,0.09136960379864369,0.111308385201958,0.0006236700332897579
29,58,0.04233731675523698,0.17676856716382822,0.11125798380192156,0.0006239637739372841
29,59,0.04237522022919837,0.09270947192741205,0.11150701530685629,0.0006256491242464258
29,60,0.04234726027102051,0.11755579845562569,0.1114786577850887,0.0006254900144486174
29,61,0.0423793240756227,0.046002139087714194,0.11123056857818929,0.0006240980231500928
24,56,0.04277173635749158,0.07398657781225387,0.11088621591954377,0.0006221659120742055
25,56,0.04288094818449163,0.1156165156376714,0.11083085694602211,0.000622142267174265
26,56,0.04245054549079885,0.08710318159914408,0.11054151815716956,0.0006196594310185805
27,56,0.04281260289045585,-0.08546948274038278,0.11161899312788062,0.0006265664216429283
28,56,0.04236043965670298,-0.07042534936473795,0.11055833408182301,0.0006197536955671097
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
30,56,0.042605395278379976,0.14489380957418058,0.11142205681133897,0.0006243069446624105
31,56,0.04276635965636121,-0.08258994158645094,0.11098127514929076,0.0006218372087719443
32,56,0.04262756815067771,0.09240388796821922,0.11074127579816709,0.0006199190045871668
33,56,0.04247344934528931,0.11136184666737184,0.11205072146709762,0.0006263787819444657
34,56,0.042448116716126895,0.07881715501333983,0.11117148577335087,0.0006214637347615442
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
29,57,0.04233480357557832,0.09136960379864369,0.111308385201958,0.0006236700332897579
29,58,0.04233731675523698,0.17676856716382822,0.11125798380192156,0.0006239637739372841
29,59,0.04237522022919837,0.09270947192741205,0.11150701530685629,0.0006256491242464258
29,60,0.04234726027102051,0.11755579845562569,0.1114786577850887,0.0006254900144486174
29,61,0.0423793240756227,0.046002139087714194,0.11123056857818929,0.0006240980231500928
24,56,0.04277173635749158,0.07398657781225387,0.11088621591954377,0.0006221659120742055
25,56,0.04288094818449163,0.1156165156376714,0.11083085694602211,0.000622142267174265
26,56,0.04245054549079885,0.08710318159914408,0.11054151815716956,0.0006196594310185805
27,56,0.04281260289045585,-0.08546948274038278,0.11161899312788062,0.0006265664216429283
28,56,0.04236043965670298,-0.07042534936473795,0.11055833408182301,0.0006197536955671097
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
30,56,0.042605395278379976,0.14489380957418058,0.11142205681133897,0.0006243069446624105
31,56,0.04276635965636121,-0.08258994158645094,0.11098127514929076,0.0006218372087719443
32,56,0.04262756815067771,0.09240388796821922,0.11074127579816709,0.0006199190045871668
33,56,0.04247344934528931,0.11136184666737184,0.11205072146709762,0.0006263787819444657
34,56,0.042448116716126895,0.07881715501333983,0.11117148577335087,0.0006214637347615442
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
29,52,0.04255582529576244,0.11241963729534676,0.11224371150568747,0.0006280388709007152
29,53,0.04248320992239124,0.15469600272674916,0.1120101092517648,0.0006267317928129951
29,54,0.04245988932836131,-0.09026480025386978,0.11167706830156335,0.0006248683239422457
29,55,0.04239195680579958,-0.10622568550709306,0.11132580112389467,0.0006234793686201095
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
29,57,0.04233480357557832,0.09136960379864369,0.111308385201958,0.0006236700332897579
29,58,0.04233731675523698,0.17676856716382822,0.11125798380192156,0.0006239637739372841
29,59,0.04237522022919837,0.09270947192741205,0.11150701530685629,0.0006256491242464258
29,60,0.04234726027102051,0.11755579845562569,0.1114786577850887,0.0006254900144486174
29,61,0.0423793240756227,0.046002139087714194,0.11123056857818929,0.0006240980231500928
24,56,0.04277173635749158,0.07398657781225387,0.11088621591954377,0.0006221659120742055
25,56,0.04288094818449163,0.1156165156376714,0.11083085694602211,0.000622142267174265
26,56,0.04245054549079885,0.08710318159914408,0.11054151815716956,0.0006196594310185805
27,56,0.04281260289045585,-0.08546948274038278,0.11161899312788062,0.0006265664216429283
28,56,0.04236043965670298,-0.07042534936473795,0.11055833408182301,0.0006197536955671097
29,56,0.04227120383323872,0.13714843153156328,0.11092086356882977,0.0006212115186822369
30,56,0.042605395278379976,0.14489380957418058,0.11142205681133897,0.0006243069446624105
31,56,0.04276635965636121,-0.08258994158645094,0.11098127514929076,0.0006218372087719443
32,56,0.04262756815067771,0.09240388796821922,0.11074127579816709,0.0006199190045871668
33,56,0.04247344934528931,0.11136184666737184,0.11205072146709762,0.0006263787819444657
34,56,0.042448116716126895,0.07881715501333983,0.11117148577335087,0.0006214637347615442
29,51,0.04267926436171439,-0.14078017935427778,0.11235066573201584,0.0006286373134382993
