d,k,invNES,MSE,ES,NES,precision,recall
1,17,0.6978298347367871,0.09987475374937907,0.49682065766331773,1.4330141106351348,0.08746342020139511,0.0004932352082737084
2,17,0.6647533123714466,0.08239909646931137,0.5412764887783006,1.5043174383480564,0.09564811246042856,0.0005393913999907136
3,17,0.6447977383028127,0.07084130983767226,0.5768979424043321,1.5508739261898212,0.09442000081171525,0.0005319767222649823
4,17,0.6326112940647232,0.06181414730793347,0.5942904584886136,1.580749520886184,0.10369626334737593,0.0005839721108927197
5,17,0.6347378762177786,0.05530376001219593,0.5979098692291572,1.5754534863410294,0.10480602763457797,0.0005891363537364292
6,17,0.6266440413713098,0.04849425533548818,0.6042662768985888,1.595802296007891,0.10598171654833789,0.0005960195547128806
7,17,0.6315782957193731,0.043503916447713634,0.6016799355065371,1.5833349669829795,0.10205922116453399,0.000574224495076673
8,17,0.5998468686932865,0.0385099703104203,0.6360399064025642,1.667092139996349,0.10505561115612587,0.0005916273646471761
9,17,0.6456350333437983,0.03530700704400252,0.596150816457927,1.5488626675366663,0.1047254251786033,0.0005892255859754773
10,17,0.6194931141860316,0.031424169187059425,0.611487929433612,1.614222946309785,0.10801379015408372,0.0006080068660930102
11,17,0.6302168403769097,0.02802922160418613,0.6086929840235754,1.5867554402417055,0.1073773049769746,0.0006041460833185725
12,17,0.6366426966701835,0.025007052832855974,0.6066800588572702,1.5707397653821764,0.1108805442412047,0.0006235695623482627
13,17,0.6398354493326727,0.022240733136816813,0.6078664421122191,1.5629018383444793,0.10976783653878484,0.000616743494027081
14,17,0.6345089872725279,0.019764952366837823,0.6089104755236021,1.5760218059298978,0.11221122294011453,0.0006304719477702853
8,1,0.6557638300184762,0.10952244003864105,0.10814146186664786,1.5249392452337986,NaN,0.0
8,2,0.713942887627848,0.06812129325485702,0.6739111658137376,1.4006722629069217,0.11569601229740352,0.0004095025809664815
8,3,0.6947089150455489,0.060845147440438486,0.6269337616437535,1.4394518025357923,0.11898044490101742,0.0005529804529002586
8,4,0.6910208320873791,0.05726559766489604,0.6111534730759455,1.447134375065484,0.11317577935903061,0.0005758187295205148
8,5,0.6883509486682355,0.05390907451515281,0.6004796448840362,1.4527473259602783,0.1111346682896526,0.0005887418732539025
8,6,0.6812620867331048,0.050916954832023145,0.596413340892844,1.4678638654256504,0.10638065990901122,0.0005765030997927597
8,7,0.6881730296364066,0.04855161652620028,0.5823477994568489,1.4531229166716197,0.1064555315038343,0.0005832485051424938
8,8,0.675034881105934,0.04679494552098963,0.5852765618782332,1.4814049288262912,0.10663501232096623,0.0005900299866652464
8,9,0.6554272653346102,0.0453749935340076,0.5978870263270752,1.5257223080115194,0.106039253911774,0.0005916756223975003
8,10,0.6537882442409214,0.04416116077941797,0.6016306986308703,1.5295472330816327,0.10559163036192994,0.0005908183845623449
8,11,0.653649844033903,0.04247011572976859,0.6004010741987268,1.5298710909630888,0.10459615968082434,0.0005863317048205788
8,12,0.638435997905219,0.041575049046271774,0.611345953423152,1.566327718488797,0.10470058781068414,0.0005882725613366214
8,13,0.6230574775800509,0.04078955191634358,0.6200008677617821,1.6049883614012468,0.1044578205186577,0.0005869085447663671
8,14,0.6046522964983044,0.040078696056189536,0.6344140189613872,1.653843052926872,0.10457875305749723,0.0005875880184528061
8,15,0.6016731166503082,0.03957956045792974,0.6357548888274611,1.6620320441892023,0.1040880481871752,0.0005859089648251727
8,16,0.6008967551716218,0.03889707165202193,0.6390753870283054,1.6641793975312624,0.10491073473954035,0.0005908114838807825
8,17,0.6016673612154392,0.0385099703104203,0.6360399064025642,1.662047942869764,0.10505561115612587,0.0005916273646471761
8,18,0.6029239470609197,0.038235869335849375,0.6345364451038706,1.6585839804086593,0.10444199957929312,0.0005884421957778596
8,19,0.6025660635403379,0.038022286088336694,0.6283705494936495,1.6595690672066141,0.10431073404222055,0.0005877026256702775
8,20,0.6044894941180107,0.037713207005790214,0.6264892044934416,1.6542884694118047,0.10466217056385729,0.0005896826727710749
8,21,0.6104048131893923,0.03744976780031308,0.6205221992235677,1.6382570687392772,0.1042938245207489,0.0005876073548406839
8,22,0.6007195865232511,0.037304603910509375,0.6268181246096598,1.6646702095858743,0.10388092578667774,0.0005852810202368901
8,23,0.6060807496030391,0.037255942319713124,0.6156680478345026,1.6499451610284004,0.10386826840429389,0.0005854786448933959
8,24,0.6089697457325338,0.037121105498230465,0.620820577879515,1.6421177029034393,0.10379459191488927,0.0005850633495212885
8,25,0.6015215431896711,0.036956696022894704,0.6283956418237466,1.6624508487216079,0.10360054363328661,0.0005839695493963609
8,26,0.5994353927656895,0.036899844277941456,0.6234356680382653,1.6682364973248842,0.10394082431927339,0.0005858876238764271
8,27,0.6133656445773213,0.03678900735064869,0.6213598488618719,1.6303488935855117,0.10354694768842171,0.0005836674428757329
8,28,0.6114718847931625,0.036642591515379686,0.6163857440560457,1.63539816771504,0.10366158142734884,0.000584313603701914
8,29,0.5923354680990318,0.03653503530813663,0.6282496562387714,1.688232520009778,0.1035338072276112,0.000583593373486623
8,30,0.5926053556755018,0.03652569434330377,0.6226454556111987,1.6874636559099525,0.10344683326129621,0.0005831031236661398
8,31,0.5975668064567263,0.036494560737373685,0.623862497895444,1.6734530586287115,0.10363472720498874,0.0005841622333752627
8,32,0.5980479361857592,0.03649656831645545,0.6208850617346802,1.6721067651831019,0.10351901329578199,0.0005835099839077547
8,33,0.6095135982683623,0.03645807387974992,0.6149511189396579,1.6406524855901752,0.10320337963203303,0.0005817308383364126
