d,k,invNES,MSE,ES,NES,precision,recall
1,91,0.6664812140916893,0.10884713865560487,0.5204877855118473,1.500417384401217,0.08767495131131495,0.044992957308863435
2,91,0.6668510411372125,0.08949659248240674,0.5220111225049514,1.4995852721391167,0.08911290729472547,0.04573088634339333
3,91,0.6353345470949217,0.07988329087995062,0.5729666881025188,1.5739739080339918,0.0899756808847718,0.046173643764111275
4,91,0.6156083536439598,0.07215035676580493,0.5977616779905724,1.6244094058839802,0.0942643215370488,0.04837448474428817
5,91,0.6289107123482598,0.06733007619312906,0.5832986089571239,1.5900508297372573,0.09288691106872925,0.047667626405949
6,91,0.612222818326252,0.06277363018555758,0.6004990660348114,1.633392239011749,0.09652468743377834,0.04953445740207552
7,91,0.642951849142582,0.05893047265003416,0.571988376220974,1.555326423485001,0.09616141434323253,0.04934803322493113
8,91,0.6459483392071972,0.055783404855684234,0.5709487719572631,1.5481114189833618,0.09704941523123341,0.04980373676906187
9,91,0.664817357888075,0.05348441203143051,0.5513758990036646,1.5041725191663162,0.09706455161000616,0.049811504443109555
10,91,0.6648318426672895,0.051602355746533525,0.551498349486979,1.5041397475608629,0.09596464141918687,0.049247053462311244
11,91,0.667819264203108,0.05014265631838385,0.5491410425685606,1.4974111314283138,0.09607564153018698,0.04930401640532759
12,91,0.664836888643672,0.04886925691602177,0.552273565921784,1.504128331446968,0.09578805033350488,0.04915643059842161
13,91,0.675267398133224,0.04770079497963044,0.5491991371360201,1.480894831831803,0.09684759684759685,0.04970016778175943
14,91,0.6898062040332849,0.04682635326334675,0.5367410775215125,1.4496825255456058,0.09624718715627807,0.04939205004453467
15,91,0.6649824751535257,0.046047006464306664,0.5503548527021589,1.5037990283415035,0.09681227863046045,0.0496820432089815
16,91,0.6657065678703152,0.045302427945235126,0.5461291428341761,1.5021633378188446,0.09721086993814267,0.049886591958903825
17,91,0.6860860866881331,0.04486596723076816,0.53595557976067,1.457543039281249,0.09723609723609723,0.04989953808231663
18,91,0.6869965710262725,0.04437372258377936,0.5319283953875384,1.4556113409796878,0.09692327874146056,0.04973900615199785
19,91,0.7006644022807731,0.04388969114188834,0.5259286327488784,1.4272167912981482,0.09634305088850544,0.04944124531350332
20,91,0.6836063599594285,0.04346315887710117,0.5340209044702814,1.4628301586593624,0.09597977779795962,0.04925482113635893
21,91,0.6892427404260689,0.04320352841034072,0.5296711949564935,1.4508676571360481,0.09645405099950555,0.04949820825651967
22,91,0.691116176278908,0.04310843206094845,0.5302386298856836,1.4469347330056392,0.09661046024682389,0.04957847422167906
23,91,0.6708744821397404,0.04281561325565662,0.5467515477629161,1.4905917971578235,0.09667605122150577,0.049612134142552354
24,91,0.6801329276580778,0.04267014941297762,0.5359473958914072,1.470300818169957,0.09692832420105148,0.04974159537668041
25,91,0.6829016281174218,0.04252513263191921,0.5298084637821716,1.4643397508902327,0.09668614214068759,0.04961731259191748
26,91,0.7025326233895036,0.04247133366238988,0.5202390705585855,1.4234214422318323,0.09606555061100516,0.04929883795596247
27,91,0.6997145739619112,0.04241787502518716,0.5156185367214088,1.429154168302967,0.09605041423223241,0.04929107028191478
6,1,0.7420308421437626,0.101236366438518,0.6313691327618904,1.3476528780272155,0.11891643709825528,0.0006706091927833129
6,2,0.6577462902359681,0.0973368596125898,0.6497930923805266,1.5203430484438727,0.1115702479338843,0.0012583631957246721
6,3,0.6499652060037497,0.08978145329850491,0.6237838743938198,1.5385438955238948,0.10850933578206305,0.0018357602999357872
6,4,0.6619063357178819,0.08423698146662992,0.6040985588764789,1.5107877747014353,0.10709366391184573,0.002415746628829463
6,5,0.6502363689319817,0.08036285647038686,0.6110986506529682,1.5379022887361835,0.10606060606060606,0.0029905545083580174
6,6,0.6397452252007038,0.07759153556810562,0.6142813760150065,1.5631222564987108,0.10575451484542393,0.0035783085112993766
6,7,0.6265421491409184,0.07527512117468284,0.6201944875068259,1.5960618154279762,0.10383051292142201,0.004098742672494149
6,8,0.6251429143755847,0.0731339838630832,0.6216763737655102,1.5996342228382066,0.10416666666666667,0.004699442798848313
6,9,0.6094786604085021,0.07176456738311432,0.6269260115112807,1.6407465346362604,0.10417304356698297,0.005287196801789672
6,10,0.600905742140348,0.07099291678412749,0.6336023448660411,1.6641545085559182,0.10367309458218549,0.00584646933322286
6,11,0.6099391594769871,0.06988582510056839,0.6172973707452951,1.6395077844444088,0.10267968945654896,0.006369492719100193
6,12,0.6163130527514057,0.06914421209005422,0.6153717317824053,1.622552038344314,0.10181359044995408,0.006889926880294965
6,13,0.6018988408631788,0.06845649117833591,0.626999567345788,1.6614087486294327,0.101186692095783,0.00741812871553742
6,14,0.5949316997051164,0.06788138396090321,0.636908725508532,1.6808652161175135,0.10110848747212384,0.007982579696335729
6,15,0.6049514503356274,0.06736415081706289,0.6226511233049703,1.6530252129244414,0.1007346189164371,0.008521138430308429
6,16,0.6143484970600227,0.06710408190293893,0.6158020212780421,1.6277406143020134,0.09994834710743801,0.00901826956936015
6,17,0.6001867507830209,0.06687224846734952,0.6248539124442953,1.6661480759036604,0.10022686760654675,0.009608612796984072
6,18,0.5983621469663151,0.06645092766299732,0.6265371924460104,1.671228711692378,0.09996428935822875,0.01014717153095677
6,19,0.5995421386111102,0.06608231078971324,0.6265512236490586,1.6679394751411203,0.10040597361171524,0.010758228556041178
6,20,0.6040361591351223,0.06576360058696894,0.6224845199594617,1.6555300289171944,0.10036730945821855,0.011320090312156928
6,21,0.5976022179273431,0.06557669206688006,0.6274748177854202,1.6733538966242267,0.10044164589619135,0.011894898191685481
6,22,0.5947417682377394,0.0655614379053475,0.6306491305552367,1.681402002356533,0.10030052592036064,0.012443813824388425
6,23,0.5853373809214084,0.06547643570389486,0.6377649357668482,1.7084164322904694,0.10031141454066356,0.013010854029869297
6,24,0.5831774653230208,0.06516560980951044,0.6393643719326171,1.7147438978049367,0.10043617998163452,0.013593429583445534
6,25,0.5868321454870976,0.06492382824088383,0.6378784193691978,1.704064795513126,0.1003305785123967,0.014144934440831038
6,26,0.5822300353139995,0.06472295022165749,0.638702952816788,1.7175342035741854,0.09998587271314544,0.014660190152660688
