"","Arhgef8","Depdc","Tyrosinase"
"TVC.Nucleus.Sphericity.max",0.653629384615385,0.647553747663551,0.635650909090909
"TVC.Nucleus.Sphericity.mean",0.637975198717949,0.632350358722741,0.617157139393939
"TVC.Nucleus.Sphericity.SD",0.0156074245423936,0.0138459265967182,0.0187797274320358
"TVC.Nucleus.Volume.frac.min",0.0637560724798645,0.0733747673185585,0.0605441162009387
"TVC.Nucleus.Volume.frac.max",0.124888714089277,0.117388320774687,0.141462910220008
"TVC.Nucleus.Volume.frac.mean",0.0901435501232586,0.0931543098845444,0.0987546409139416
"TVC.Nucleus.Volume.frac.SD",0.0293438495609349,0.0196090022716117,0.0386575099411339
"ATMgroup.Ellipticity..oblate.",0.0872766230769231,0.121087738317757,0.143414327272727
"ATMgroup.Ellipticity..prolate.",0.531910846153846,0.583041514018692,0.635749545454545
"ATMgroup.Sphericity",0.534507692307692,0.58478946728972,0.626701045454545
"TVCgroup.Ellipticity..oblate.",0.505441523076923,0.433127960747664,0.509148318181818
"TVCgroup.Ellipticity..prolate.",0.271945615384615,0.379649822429907,0.318994954545455
"TVCgroup.Sphericity",0.663686384615385,0.658803878504673,0.647656954545455
"TVC.Volume",0.326012051810086,0.336950863782727,0.414464332551497
"ATM.Volume",0.673987948189914,0.663049136217273,0.585535667448503
