"","5HTR","ADF/Cofilin","Arhgef8","BMP","Col9a1","Daam","Ddr","Depdc","Dync2h","EPB4.1","Eph","Ets","Farp","FGF4","Fgfr","Foxf","FZD","Gata","Gna-L/S","Gna12/13","Hand","Handr","MRF","NDE","Paxillin","Rab5","Rabep","Rho","RNF149","Rock","TLE","Tol","Tyrosinase","Vangl"
"ATM.Cell.Sphericity.max",1,0.0091203575596652,1,1,1,1,1,0.159587409199999,1,1,0.771609838379295,2.39794401565364e-05,1,1,0.095511592924595,1,1,0.00749723412780908,1,1,0.0467244062709953,9.97154397121353e-08,1,1,1,1,1,1,0.106245279312134,1,0.059722900390625,1,1,1
"ATM.Cell.Sphericity.mean",1,0.00978838022285278,1,1,1,1,1,0.221809927104336,1,1,0.428980734838339,7.49763228924511e-05,1,1,0.154673103243113,1,1,0.00903765875726949,1,1,0.00881540706262109,1.32934528543378e-07,1,1,1,1,1,1,0.0759632587432861,1,0.04486083984375,1,1,1
"ATM.Cell.Sphericity.SD",1,1,1,1,1,1,1,1,1,0.0398241002115043,1,1,1,1,1,1,1,1,1,1,0.83566867765886,1,1,1,0.204254564506927,1,1,0.985878148849136,1,1,1,1,1,0.24325358611054
"ATM.Cell.Volume.frac.min",1,1,1,1,1,1,1,6.38150870017791e-05,1,1,1,1,1,1,0.441387958824635,0.0308818050543875,1,0.31721602995766,1,1,1,1,1.19788666425498e-06,1,0.390950407832861,1,1,1,1,1,1,1,1,1
"ATM.Cell.Volume.frac.max",1,1,1,1,1,1,1,1.8983237409488e-07,1,1,1,1.61970209306537e-06,1,1,0.0810792949050666,4.21059543752349e-05,1,0.0365519052781419,1,1,1,0.000110536704257736,8.8386860006592e-07,1,0.185121763073462,1,1,1,1,1,1,1,1,1
"ATM.Cell.Volume.frac.mean",1,1,1,1,1,1,1,1.29613499269908e-06,1,1,1,0.00104439224370908,1,1,0.270731069147587,0.000664669407834832,1,0.0427975066250962,1,1,1,1,5.1810464841054e-07,1,0.136488501448184,1,1,1,1,1,1,1,1,1
"ATM.Cell.Volume.frac.SD",1,1,1,1,1,1,1,1,1,1,1,1,1,0.0387330685802733,1,1,1,1,1,1,1,0.00050511639724021,0.049271798016937,1,1,1,1,1,1,1,1,0.0528802759147219,1,1
"ATM.Nucleus.Ellipticity..oblate..min",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.00792636599350261,1,1,1,1,1,1,0.00327485893044597,1,1,1,1,1,1,1,1,1,1,1
"ATM.Nucleus.Ellipticity..oblate..max",1,1,1,1,1,1,1,1,1,1,1,0.264247656418867,1,1,1,8.56299851805812e-05,1,1,1,1,1,0.00185295090007799,0.0375605623963768,1,0.756507061421871,1,1,0.253448937088251,0.386789560317993,1,1,1,1,1
"ATM.Nucleus.Ellipticity..oblate..mean",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.000172417372171775,1,1,1,1,1,0.149097768892984,0.0100515059980036,1,1,1,1,0.416470348834992,1,1,1,1,1,1
"ATM.Nucleus.Ellipticity..oblate..SD",1,1,1,1,1,1,1,1,1,0.0290125383812895,0.0506397907840267,0.244182414879814,1,0.0172541317595932,1,0.310784831739057,0.018026822792212,1,1,1,1,0.16291817631398,0.0861241604069255,1,1,1,1,1,1,1,1,0.030267806099259,1,1
