"","5HTR","ADF/Cofilin","Arhgef8","BMP","Col9a1","Daam","Ddr","Depdc","Dync2h","EPB4.1","Eph","Ets","Farp","FGF4","Fgfr","Foxf","FZD","Gata","Gna-L/S","Gna12/13","Hand","Handr","MRF","NDE","Paxillin","Rab5","Rabep","Rho","RNF149","Rock","TLE","Tol","Tyrosinase","Vangl"
"embedding1",2.3801629629301,1.85202574708989,-2.33546247198387,1.66059149892307,2.81855249383188,1.82789515334692,2.32337792684423,-1.94872508915618,1.57340967450276,2.42893704046846,0.548836759027756,2.43661822305148,-0.156062484003069,2.42282431722767,2.10949424832334,-1.16669061249187,2.15597815546576,1.4280820458291,2.75626478235539,1.04822203432309,1.88272068588627,-1.47249180237709,1.11157246671707,1.93937051343031,2.13549316259448,1.87879761748442,1.76273433203909,0.715210448523955,1.22173517231374,2.33295193200211,0.747821212773915,2.08571349962956,-0.266276698959254,1.16256591051812
"embedding2",6.20048772127646,-1.88576893497998,-3.90342525541877,8.99449025737434,-4.6634498723451,-2.12144009771742,-5.23306095084883,1.64212561155542,-1.12649366476933,4.23437415549077,0.686052510957491,-2.75603598054351,-1.53154906864446,6.16411945913693,7.41340429431632,0.73165016458978,6.76411349128707,-0.0272609158350001,-0.838198016258199,0.00463859755278858,3.60363237351457,5.51162705823791,2.59005520221197,-6.45716351755462,-1.60033933399351,-4.23064845917645,-7.12518232783936,-2.36953596350717,-4.62999491101039,-5.10136375731659,2.64891236757745,5.08201686219752,0.644039579201009,4.09921530233284
"embedding3",2.05929964682501,1.11495898469114,-0.492678422830481,2.19086662954486,0.694787287530068,1.76776647294358,1.35637089890111,0.32563685372159,0.731744792012469,1.45594400172687,1.4548603064287,1.23827038933456,0.248446478933652,2.27774706387146,1.77728947458596,-0.943257002051221,1.79201318182038,0.117387087814262,1.52913979864731,1.39069125409386,1.86283933391042,-0.275053722752565,2.30306262071772,0.762817188915913,0.623535396980678,1.60347562993045,1.74440009059692,-0.723121440952389,-0.613708454151975,0.185412748076648,1.22690303744906,2.7783537916923,-0.181345512925471,0.924001733994131
"embedding4",0.00365699771097232,2.2575546830149,-0.0945336094460172,-0.52571784983668,3.1333183540981,2.4341967084393,0.99066786655542,-1.12836107327361,1.35655395443472,0.789955776644161,1.21950638744282,2.40170510586906,1.27677965927239,0.244077062262892,-0.869851589658036,-0.133637583268752,0.308293082396395,2.04180597686273,1.53068011091659,0.42339788999148,1.31768400519836,0.549031192168239,1.94598564640085,2.36029041930316,1.75420472101837,2.00664933719358,2.15629202176915,0.546995552111194,2.56486963160963,1.67700225356541,0.866402434272156,0.932710920934858,0.745412171258137,0.214561864417997
"embedding5",0.232030218733209,-7.54700171064926,0.588804648836285,3.71773509894899,2.388289708528,-5.21734086288992,-0.217157062611096,-3.06337195212738,4.21907651445603,-4.44207655232683,0.226747084973461,-5.18190363939534,2.53964056177735,-5.99077895276484,-4.53313357262941,5.43831758590096,4.20810186009863,-0.0488618000752227,-1.04067367137895,8.96018197967326,-2.44678360028381,11.1242597171767,9.48487959411159,1.24041289284792,-4.63896838730189,0.871971609592425,-0.776038576349844,12.8882967438817,6.19679737266702,12.7669806521413,7.39039384973153,1.85354506114449,5.32985100375782,6.96344588174886
"embedding6",1.76707997386287,-1.00616767253007,2.28560644982929,2.53301163913465,-2.22942278901152,-0.6646120848853,-2.19041869737138,1.17705826414174,0.927149085541108,-0.581185370260813,0.328999994997835,1.66455050960699,-0.0307353942344383,2.38669421651882,0.616626236343484,2.34728089332506,0.658582457314103,0.0256736420657247,-1.77489237129408,1.85025962118682,0.741687640251502,5.25311095126593,3.72068528852348,-2.65171205728333,-0.697377315528448,0.0881504742816134,-0.150168726846572,0.380200066799082,1.68245741005066,-0.240696813062497,-1.81970610795139,1.26092749157966,0.0605397982979688,3.5383604348367
"embedding7",-0.718924523849208,1.43238559076268,2.75196116257143,-1.29036178718959,0.45054544933459,1.84525406024239,1.32447869077583,1.52217782170278,0.928765084597565,-1.94476072803108,0.105820604588156,2.83926882317663,1.3203143709098,-2.24616832435639,-1.71495821688358,3.0484105736124,0.144718029260535,1.10052427273604,0.449349981305378,-0.550364305327332,0.744360513973164,3.47612469721399,1.3486364876029,-1.34210178398347,2.36561431641026,1.21837812755232,0.801842507018449,2.42351511188987,1.08195890043477,1.21864479074925,-1.12692541812047,-1.46147791191593,0.248845033923873,-1.04312258705267
"embedding8",0.201573951336433,3.07931955003706,7.85314482064212,-14.0846344860632,-10.8046807316869,5.99901962063944,12.6873811553073,4.21969111629599,5.93112548030717,-7.60370786470359,-3.3457178487645,13.9173675394181,8.33868538866466,-16.8727377754564,0.900963229272761,-1.97658896463246,-1.11845554095099,5.01595978191093,3.86981571307022,-5.26213612235033,-3.29669758317078,-0.216072650653703,-9.59267166848738,1.60404807642032,9.94800868877239,2.5219325046595,9.35983158316678,4.1034339474376,5.33808701595649,5.97990214439988,-2.56573551221396,-7.41019732275263,-1.0944069698667,-3.91076170533633
"embedding9",1.61788497246942,0.398700802638466,0.412438899972223,1.97555372334905,0.674593510899189,0.400390893106876,1.55196884532273,0.96350787079813,1.51495870993159,0.707771597113136,0.00911672334684865,1.44045827242939,0.563378468407818,-0.386952860648213,0.907871237718546,1.02058211356756,1.08023948302843,-0.728691788608093,0.733447835561716,2.08909982403247,0.429998219573294,1.84138785269428,3.07079829695027,0.714354080144978,0.189277923446687,1.3262327431174,0.279470244704145,1.36261354715119,0.645909126582737,0.353510204442879,0.720998246981753,1.98877089523344,0.394509897733311,-0.276010489563356
"embedding10",-0.298064724799518,1.52243028326447,-1.17433560684416,0.701081584364811,1.13579229687458,1.43188454396079,-0.240369560493048,0.176171088928863,1.02539154870439,1.90472407143624,0.699659868211275,0.486942916795747,0.456389415037332,2.16693716771732,1.5747283704165,-0.136309349435053,1.09952184936044,1.16050214085313,1.10675948577154,1.26778150960323,1.46128154258142,1.64689304138608,2.86192606627319,1.48793877170972,0.731136351213276,1.27445935205789,1.40426073613098,-0.27118081779864,0.525592965697677,-0.223033914483678,1.52118235404546,1.84568149587585,1.1915159479234,1.58884500801118
