"","ATM.dist.mean_Nucleus","TVC.dist.min_Nucleus","TVC.dist.max_Nucleus","TVC.dist.mean_Nucleus","TVC.dist.sd_Nucleus","TVC.ATM.dist.min_Nucleus","TVC.ATM.dist.max_Nucleus","TVC.ATM.dist.mean_Nucleus","TVC.ATM.dist.sd_Nucleus","TVC.cosine.min_Nucleus","TVC.cosine.max_Nucleus","TVC.cosine.sd_Nucleus","ATM.Nucleus.Dist.to.Cell.Membrane.min","ATM.Nucleus.Dist.to.Cell.Membrane.max","ATM.Nucleus.Dist.to.Cell.Membrane.mean","ATM.Nucleus.Dist.to.Cell.Membrane.SD","TVC.Nucleus.Dist.to.Cell.Membrane.min","TVC.Nucleus.Dist.to.Cell.Membrane.max","TVC.Nucleus.Dist.to.Cell.Membrane.mean","TVC.Nucleus.Dist.to.Cell.Membrane.SD","ATM.dist.mean_Cell","TVC.dist.min_Cell","TVC.dist.max_Cell","TVC.dist.mean_Cell","TVC.dist.sd_Cell","TVC.ATM.dist.min_Cell","TVC.ATM.dist.max_Cell","TVC.ATM.dist.mean_Cell","TVC.ATM.dist.sd_Cell","TVC.cosine.min_Cell","TVC.cosine.max_Cell","TVC.cosine.sd_Cell","ATM.Cell.Ellipticity..oblate..min","ATM.Cell.Ellipticity..oblate..max","ATM.Cell.Ellipticity..oblate..mean","ATM.Cell.Ellipticity..oblate..SD","ATM.Cell.Ellipticity..prolate..min","ATM.Cell.Ellipticity..prolate..max","ATM.Cell.Ellipticity..prolate..mean","ATM.Cell.Ellipticity..prolate..SD","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","ATM.Cell.Sphericity.min","ATM.Cell.Sphericity.max","ATM.Cell.Sphericity.mean","ATM.Cell.Sphericity.SD","ATM.Cell.Volume.frac.min","ATM.Cell.Volume.frac.max","ATM.Cell.Volume.frac.mean","ATM.Cell.Volume.frac.SD","ATM.Nucleus.Ellipticity..oblate..min","ATM.Nucleus.Ellipticity..oblate..max","ATM.Nucleus.Ellipticity..oblate..mean","ATM.Nucleus.Ellipticity..oblate..SD","ATM.Nucleus.Ellipticity..prolate..min","ATM.Nucleus.Ellipticity..prolate..max","ATM.Nucleus.Ellipticity..prolate..mean","ATM.Nucleus.Ellipticity..prolate..SD","ATM.Nucleus.Sphericity.min","ATM.Nucleus.Sphericity.max","ATM.Nucleus.Sphericity.mean","ATM.Nucleus.Sphericity.SD","ATM.Nucleus.Volume.frac.min","ATM.Nucleus.Volume.frac.max","ATM.Nucleus.Volume.frac.mean","ATM.Nucleus.Volume.frac.SD","TVC.Cell.Ellipticity..oblate..min","TVC.Cell.Ellipticity..oblate..max","TVC.Cell.Ellipticity..oblate..mean","TVC.Cell.Ellipticity..oblate..SD","TVC.Cell.Ellipticity..prolate..min","TVC.Cell.Ellipticity..prolate..max","TVC.Cell.Ellipticity..prolate..mean","TVC.Cell.Ellipticity..prolate..SD","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean","TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD","TVC.Cell.Sphericity.min","TVC.Cell.Sphericity.max","TVC.Cell.Sphericity.mean","TVC.Cell.Sphericity.SD","TVC.Cell.Volume.frac.min","TVC.Cell.Volume.frac.max","TVC.Cell.Volume.frac.mean","TVC.Cell.Volume.frac.SD","TVC.Nucleus.Ellipticity..oblate..min","TVC.Nucleus.Ellipticity..oblate..max","TVC.Nucleus.Ellipticity..oblate..mean","TVC.Nucleus.Ellipticity..oblate..SD","TVC.Nucleus.Ellipticity..prolate..min","TVC.Nucleus.Ellipticity..prolate..max","TVC.Nucleus.Ellipticity..prolate..mean","TVC.Nucleus.Ellipticity..prolate..SD","TVC.Nucleus.Sphericity.min","TVC.Nucleus.Sphericity.max","TVC.Nucleus.Sphericity.mean","TVC.Nucleus.Sphericity.SD","TVC.Nucleus.Volume.frac.min","TVC.Nucleus.Volume.frac.max","TVC.Nucleus.Volume.frac.mean","TVC.Nucleus.Volume.frac.SD","nATM","nTVC","ATMgroup.Ellipticity..oblate.","ATMgroup.Ellipticity..prolate.","ATMgroup.Sphericity","TVCgroup.Ellipticity..oblate.","TVCgroup.Ellipticity..prolate.","TVCgroup.Sphericity","TVC.Volume","ATM.Volume","Threshold.nuclei","Threshold.membrane","surface.dist"
"Gna12.13.slide2_image10.2020_10_06",0.24806079078605,0.078813410879741,0.153054453437713,0.106932187420274,0.0275295288190792,0.560856711098318,1,0.766677222799582,0.145756663128156,-0.535037108950885,0.900414249998709,0.434314405011962,0.0452361733816929,0.0583188055619729,0.0502334218644073,0.00706691237529008,0.0315467277653922,0.043457113788205,0.0389098503274221,0.0051690570757563,0.263512396080644,0.079860386584254,0.162084473193599,0.122696295404282,0.0291135523950551,0.525050305230083,1,0.746952958652629,0.158542568639331,-0.348310986158456,0.886955675528517,0.375210169163046,0.265568,0.421624,0.335042666666667,0.0794219574005409,0.391361,0.694793,0.552558,0.152602138710439,0.0754376,0.107763,0.0968185333333333,0.0185181734696847,0.486529,0.520044,0.507734666666667,0.0184437622608114,0.129078692447855,0.297908673497743,0.190490318821959,0.0933453529217965,0.301363,0.381307,0.331549333333333,0.0434170312243172,0.503617,0.576073,0.550386333333333,0.0405687947729943,0.635072,0.653313,0.643735,0.00915485876461241,0.101548778440623,0.289137880492382,0.172167087174065,0.102023685595746,0.314905,0.464243,0.416191,0.0683021747970004,0.153651,0.320215,0.2471475,0.0747105762637839,0.0845625,0.179509,0.137156375,0.0396077080237652,0.499001,0.534553,0.510992,0.0162735951979477,0.0514166135968074,0.163587489562372,0.10713226088353,0.0534247032645988,0.295244,0.455486,0.39202375,0.071001685193029,0.400988,0.628028,0.4733655,0.10689165225124,0.620646,0.649187,0.6360915,0.0129779716057633,0.0668587972068621,0.195492720252755,0.120874684619451,0.0538492195795109,3,4,0.111742,0.589558,0.654239,0.523827,0.299892,0.827433,0.428920467611508,0.571079532388492,71.5,25.2,39.2
"Gna12.13.slide2_image13_left.2020_10_06",0.413526258347328,0.107059093202093,0.208898388711193,0.134807909837438,0.0374465602491892,0.46374937980655,1,0.731392462864178,0.208365897962522,-0.512836644257676,0.89801310174303,0.479309547412049,0.0353203194137075,0.0409495487023706,0.038134934058039,0.00398046620286756,0.0292457104127318,0.0493181447452518,0.0360086205011417,0.0091732025965009,0.392796076203122,0.114374999280782,0.214045505342741,0.13859254011773,0.0378862337455499,0.480136844550432,1,0.739395523879545,0.199839677566548,-0.539286661688903,0.890737205282603,0.477636919883662,0.194977,0.282695,0.238836,0.0620259926321216,0.509141,0.560087,0.534614,0.0360242620743299,0.0848985,0.0901561,0.0875273,0.00371768461276639,0.405112,0.430937,0.4180245,0.0182610326241426,0.319522977523625,0.324211239254955,0.32186710838929,0.00331510166220057,0.383869,0.400611,0.39224,0.0118383817306252,0.413003,0.464481,0.438742,0.0364004428819211,0.645979,0.650295,0.648137,0.00305187286760113,0.271296968386589,0.290915069522736,0.281106018954662,0.0138720923473732,0.267268,0.541215,0.45046775,0.125063054774715,0.289607,0.384509,0.32964725,0.0407920272633023,0.121705,0.134551,0.12837,0.00525181530520639,0.476727,0.511361,0.4897705,0.015700173449148,0.067062010786857,0.118482248657574,0.089066445805355,0.0258693806150278,0.314977,0.529359,0.4085425,0.0917230272123636,0.326701,0.582504,0.46018525,0.109445347781058,0.605036,0.639636,0.6209805,0.015108289148676,0.0829272906982132,0.146477789274812,0.109446990522669,0.0301208491330774,2,4,0.0588087,0.819107,0.592341,0.552274,0.260248,0.703859,0.357324215768271,0.642675784231729,93.8,33,27.4
"Gna12.13.slide2_image18.2020_10_06",0.475470946291808,0.146242101694748,0.146242101694748,0.146242101694748,0,0.509525465876377,1,0.711503852685059,0.219418577008353,0,0,0,0.0413622904616622,0.0495092570544858,0.0467810825563092,0.0046928491829563,0.0368893149162811,0.0458070726068584,0.0413481937615697,0.0063058069359857,0.471747476548808,0.14631660599526,0.14631660599526,0.14631660599526,0,0.497458548829438,1,0.707296004094043,0.221579979851908,0,0,0,0.179163,0.255499,0.220222333333333,0.0384951379960292,0.504859,0.658205,0.572439333333333,0.0782737420233206,0.092324,0.116588,0.103316666666667,0.0122914468364523,0.456411,0.478047,0.463796333333333,0.0123441777908994,0.189640431899745,0.350815704394153,0.260452660165046,0.0823470881060747,0.29688,0.428505,0.358085,0.0662945874487503,0.412411,0.604756,0.520195666666667,0.0982531271783923,0.632522,0.644738,0.63982,0.00644639154876586,0.244631560672316,0.366322045787406,0.294689058530883,0.0636495864005211,0.288943,0.365205,0.327074,0.0539253773468485,0.275459,0.465627,0.370543,0.134469082364683,0.0327694,0.0783928,0.0555811,0.0322606155207863,0.555462,0.578098,0.56678,0.0160060690989387,0.0597225248702566,0.158919494634606,0.109321009752431,0.0701428499935285,0.295783,0.352544,0.3241635,0.0401360880069296,0.497764,0.635277,0.5665205,0.0972363748013057,0.607818,0.636494,0.622156,0.0202769940573055,0.0536363200583032,0.0622965043490467,0.057966412203675,0.00612367503830996,3,2,0.0447975,0.494391,0.559015,0.299349,0.627046,0.773015,0.218303625316863,0.781696374683137,95.1,32.4,33.9
"Gna12.13.slide2_image2_left.2020_10_06",0.502768369351643,0.121201733725417,0.228646076943815,0.17640580615921,0.0432809913266338,0.647312027057039,1,0.838023427296866,0.1253293468233,-0.20570888850091,0.854927396344301,0.361184655138118,0.0645138398879123,0.0709383555491242,0.0677260977185183,0.00454281858988205,0.0447264950610915,0.0599372680902182,0.0514794799550798,0.00738079137258739,0.561173497615659,0.146785876389098,0.240300462665825,0.180047214599524,0.0372858569802058,0.616920020857464,1,0.826840267120842,0.139120936879773,-0.247985208204862,0.805987265818473,0.360172373706807,0.129418,0.270458,0.199938,0.0997303404185506,0.576782,0.902654,0.739718,0.230426300998823,0.0863667,0.0868654,0.08661605,0.000352634151777725,0.493881,0.50586,0.4998705,0.00847043213183363,0.32032698142359,0.359086136965052,0.339706559194321,0.0274068617164321,0.303425,0.484303,0.393864,0.12790006036746,0.333503,0.366507,0.350005,0.0233373522062808,0.628488,0.678911,0.6536995,0.0356544452277693,0.300363850303507,0.3349274351423,0.317645642722904,0.0244401452216274,0.273385,0.385189,0.32596225,0.0458059588508963,0.292979,0.505225,0.36827525,0.0973317137435174,0.0788239,0.160694,0.117014475,0.0353077363907095,0.507727,0.574826,0.53291275,0.031508258328836,0.0513555144161002,0.106347138061855,0.0801467204028394,0.0288553996517683,0.351986,0.56325,0.43233825,0.0926782633644481,0.229082,0.456818,0.304685,0.103479025646102,0.621197,0.642923,0.6300195,0.0098511943607531,0.0787805727736313,0.111349085409791,0.0911771786385482,0.0143853042910186,2,4,0.0557592,0.821351,0.656376,0.596452,0.269527,0.793642,0.320231898421294,0.679768101578705,81.5,25.4,23.9
"Gna12.13.slide2_image22.2020_10_06",0.0911124356872268,0.130642701578926,0.292693650050646,0.178691872304863,0.0594639346744452,0.698943624495863,1,0.839979819344974,0.0911694241901294,-0.780913535691847,0.960347644574791,0.560201003529019,0.0474292683242866,0.0571012586411722,0.0534303790878558,0.0052401652924702,0.0426067451484162,0.0615925645659525,0.0501885313183951,0.00817375901068125,0.140726332082345,0.140711644643091,0.333644327543767,0.199925266337615,0.0693482013165735,0.644858382350084,1,0.813188405036148,0.105392634168702,-0.81780840462418,0.96522357807257,0.590452831509717,0.311203,0.525333,0.424989666666667,0.107696131004476,0.196431,0.596971,0.400701333333333,0.200389822347177,0.0559753,0.188164,0.111784566666667,0.0684529905807141,0.391137,0.443986,0.409700333333333,0.0297262177939497,0.143100408101365,0.219766252267057,0.183480906996894,0.0384966313827722,0.278183,0.397248,0.339842,0.0596463289985226,0.456477,0.596066,0.511921,0.0740883444341956,0.64598,0.654108,0.648747666666667,0.0046430094048293,0.105118482016855,0.268047467118708,0.160367559134682,0.0932641815788353,0.374275,0.46574,0.404399,0.0417118736652607,0.192419,0.449644,0.328633,0.106229202020913,0.101932,0.215548,0.16640975,0.0475941500212999,0.342617,0.46943,0.424304,0.0572988889304729,0.0675767163440681,0.19458855476427,0.11238931975233,0.0595573870474717,0.329367,0.520385,0.3986825,0.0880056445973779,0.337942,0.553509,0.39311375,0.106940727375417,0.605821,0.657715,0.6311415,0.0230938309583606,0.0961821175965828,0.162423523522892,0.129724330648989,0.0324761937461361,3,4,0.323768,0.590611,0.740738,0.301134,0.581,0.661929,0.449879149986337,0.550120850013663,78.3,30.3,27.9
"Gna12.13.slide2_image28.2020_10_06",0,0.364877315938994,1,0.596773195745453,0.155428272053598,0,0,0,0,-0.506468006875051,0.9026360154844,0.349676308414008,0,0,0,0,0.130662869748389,0.293668448877547,0.185690389196861,0.0622788067002191,0,0.423784305945178,1,0.5993499043663,0.147564599030303,0,0,0,0,-0.489773521562002,0.91171992168071,0.346692388148936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306266,0.484484,0.388297166666667,0.0626099694151552,0.282248,0.614748,0.402585833333333,0.140929523438372,0.0688955,0.272551,0.146094083333333,0.0773022007231467,0.330587,0.55846,0.448047833333333,0.0921362810458869,0.0754665983607672,0.297821879315005,0.166666666666667,0.0748740774123667,0.285782,0.590183,0.406291666666667,0.110384366680552,0.234605,0.563125,0.389989666666667,0.134495137922033,0.599414,0.651286,0.6300805,0.0225382202203279,0.101621694944632,0.297663046729174,0.166666666666667,0.0825161847661679,0,6,0,0,0,0.357853,0.468163,0.874412,1,0,81,25.3,0
"Gna12.13.slide2_image29.2020_10_06",0,0.113061966986044,0.647101605465249,0.31439982638501,0.138566531266096,0.400608642925094,1,0.708640854607224,0.205717390399984,-0.998832154159895,0.999945708675595,0.64344721981671,0.0916336925038322,0.0916336925038322,0.0916336925038322,0,0.038778919730311,0.090807885279012,0.0697111711749059,0.01814788491543,0,0.141731491444137,0.685752210436732,0.333250665943235,0.141674287222548,0.360203096812916,1,0.699871840015623,0.217455115485005,-0.972451459555132,0.997910145399255,0.624760294403843,0.413628,0.413628,0.413628,0,0.437937,0.437937,0.437937,0,0.0706637,0.0706637,0.0706637,0,0.502276,0.502276,0.502276,0,0.176711277975488,0.176711277975488,0.176711277975488,0,0.264538,0.264538,0.264538,0,0.594657,0.594657,0.594657,0,0.658828,0.658828,0.658828,0,0.136719880229881,0.136719880229881,0.136719880229881,0,0.272627,0.449404,0.331179714285714,0.062558998176959,0.23276,0.485694,0.384701714285714,0.0966524955717031,0.0595801,0.329627,0.127822485714286,0.0931281208717401,0.422819,0.564659,0.504399142857143,0.0510511290453945,0.0314493663092715,0.181970373943234,0.11761267457493,0.047602704758289,0.300646,0.482294,0.394698857142857,0.0697414735396105,0.356034,0.63312,0.471997,0.110415585492568,0.609043,0.645889,0.627410714285714,0.0134225851051413,0.0780936869495894,0.171739579517913,0.123325731395731,0.0323151481780244,1,7,0.405283,0.443383,0.765416,0.309051,0.460394,0.732276,0.822819467337555,0.177180532662445,85,27.7,0
"Gna12.13.slide2_image33_left.2020_10_06",0.322839708481482,0.137609822128741,0.220105453008716,0.166105720291237,0.0328684911727588,0.301637536170457,1,0.634386253347904,0.240421236673277,-0.263908102100945,0.79771485508566,0.364829777036271,0.084952544478497,0.122851082002195,0.0980390105924814,0.0214986546386558,0.0511249197587496,0.0777254399614955,0.0635655754276942,0.0133907375261413,0.328436639171352,0.158246983911917,0.279767770795261,0.202013876666118,0.0452922129373161,0.241415025005488,1,0.616344345087093,0.249616561172893,-0.365255138790781,0.850140671903895,0.391993348590024,0.266626,0.414474,0.363177,0.0836701927988696,0.292924,0.658105,0.428878,0.199660161491971,0.0859533,0.157543,0.116220766666667,0.0370530320765161,0.487349,0.550182,0.515547333333333,0.0319071506457931,0.178432540942455,0.263136805195677,0.227676908460471,0.0440024069994076,0.369315,0.450564,0.416219,0.0420552774452862,0.374654,0.46632,0.426788333333333,0.0471145868530473,0.638183,0.648765,0.642646,0.00548191873343636,0.138062534414036,0.291202879785313,0.194888838357548,0.0838597186009318,0.265583,0.453061,0.381474,0.0807952524389067,0.268807,0.464858,0.35684575,0.0967348938435178,0.174373,0.203396,0.19441075,0.0135178704283133,0.453275,0.524402,0.4949545,0.0310057892497514,0.0542120811638792,0.108108454785497,0.0792423186546467,0.0241948759753621,0.28132,0.602986,0.39834525,0.143227909443597,0.250144,0.597056,0.46282075,0.149791516011144,0.633242,0.664248,0.6452185,0.0145996370388673,0.0729704410446457,0.130523394027321,0.103833371231839,0.0273423041234711,3,4,0.160204,0.830035,0.702115,0.528022,0.32978,0.747518,0.296556539643464,0.703443460356536,95.1,27.3,0
"Gna12.13.slide2_image4.2020_10_06",0,0.0997710885827183,0.235952079854406,0.149388840162048,0.0512243241771471,0.780100786978092,1,0.888999369949697,0.0935494455512775,-0.510849023855641,0.920626924707554,0.54127594577957,0.056221142871874,0.056221142871874,0.056221142871874,0,0.038112247422365,0.0536107254333444,0.0448956650865624,0.00729816827473426,0,0.128646977488596,0.240855001802158,0.167657251906113,0.0442150272796385,0.781705287756123,1,0.882163846258743,0.0927449449892926,-0.359257123457117,0.866908537521065,0.410531940239225,0.0759543,0.0759543,0.0759543,0,0.896245,0.896245,0.896245,0,0.106815,0.106815,0.106815,0,0.474642,0.474642,0.474642,0,0.389520024372036,0.389520024372036,0.389520024372036,0,0.642739,0.642739,0.642739,0,0.219585,0.219585,0.219585,0,0.61771,0.61771,0.61771,0,0.358991480679769,0.358991480679769,0.358991480679769,0,0.301198,0.319487,0.308091,0.0080375013115603,0.250236,0.397986,0.3410385,0.0708599260207536,0.072518,0.255473,0.152009,0.0762169803958847,0.385645,0.506376,0.44710075,0.0496398504521989,0.0632153568635112,0.233294031099153,0.152619993906991,0.0697682690256489,0.264844,0.435706,0.3597565,0.0771250303057747,0.31761,0.549791,0.4653235,0.105928158203253,0.61074,0.637958,0.629266,0.0125619050572223,0.122844629748625,0.185958519764408,0.160252129830058,0.0294776832058609,1,4,0.0733615,0.898275,0.70609,0.280778,0.638206,0.699761,0.611431733610828,0.388568266389171,68,30.3,29.8
"Gna12.13.slide2_image5.2020_10_06",0.254711784888468,0.0820439950109692,0.0820439950109692,0.0820439950109692,0,0.667067465929204,1,0.869478658842466,0.155996786645525,0,0,0,0.0440448497082649,0.0563189939539797,0.0493541396096547,0.00630232690834801,0.0259438295181418,0.038796806121527,0.0323703178198344,0.00908842691468571,0.277269891755457,0.0890721468325359,0.0890721468325359,0.0890721468325359,0,0.635212395502892,1,0.848238536096093,0.167017926698861,0,0,0,0.188272,0.346399,0.282515333333333,0.0833205800047823,0.353688,0.556882,0.486366,0.114978415765743,0.0702662,0.105654,0.0823453666666667,0.0201903389873309,0.426137,0.47414,0.457930666666667,0.0275358963234055,0.232629785920358,0.386279569987032,0.290517674928287,0.0835337912864418,0.246456,0.352511,0.290983666666667,0.0550332377416896,0.338894,0.464773,0.406281333333333,0.0634092290154464,0.63924,0.659094,0.647240333333333,0.0104728917846664,0.203959312715559,0.315364159448169,0.264222859018284,0.0562598568803948,0.296162,0.467349,0.3817555,0.121047488550982,0.338035,0.578114,0.4580745,0.169761488920485,0.12018,0.2394,0.17979,0.0843012704530602,0.503793,0.530288,0.5170405,0.0187347941675375,0.0358727141805995,0.0925742610345383,0.0642234876075689,0.0400940482841869,0.28066,0.379719,0.3301895,0.0700452906375582,0.493372,0.672665,0.5830185,0.12677929611928,0.631588,0.631975,0.6317815,0.000273650324319134,0.0852034079655789,0.122128014979568,0.103665711472574,0.0261096400122402,3,2,0.0945415,0.685014,0.598184,0.533251,0.325484,0.801905,0.127756398403001,0.872243601596999,69,55.5,40.4
"Gna12.13.slide2_image6.2020_10_06",0,0.265129459709983,1,0.556731597473292,0.203484770441363,0,0,0,0,-0.971586379674697,0.995644379434561,0.547463379903631,0,0,0,0,0.120149138678989,0.179873071039628,0.151929338337051,0.0201536423682215,0,0.313129788033709,1,0.571419541705119,0.19894038172168,0,0,0,0,-0.949261454379942,0.992081011377608,0.526653104640321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.219746,0.665388,0.364287625,0.130393810831362,0.199956,0.466943,0.322130875,0.0980796857683114,0.10663,0.214728,0.149087875,0.0401242692837336,0.454784,0.574859,0.5276825,0.0461921261688613,0.0568986739484262,0.222753597494727,0.125,0.063023238483386,0.258163,0.45303,0.347841,0.0731402269128087,0.347156,0.668362,0.4744615,0.0941159414597609,0.613588,0.658442,0.644478875,0.014458357310739,0.0725631850829645,0.206326388077165,0.125,0.0521200929691838,0,8,0,0,0,0.569854,0.280174,0.805124,1,0,66.8,22.4,0
"Hand.image1_right.2021_01_12",0.195745927815001,0.170679476798449,0.170679476798449,0.170679476798449,0,0.644808586872683,1,0.822960629793676,0.145246976131421,0,0,0,0.0463507545100216,0.0485338207661236,0.0474422876380726,0.00154366095346928,0.0325898946587021,0.0605214504435536,0.0465556725511279,0.0197505925045589,0.306750634992153,0.152872400875068,0.152872400875068,0.152872400875068,0,0.564685973693327,1,0.783712780698947,0.18684082016398,0,0,0,0.198477,0.269442,0.2339595,0.0501798327269034,0.571452,0.668305,0.6198785,0.0684854130782607,0.0733253,0.0763199,0.0748226,0.00211750196694124,0.447475,0.526307,0.486891,0.0557426417744979,0.309062786403231,0.358200516745712,0.333631651574471,0.0347456223372848,0.513487,0.618959,0.566223,0.0745799664253076,0.240197,0.249781,0.244989,0.00677691139089188,0.628509,0.635138,0.6318235,0.00468741085248562,0.310145520199994,0.346314156970464,0.328229838585229,0.0255750883266724,0.357111,0.581598,0.4693545,0.158736279988224,0.226257,0.336409,0.281333,0.0778892261612606,0.0547393,0.094046,0.07439265,0.0277940341160653,0.55586,0.558529,0.5571945,0.00188726799898692,0.127051403604135,0.205685293246922,0.166368348425529,0.0556025565974892,0.34434,0.375194,0.359767,0.0218170726267298,0.43545,0.488338,0.461894,0.0373974634433941,0.635509,0.638682,0.6370955,0.0022436498167049,0.0933157927224468,0.250224530107095,0.171770161414771,0.110951232232104,2,2,0.0918926,0.737224,0.643717,0.3027,0.563469,0.774623,0.332359856914302,0.667640143085698,75,30,30.7
"Hand.image13.2021_01_12",0,0.23527332027029,1,0.541854801834394,0.300601684264036,0,0,0,0,-0.982261040296693,0.998392838818804,0.957800289487678,0,0,0,0,0.104058093926434,0.12185997196063,0.115382624286381,0.00793946158752987,0,0.248260256422776,1,0.542633768879933,0.290738160328845,0,0,0,0,-0.988679771684786,0.998395214188765,0.951131016989391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251042,0.505115,0.3762565,0.143031981441215,0.34235,0.718503,0.503845,0.187158708563971,0.0657198,0.156325,0.11865995,0.0381310456803464,0.44985,0.534293,0.48101175,0.03740855408749,0.209855151262412,0.275830874318382,0.25,0.029185639830499,0.350302,0.494839,0.42029075,0.0592334283344295,0.33717,0.523292,0.412971,0.0791231180797791,0.624818,0.641321,0.630728,0.00761438458883361,0.164982703833957,0.296872609977056,0.25,0.0583866257308766,0,4,0,0,0,0.22049,0.597658,0.681004,1,0,75.2,32.4,0
"Hand.image16_left.2021_01_12",0.342918304243854,0.108888740201794,0.194441031659903,0.143666888244292,0.0298559118782485,0.645462339851465,1,0.822757305971319,0.131378201441367,-0.258207835509221,0.841010487534218,0.367767878383651,0.0537957791083753,0.0549666908853241,0.0543812349968497,0.000827959657651707,0.0364497163522899,0.0560587634932457,0.0456008978386783,0.00958416566916031,0.405249575744245,0.127533575002631,0.212991665814518,0.158088719131055,0.0325052228124136,0.593189005143108,1,0.795914414192605,0.149747046628399,-0.280720398265346,0.818367176082886,0.368266173796578,0.19808,0.212453,0.2052665,0.0101632457659942,0.569217,0.605083,0.58715,0.0253610918140368,0.066447,0.0828932,0.0746701,0.0116292195447502,0.441728,0.442053,0.4418905,0.000229809703885603,0.322305707082511,0.33103714054132,0.326671423811915,0.00617405580820311,0.523913,0.527802,0.5258575,0.00274993827203451,0.293415,0.313054,0.3032345,0.0138868700757226,0.586142,0.638924,0.612533,0.0373225101245883,0.250712844991833,0.316361010902043,0.283536927946938,0.0464202632875689,0.314091,0.400568,0.35540375,0.0437233544334909,0.321113,0.562188,0.412989,0.110451656366032,0.103007,0.116442,0.112166,0.00629001446739195,0.415885,0.469365,0.4517265,0.0242339292246773,0.0629479714173475,0.118474298984093,0.0866642880940423,0.0280581540924013,0.383734,0.458511,0.41649675,0.035399053277124,0.400388,0.488605,0.4386325,0.0419401007032649,0.621979,0.64174,0.62855925,0.00925946972473768,0.079846088804376,0.138128345001456,0.108231536026531,0.0315726241391796,2,4,0.0717905,0.86865,0.61673,0.69303,0.19646,0.680092,0.343609020290531,0.656390979709469,88,27.3,31.1
"Hand.image16_right.2021_01_12",0.409790523963595,0.0895401494257613,0.186142336047107,0.135166782953338,0.0379161857480728,0.613395319167452,1,0.793225865757077,0.153209047244983,-0.21416511301142,0.881881325184324,0.39347950015807,0.053991414343957,0.0586648750871257,0.0563281447155413,0.00330463578310366,0.0381773217057371,0.0482184004806634,0.0425553197766045,0.00428260439504957,0.444789852703125,0.123103449575718,0.205557355487407,0.156934787957682,0.032334398965923,0.563645680984652,1,0.770457904285153,0.167938142247098,-0.125164544193508,0.802425886909511,0.357567075260677,0.13564,0.259537,0.1975885,0.0876084088686697,0.619239,0.848601,0.73392,0.162183425546509,0.0633291,0.0876115,0.0754703,0.0171702497034842,0.439256,0.480085,0.4596705,0.0288704627690656,0.321445546423598,0.359074008949671,0.340259777686635,0.0266073410178098,0.461231,0.468463,0.464847,0.00511379624154112,0.341115,0.394314,0.3677145,0.0376173736523431,0.616574,0.639482,0.628028,0.0161984021434215,0.27635258286481,0.334610134784681,0.305481358824745,0.0411943100178679,0.275576,0.472712,0.35926925,0.0864613392269439,0.28791,0.414631,0.35391875,0.0548071756395395,0.073935,0.158239,0.117503,0.0353453723232146,0.444271,0.488407,0.467199,0.0214132941261575,0.0443820642381545,0.130260562892028,0.0798701111566827,0.0396468294592483,0.342346,0.380695,0.36511675,0.016228783531635,0.368472,0.486091,0.446723,0.0550555476163241,0.632802,0.656411,0.64695825,0.0105390796997018,0.0770598340787788,0.117736493871191,0.0972593205876273,0.0225953258206883,2,4,0.0736753,0.714354,0.640797,0.705734,0.190799,0.731923,0.319475206427062,0.680524793572938,88,30.3,25
"Hand.image17.2021_01_12",0,0.358977164856477,1,0.609853974960813,0.253389591079563,0,0,0,0,-0.882436476187438,0.982797042631521,0.724000475818436,0,0,0,0,0.158722423381048,0.209066298248234,0.17540713626809,0.0227715020244984,0,0.450318275260714,1,0.646770142862588,0.212649969869753,0,0,0,0,-0.738839222689821,0.952843775870747,0.54846172313467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322983,0.505616,0.4139345,0.0750894487239496,0.303922,0.464497,0.40699625,0.0710114671837115,0.0850552,0.119838,0.099388725,0.016945054122344,0.454731,0.516761,0.4827505,0.0255823895352513,0.191331059897695,0.282778725042627,0.25,0.0403657609171978,0.323906,0.588914,0.4222535,0.120205658107262,0.189228,0.319976,0.25913575,0.0630993707648235,0.609249,0.645589,0.6271205,0.0197271668095886,0.230133495385956,0.290103692225435,0.25,0.0282182659777689,0,4,0,0,0,0.447479,0.414671,0.833314,1,0,74.6,25,0
