"","resolution","combined_score","ES","recall","log2error","mean_silhouette","nclust","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1",2.75666085010162,0.0253463244450961,0.405541191121538,0.0625,6.38518344486295,0.047934622743067,36,34,28,9,2,1,25,14,21,13,7,36,8,21,35,15,8,10,10,28,11,21,2,1,17,29,5,10,7,14,31,27,2,1,25,28,2,2,2,1,10,10,3,20,19,28,30,9,29,3,20,12,21,2,9,29,25,2,2,2,1,8,9,2,5,2,25,34,6,35,1,26,18,4,27,2,2,2,5,27,10,33,2,2,10,20,31,1,13,13,19,3,9,12,1,9,32,30,3,10,2,1,7,9,26,6,8,17,14,20,36,20,14,20,35,4,32,10,14,19,9,9,17,6,24,24,35,14,32,15,20,20,20,32,3,28,17,21,6,19,12,20,21,19,6,31,30,21,6,20,26,4,20,35,6,4,5,5,8,18,18,11,4,3,5,3,32,4,33,1,5,11,18,12,31,12,33,18,12,9,5,3,28,10,11,1,17,12,6,4,5,1,11,16,1,28,10,18,11,5,5,15,33,3,3,5,6,3,5,15,2,7,29,3,7,7,23,7,2,34,4,2,1,7,13,13,1,28,19,2,26,35,21,13,2,27,13,27,3,1,2,35,28,2,17,34,5,5,8,10,35,10,1,2,2,3,22,11,32,13,1,25,31,22,25,8,3,27,10,29,2,2,9,2,2,2,2,2,25,3,2,12,27,10,21,13,12,3,25,1,1,29,31,14,7,2,2,2,7,23,23,10,2,1,14,18,9,13,24,7,24,2,15,7,7,29,3,1,8,1,8,36,8,36,26,9,8,34,2,22,20,14,14,9,19,3,14,11,11,9,11,23,26,22,28,6,18,7,10,7,30,4,26,8,6,1,1,23,9,3,33,32,23,13,11,13,1,8,9,6,9,34,26,14,12,13,9,9,34,9,14,8,34,8,20,34,23,14,13,6,36,8,26,14,36,9,32,9,9,10,13,26,8,9,24,26,34,9,19,24,9,18,8,31,8,9,14,19,14,24,26,9,34,6,14,31,9,20,20,6,8,9,1,18,6,17,17,8,1,12,8,9,9,6,14,6,9,14,26,29,19,8,32,14,26,8,9,6,9,19,14,12,8,14,12,14,14,8,14,31,19,6,9,10,16,26,16,14,34,26,11,14,18,9,12,14,8,8,14,8,30,20,30,13,29,16,5,7,24,30,30,4,1,15,24,15,1,13,15,21,30,21,22,25,11,12,16,2,11,2,12,27,3,1,6,10,35,10,4,33,6,6,5,10,6,28,5,10,16,6,22,2,4,1,30,2,2,7,1,30,2,23,2,1,3,15,5,22,6,6,22,35,18,20,1,17,17,33,1,5,8,3,17,1,5,1,2,6,1,3,10,1,4,6,5,27,12,23,3,13,15,24,30,1,13,7,13,29,29,27,23,30,15,27,26,1,29,5,4,4,29,31,28,32,6,28,1,11,6,5,22,1,21,25,6,20,1,1,24,32,28,16,25,5,21,25,30,6,4,8,5,1,1,1,4,21,8,3,19,27,21,17,5,36,28,19,1,5,6,9,13,2,27,34,11,1,19,4,3,1,35,35,26,1,22,5,5,18,21,22,34,13,8,30,33,20,20,8,9,1,6,14,21,2,25,33,4,28,16,2,16,2,2,2,2,14,4,25,2,2,4,12,2,13,13,35,3,25,2,21,17,2,34,15,2,4,1,9,10,25,2,25,36,25,2,2,25,20,3,6,25,25,2,2,8,29,2,2,16,2,10,20,2,4,8,13,2,19,27,25,33,25,2,32,33,11,20,8,31,35,2,28,19,9,2,2,36,28,36,2,2,2,21,24,33,18,25,28,14,8,13,17,2,20,4,2,4,2,25,18,8,20,10,4,3,8,1,7,26,5,4,15,24,1,19,31,11,32,4,10,21,1,24,24,19,21,19,27,31,19,28,17,22,32,31,26,18,19,11,11,13,30,4,7,2,13,1,19,2,10,23,11,21,2,1,25,5,13,3,1,1,15,33,32,5,1,12,1,18,5,13,22,17,11,1,15,22,6,1,5,3,22,10,6,6,16,3,16,22,16,18,12,31,31,12,15,12,16,18,5,12,22,26,18,5,18,18,36,6,17,28,22,6,12,18,6,16,19,18,17,25,7,18,17,23,36,15,5,10,18,20,33,28,18,2,6,19,12,36,12,33,16,6,6,18,22,18,12,12,17,33,22,18,18,9,11,36,26,17,36,11,18,5,12,12,1,1,12,13,12,20,6,31,6,20,3,18,17,11,33,11,2,12,17,16,5,18,12,20,16,20,6,9,35,16,5,5,36,16,9,12,13,12,7,23,23,7,2,24,24,8,29,4,34,15,3,18,13,15,28,29,13,14,34,24,15,7,1,2,28,7,13,24,7,15,7,23,7,2,2,30,2,29,15,8,1,14,6,8,4,5,8,14,11,12,26,12,14,26,8,26,35,34,17,33,32,8,32,34,14,13,8,26,26,24,14,6,21,19,27,10,34,14,8,20,14,14,9,30,34,32,9,14,14,19,14,26,26,8,34,31,26,11,10,35,17,5,16,5,1,29,1,35,3,1,35,3,1,36,6,11,5,5,20,18,16,16,3,4,36,16,20,11,21,1,16,9,3,29,4,35,8,5,18,3,33,17,5,16,11,16,4,20,5,1,8,11,35,5,19,5,4,24,11,30,10,29,29,13,3,1,6,8,29,1,22,28,8,32,10,27,13,3,8,14,22,27,34,26,27,27,25,19,25,25,19,30,27,6,13,33,14,36,27,30,25,27,28,32,24,10,27,27,32,29,1,2,1,27,19,13,4,1,19,18,25,26,28,10,34,32,19,19,33,14,1,7,30,36,23,23,32,23,3,7,7,15,23,7,10,1,7,23,23,2,30,13,1,3,29,25,35,10,12,2,29,16,29,11,16,4,2,5,2,16,16,11,10,36,21,22,2,1,12,16,2,5,29,2,32,8,32,28,11,29,6,5,1,6,24,20,36,26,11,3,31,32,35,15,22,15,21,7,21,18,4,6,9,2,10,1,5,12,16,11,20,9,17,4,17,10,11,31,3,11,16,16,22,4,18,16,5,18,3,18,13,25,8,1,3,28,22,3,29,4,27,22,5,12,5,16,17,2,4,12,10,27,22,33,2,2,25,27,17,13,1,10,21,11,17,1,5,5,8,2,17,5,1,31,16,2,27,1,9,27,9,8,21,18,1,11,1,13,4,5,31,4,5,3,6,4,4,4,14,8,12,9,12,12,4,8,4,12,1,4,4,8,12,26,8,10,22,26,4,4,28,26,12,26,1,9,21,12,6,8,8,9,16,8,9,9,17,8,12,21,19,8,8,8,12,4,21,12,21,17,4,12,2,1,8,4,11,3,4,4,16,1,35,5,3,34,10,11,2,3,3,11,4,25,4,3,25,1,16,3,4,3,3,3,2,10,4,3,12,11,3,1,4,12,11,11,3,11,21,21,3,1,4,1,4,11,3,12,3,3,4,3,3,3,5,5,11,4,7,30,7,30,12,7,30,1,23,7,9,2,2,7,29,12,7,15,30,23,14,1,29,6,12,10,7,15,14,23,2,24,15,7,23,15,10,34,24,15,15,7,7,30,2,7,10,27,24,30,24,15,23,34,1,1,13,10,9,17,2,26,21,6,34,10,34,25,9,31,6,26,3,1,34,5,26,14,5,2,2,2,14,34,9,17,31,34,13,2,19,21,2,2,27,35,4,17,35,2,20,9,12,27,1,33,9,33,4,14,21,26,2,7,7,15,25,29,29,23,15,23,10,15,7,23,7,23,2,3,1,28,7,15,24,15,29,13,7,16,2,13,30,13,23,13,1,30,7,7,15,7,10,24,9,3,23,1,15,11,16,11,7,7,15,7,13,25,30,16,13,15,7,1,24,15,30,4,2,11,2,24,5,23,7,7,11,13,7,15,24,4,4,12,15,29,3,23,24,7,23,18,28,15,29,13,24,13,19,19,20,6,21,20,6,26,22,20,26,26,32,29,8,10,15,21,2,27,14,17,14,22,35,19,22,12,19,27,22,6,20,19,4,28,36,20,19,27,22,1,1,22,21,1,31,34,12,9,20,14,32,1,21,31,4,4,27,8,33,4,17,4,3,6,21,27,32,21,24,32,29,17,2,2,25,13,25,13,12,28,5,32,27,31,21,25,27,30,23,23,30,24,25,23,23,15,23,7,2,3,23,17,4,7,30,7,2,15,7,23,1,30,7,23,7,33,6,11,18,24,21,1,4,18,5,21,35,27,31,1,18,17,28,10,5,18,31,27,5,17,28,11,6,17,5,5,17,5,11,20,24,5,5,16,1,3,17,3,1,5,1,2,3,3,3,13,17,4,1,10,3,9,11,11,10,11,12,11,1,5,5,5,4,3,6,22,1,35,33,11,1,33,4,3,3,18,11,16,3,4,16,10,11,19,4,17,24,10,10,30,10,20,1,10,13,1,7,19,10,6,14,24,31,24,22,2,34,7,24,23,28,29,24,30,15,21,24,36,15,26,23,7,15,1,15,15,23,19,13,15,20,29,28,7,14,30,1,23,1,9,24,11,18,15,6,15,35,36,36,32,17,10,24,22,16,34,9,29,22,33,6,22,28,24,6,23,4,16,31,13,31,19,2,31,2,19,16,19,7,16,23,19,24,25,16,15,19,14,24,19,22,28,27,6,35,5,13,32,32,19,33,6,32,14,28,28,17,28,6,31,10,18,10,16,19,21,16,20,31,6,28,31,33,32,20,17,20,22,22,11,13,6,22,35,10,9,32,12,31,10,31,33,36,35,3,16,9,6,34,16,3,6,12,2,1,15,16,22,16,6,17,20,6,10,22,4,20,12,22,1,13,33,1,4,1,1,4,18,22,16,5,17,5,21,17,17,5,2,5,29,11,15,19,14,19,18,5,18,3,29,1,3,11,17,33,4,22,33,13,27,3,1,18,33,21,18
"2",1.9782741747913,0.0567692790869481,0.519033408794954,0.109375,6.54665820111742,0.0508426193046687,25,10,11,15,3,1,19,4,5,22,15,6,11,5,9,25,6,7,7,16,13,5,3,1,11,21,1,7,4,4,20,21,19,1,19,16,3,3,3,1,7,7,8,9,18,16,2,15,17,8,9,6,5,3,15,17,19,3,3,3,1,6,15,3,1,3,19,6,12,24,1,6,9,5,21,3,3,19,1,21,7,20,3,3,15,18,25,1,22,6,4,8,15,23,1,15,16,2,8,7,3,1,2,15,6,12,14,11,4,18,6,18,4,18,24,5,16,17,4,18,15,15,11,12,4,4,24,4,16,2,18,16,18,16,8,11,24,5,12,18,23,18,4,16,20,10,16,5,12,23,6,5,18,24,12,5,1,8,14,9,9,13,5,8,1,8,16,5,12,1,1,13,9,23,20,14,12,9,14,15,1,8,10,24,13,1,11,23,17,5,1,1,13,9,1,11,7,9,13,1,1,25,12,8,8,1,12,8,1,2,19,2,17,8,2,2,2,2,3,20,5,3,1,2,22,22,2,16,18,3,6,24,5,22,3,21,24,21,8,1,3,24,11,3,11,22,7,1,14,7,24,7,1,3,3,8,10,13,16,22,1,19,20,10,19,14,8,21,7,16,3,3,15,3,3,3,3,3,19,8,3,14,21,7,5,22,23,8,19,1,1,21,20,4,2,19,3,3,2,2,2,15,3,1,4,9,15,22,17,2,17,3,25,2,2,17,8,13,11,1,6,6,11,6,6,15,6,10,3,14,18,4,4,15,18,8,4,13,13,15,13,2,6,10,11,12,9,2,24,2,16,5,4,6,12,13,1,2,15,8,20,16,2,22,13,24,1,14,15,20,15,10,6,4,14,6,15,15,6,15,15,14,10,14,9,6,4,4,22,12,6,6,20,4,6,15,10,15,15,7,11,4,6,15,4,4,6,15,4,4,15,9,6,20,6,15,4,4,4,4,4,15,6,6,4,20,15,24,18,6,14,15,1,9,20,11,11,6,1,23,6,15,15,12,4,12,15,4,6,17,18,14,14,4,6,6,15,6,15,18,4,23,14,4,23,4,4,6,4,20,4,6,15,7,9,6,7,4,6,6,13,4,9,15,23,4,6,6,4,14,16,9,2,22,17,7,1,2,2,16,18,5,1,5,17,2,1,22,2,4,16,5,10,19,13,23,7,3,13,3,14,21,8,1,12,7,24,24,5,12,12,12,1,7,12,11,1,7,9,12,11,3,5,1,2,3,7,2,1,16,3,2,19,1,8,2,1,10,12,12,10,24,9,18,1,11,11,12,1,1,6,8,11,1,1,1,3,12,1,8,7,1,13,12,1,21,23,2,8,22,2,17,2,1,22,2,22,7,17,21,2,2,25,21,6,1,17,1,5,5,17,20,11,10,20,11,14,13,6,1,11,1,5,19,12,9,1,1,4,16,12,13,19,1,5,19,16,10,5,6,1,1,1,1,5,5,14,8,18,21,5,11,1,6,6,18,1,1,12,15,22,19,21,6,13,1,6,5,8,1,24,24,1,1,10,1,1,9,5,10,10,24,16,16,20,9,23,14,15,1,12,4,5,3,19,20,13,16,7,3,7,3,3,3,3,4,5,19,3,3,5,23,3,22,11,24,8,19,3,5,11,19,10,18,3,5,1,15,7,3,3,3,19,19,3,3,19,18,8,6,19,19,3,3,14,21,3,3,7,3,7,18,3,13,14,24,3,18,21,19,20,19,3,16,20,13,23,14,20,24,3,10,18,6,3,3,6,11,18,3,3,3,5,4,12,9,19,16,4,14,11,11,3,9,13,3,5,3,19,9,14,23,7,13,8,6,1,2,4,1,5,2,4,1,4,20,13,16,5,24,5,1,17,4,4,5,18,21,20,18,16,11,10,10,20,4,9,18,13,13,22,2,5,2,3,22,1,18,3,7,2,13,5,3,1,19,1,24,8,14,1,25,20,10,1,1,5,1,9,1,22,11,20,13,1,25,10,12,1,1,8,11,7,12,12,7,8,9,10,7,9,23,20,10,23,2,23,7,9,1,23,10,6,9,1,9,9,6,20,11,11,11,12,23,9,12,1,4,9,11,19,2,9,11,16,6,25,1,7,9,18,12,10,9,3,12,18,23,6,23,12,7,12,12,9,10,9,23,23,11,12,11,9,9,15,13,6,4,11,6,13,9,1,23,23,1,1,23,22,14,16,12,10,12,4,8,9,11,13,12,13,3,23,11,7,1,9,23,9,7,18,12,15,24,9,1,1,6,7,15,23,24,23,15,16,2,2,3,17,12,6,9,5,6,5,8,9,24,25,11,17,22,16,6,17,16,5,1,3,22,2,22,17,2,25,2,2,2,3,3,2,3,17,2,14,1,4,10,6,5,1,14,4,13,23,4,14,4,6,14,4,24,6,11,20,16,6,10,6,4,6,14,4,4,4,4,12,4,4,21,15,6,4,14,16,4,4,15,16,10,10,15,4,4,4,4,4,6,14,6,10,4,13,7,24,11,1,7,1,1,17,1,9,8,1,9,8,1,6,17,13,1,1,9,9,7,7,8,5,6,9,18,13,5,1,7,15,8,21,5,24,14,1,9,8,12,11,1,9,13,7,5,9,1,1,6,13,9,1,22,1,5,17,13,16,17,21,21,22,8,1,20,14,21,1,10,11,6,10,7,21,22,8,14,4,10,21,10,6,21,21,19,21,19,19,18,16,21,12,22,20,4,3,21,2,19,21,16,19,4,7,21,21,16,17,1,3,1,21,4,6,13,1,4,9,19,6,10,7,6,10,4,4,20,4,1,2,2,24,2,16,16,2,8,2,2,2,16,2,7,1,2,2,2,3,16,22,1,8,17,19,9,7,23,3,7,7,21,13,7,5,3,1,3,21,7,13,7,6,5,10,3,1,23,7,3,1,21,3,16,14,16,16,13,17,12,1,1,20,12,18,6,6,13,8,20,16,24,2,10,5,5,2,5,9,5,20,15,3,7,1,1,24,7,13,23,15,11,5,11,7,13,10,8,13,7,9,11,5,9,7,1,9,8,9,11,19,14,1,8,18,10,8,21,13,21,10,1,23,1,7,23,3,5,14,7,21,10,10,3,3,19,21,11,22,1,7,5,13,11,1,1,1,11,3,11,1,1,10,1,3,21,1,15,21,15,14,5,9,1,13,1,22,5,1,20,5,1,8,12,5,5,5,4,14,14,15,14,14,14,14,5,23,14,5,5,14,1,6,14,7,10,6,14,14,11,6,14,4,1,14,5,14,12,14,14,15,21,14,15,15,7,14,14,4,18,14,14,6,14,5,5,14,5,11,5,14,3,14,14,13,13,8,14,14,7,1,9,1,8,10,7,13,3,8,8,13,5,19,5,8,19,1,7,8,5,8,8,8,3,7,5,8,14,13,8,1,5,14,13,13,8,13,5,5,8,1,5,1,5,13,8,14,8,8,5,8,8,8,8,1,13,5,2,2,2,16,23,2,2,1,2,2,6,3,3,2,9,23,2,2,16,2,4,1,17,20,23,7,2,2,4,16,3,17,25,2,16,25,17,10,17,25,2,2,17,2,3,2,7,21,17,16,17,25,16,10,1,1,22,7,15,11,3,6,5,12,6,7,6,19,15,20,12,4,8,1,10,1,4,4,1,3,3,3,4,10,15,11,10,6,22,3,18,5,3,19,21,24,5,11,24,3,18,15,23,18,1,20,15,20,13,4,5,6,3,17,17,2,19,9,17,2,22,2,7,2,2,2,2,16,3,8,1,12,17,2,17,25,9,22,2,7,3,22,2,22,2,22,1,2,2,2,18,2,7,2,15,8,2,1,16,13,7,13,2,2,2,2,22,19,2,7,22,2,2,1,17,2,2,5,3,15,3,17,1,2,2,2,13,22,2,2,17,5,5,14,2,17,8,2,17,2,2,9,16,25,17,17,17,20,4,18,4,12,5,18,12,6,10,18,4,6,16,17,14,7,5,5,19,21,4,19,4,10,24,4,10,23,4,16,10,12,18,18,5,11,6,18,4,21,10,1,1,10,5,1,10,10,23,15,18,4,16,1,5,20,5,5,21,14,20,5,11,13,8,12,5,16,10,14,12,16,21,11,3,3,19,22,19,19,14,10,1,16,21,10,5,19,21,2,2,2,2,2,19,2,2,22,2,2,3,8,2,11,5,2,2,2,3,17,17,2,1,2,2,2,2,12,12,13,9,17,5,1,5,9,1,5,24,21,20,1,9,11,16,7,1,11,20,21,1,11,11,13,12,11,1,1,11,1,13,16,4,1,1,7,1,8,11,8,1,1,1,3,8,8,8,24,11,13,1,7,8,15,13,13,7,13,23,13,1,1,1,1,5,8,12,10,1,24,12,13,1,12,5,8,8,9,13,15,8,5,7,7,13,12,5,11,17,7,7,2,7,9,1,7,22,1,2,18,7,12,4,2,20,17,10,3,6,2,12,4,11,17,17,2,25,4,17,6,2,16,2,2,2,1,25,17,2,18,11,2,4,21,16,2,4,2,1,2,1,15,4,13,9,25,10,17,9,6,6,10,11,7,4,10,7,10,15,17,10,20,12,10,11,17,12,16,5,1,20,22,10,4,3,20,3,18,9,18,2,7,2,4,4,19,7,17,4,4,4,4,10,11,16,12,24,1,22,10,10,18,20,12,10,4,16,12,11,11,12,24,7,9,15,7,18,5,7,18,20,12,11,20,20,19,25,11,18,10,10,13,22,12,10,24,7,15,16,23,10,7,20,20,6,24,8,9,15,12,6,9,8,12,23,3,1,25,9,10,7,10,11,18,20,7,10,5,9,23,10,1,20,24,1,5,1,1,5,9,10,7,1,11,1,5,11,11,1,3,1,17,13,25,18,15,18,9,1,9,8,21,1,8,13,11,12,5,10,12,22,16,8,1,9,12,13,9
