"","Arhgef8","Depdc","Tyrosinase"
"embedding1",-2.33546247198387,-1.94872508915618,-0.266276698959254
"embedding2",-3.90342525541877,1.64212561155542,0.644039579201009
"embedding3",-0.492678422830481,0.32563685372159,-0.181345512925471
"embedding4",-0.0945336094460172,-1.12836107327361,0.745412171258137
"embedding5",0.588804648836285,-3.06337195212738,5.32985100375782
"embedding6",2.28560644982929,1.17705826414174,0.0605397982979688
"embedding7",2.75196116257143,1.52217782170278,0.248845033923873
"embedding8",7.85314482064212,4.21969111629599,-1.0944069698667
"embedding9",0.412438899972223,0.96350787079813,0.394509897733311
"embedding10",-1.17433560684416,0.176171088928863,1.1915159479234
"embedding11",1.52197425709042,1.56622522195756,0.655019676905501
"embedding12",0.702673989469863,2.88829199756127,1.63375372126203
"embedding13",0.245351638452189,-1.65890545988378,2.54723266379547
"embedding14",-1.74170438543273,-0.574324496732802,2.49394293845051
