Row.names,ATM.dist.mean_Nucleus,TVC.dist.min_Nucleus,TVC.dist.max_Nucleus,TVC.dist.mean_Nucleus,TVC.dist.sd_Nucleus,TVC.ATM.dist.min_Nucleus,TVC.ATM.dist.max_Nucleus,TVC.ATM.dist.mean_Nucleus,TVC.ATM.dist.sd_Nucleus,TVC.cosine.min_Nucleus,TVC.cosine.max_Nucleus,TVC.cosine.sd_Nucleus,ATM.Nucleus.Dist.to.Cell.Membrane.min,ATM.Nucleus.Dist.to.Cell.Membrane.max,ATM.Nucleus.Dist.to.Cell.Membrane.mean,ATM.Nucleus.Dist.to.Cell.Membrane.SD,TVC.Nucleus.Dist.to.Cell.Membrane.min,TVC.Nucleus.Dist.to.Cell.Membrane.max,TVC.Nucleus.Dist.to.Cell.Membrane.mean,TVC.Nucleus.Dist.to.Cell.Membrane.SD,ATM.dist.mean_Cell,TVC.dist.min_Cell,TVC.dist.max_Cell,TVC.dist.mean_Cell,TVC.dist.sd_Cell,TVC.ATM.dist.min_Cell,TVC.ATM.dist.max_Cell,TVC.ATM.dist.mean_Cell,TVC.ATM.dist.sd_Cell,TVC.cosine.min_Cell,TVC.cosine.max_Cell,TVC.cosine.sd_Cell,ATM.Cell.Ellipticity..oblate..min,ATM.Cell.Ellipticity..oblate..max,ATM.Cell.Ellipticity..oblate..mean,ATM.Cell.Ellipticity..oblate..SD,ATM.Cell.Ellipticity..prolate..min,ATM.Cell.Ellipticity..prolate..max,ATM.Cell.Ellipticity..prolate..mean,ATM.Cell.Ellipticity..prolate..SD,ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min,ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max,ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean,ATM.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD,ATM.Cell.Sphericity.min,ATM.Cell.Sphericity.max,ATM.Cell.Sphericity.mean,ATM.Cell.Sphericity.SD,ATM.Cell.Volume.frac.min,ATM.Cell.Volume.frac.max,ATM.Cell.Volume.frac.mean,ATM.Cell.Volume.frac.SD,ATM.Nucleus.Ellipticity..oblate..min,ATM.Nucleus.Ellipticity..oblate..max,ATM.Nucleus.Ellipticity..oblate..mean,ATM.Nucleus.Ellipticity..oblate..SD,ATM.Nucleus.Ellipticity..prolate..min,ATM.Nucleus.Ellipticity..prolate..max,ATM.Nucleus.Ellipticity..prolate..mean,ATM.Nucleus.Ellipticity..prolate..SD,ATM.Nucleus.Sphericity.min,ATM.Nucleus.Sphericity.max,ATM.Nucleus.Sphericity.mean,ATM.Nucleus.Sphericity.SD,ATM.Nucleus.Volume.frac.min,ATM.Nucleus.Volume.frac.max,ATM.Nucleus.Volume.frac.mean,ATM.Nucleus.Volume.frac.SD,TVC.Cell.Ellipticity..oblate..min,TVC.Cell.Ellipticity..oblate..max,TVC.Cell.Ellipticity..oblate..mean,TVC.Cell.Ellipticity..oblate..SD,TVC.Cell.Ellipticity..prolate..min,TVC.Cell.Ellipticity..prolate..max,TVC.Cell.Ellipticity..prolate..mean,TVC.Cell.Ellipticity..prolate..SD,TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.min,TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.max,TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.mean,TVC.Cell.Nucleus.to.Cytoplasm.Volume.Ratio.SD,TVC.Cell.Sphericity.min,TVC.Cell.Sphericity.max,TVC.Cell.Sphericity.mean,TVC.Cell.Sphericity.SD,TVC.Cell.Volume.frac.min,TVC.Cell.Volume.frac.max,TVC.Cell.Volume.frac.mean,TVC.Cell.Volume.frac.SD,TVC.Nucleus.Ellipticity..oblate..min,TVC.Nucleus.Ellipticity..oblate..max,TVC.Nucleus.Ellipticity..oblate..mean,TVC.Nucleus.Ellipticity..oblate..SD,TVC.Nucleus.Ellipticity..prolate..min,TVC.Nucleus.Ellipticity..prolate..max,TVC.Nucleus.Ellipticity..prolate..mean,TVC.Nucleus.Ellipticity..prolate..SD,TVC.Nucleus.Sphericity.min,TVC.Nucleus.Sphericity.max,TVC.Nucleus.Sphericity.mean,TVC.Nucleus.Sphericity.SD,TVC.Nucleus.Volume.frac.min,TVC.Nucleus.Volume.frac.max,TVC.Nucleus.Volume.frac.mean,TVC.Nucleus.Volume.frac.SD,nATM,nTVC,ATMgroup.Ellipticity..oblate.,ATMgroup.Ellipticity..prolate.,ATMgroup.Sphericity,TVCgroup.Ellipticity..oblate.,TVCgroup.Ellipticity..prolate.,TVCgroup.Sphericity,TVC.contiguous,ATM.contiguous,TVC.Volume,ATM.Volume,Threshold.nuclei,Threshold.membrane,surface.dist
Arhgef8.image1_left.2020_01_10,0.266310006429778,-0.639461197771316,-0.45559689401623,-0.467313381390043,-0.392353731282692,-0.76206495602349,0.037039420160982,-0.56757457073336,0.883994782649608,-1.08732725109884,0.874523373246095,0.732056313490394,-0.826244819072345,-0.709936372049658,-0.793549722579246,0.0422494491692972,-0.439072787081285,-0.509027796311036,-0.516010273589626,-0.570408753521654,0.288651161337936,-0.732392260566564,-0.466854956324771,-0.585653234607319,-0.401476263936137,-0.726111503986385,0.0443251384850787,-0.56800841340355,0.988063679022776,-1.33242234059276,1.13494770765704,0.794471574383452,-1.27769944966255,-0.735063412077796,-1.03771104409798,0.231636366478516,-0.244868062094269,-0.162008233574259,-0.224357238404202,0.078283767080482,-0.953754662070731,-0.525248565607286,-0.768544866510949,0.288110219402418,-0.872125687379276,-0.915840640785907,-0.938994479726257,-0.00109622907942686,0.110577256286178,0.407093502821295,0.272995673055366,0.20198955053439,0.727952325938725,0.380664033986863,0.61130624517339,-0.527466623995098,-0.534897086768553,-1.09028574087582,-0.923150588950685,-0.988721115896118,0.297171497404008,0.350296549587582,0.346912457565208,-0.149196772221521,0.235996877225763,0.0357790653217688,0.184403194513364,-0.322369729604662,0.355090237007174,-1.10963067294382,-0.716736253338727,-1.42925625652092,2.62725551205865,0.604160788390378,2.14825681268819,-1.36124794946218,-0.539595597580937,-0.543676331148164,-0.657663509761617,-0.359940180838722,-0.0108908320361034,0.139610820852475,0.19907305815729,0.0104683679297602,-0.185198635384715,-0.535339833138529,-0.538747309729956,-0.655912770802342,-0.23171935142729,0.791796711624619,0.158144285336081,0.831634180420235,-0.274784405180278,0.192062826592436,-0.237397868265526,0.197369697471243,0.217057117644107,0.537212009836068,0.205064509323992,0.0245194455700246,-0.572616407169311,-0.423629027245481,-0.442454886384546,-0.0541377679244789,-0.0186607398260689,0.106904517019216,-0.880812170622165,-0.64542272329084,-0.885469650385086,1.11567790396025,-0.968478673259151,0.0761050828210979,0,0,-0.372801703331464,0.317180788377978,0.293795922331605,-0.159371538639417,-0.37839697535802
Arhgef8.image1_right.2020_01_10,0.383758625846605,-0.84373850956763,-0.674745694068726,-0.824394713346477,-0.737802489174242,-0.369351058588162,0.037039420160982,-0.411179934904217,0.870300924123339,0.046816122685665,-0.211130568604496,-0.476993856215112,-1.11188330537705,-1.28972711839301,-1.24953332139035,-0.63536600484194,-0.619347829623409,-0.830242913465435,-0.743746992159006,-0.953261325605218,0.302680644527408,-0.775917392841945,-0.701880667807371,-0.79531628798936,-0.754947259306488,-0.353895316834514,0.0443251384850787,-0.452983323598199,0.903693674525778,0.874103394766719,-1.08950726071858,-0.754363099674206,-1.15866369074759,-1.06360925317037,-1.19113449637792,-0.441786196127019,-0.406395077979722,-0.731923491806278,-0.614391395713233,-0.465023389483882,-0.907448261852311,-1.14080559923595,-1.13066583709529,-0.798427043321482,-0.575622662954551,-0.638244207190589,-0.637421890916098,-0.0799538834317116,0.709826159331088,-0.0795410778448618,0.418879396604153,-1.13099628238537,1.21959030350906,0.831427459034768,1.12856899256737,-0.56399483571445,-0.444200428068929,-1.23996363191101,-0.967136974003025,-1.30720358846581,-0.491054038460367,-0.64235126101542,-0.606443327514217,-0.0413012888240161,0.196128971730878,-0.252195590885356,0.0231551510140799,-0.55871138456088,-1.66755771218735,-0.7477046318508,-1.80581070249555,0.380095623008217,-1.89789036629776,-0.457313402999694,-1.04101148585762,0.778666539114857,-0.0167654086159319,-0.66392241622528,-0.497933522426028,-0.786654183359644,0.778555810069362,0.667446088638175,0.913152047012716,-0.5462852247455,-0.386735671818407,-0.755973257494935,-0.634318422125911,-0.575844345893548,1.12146080226593,0.18625001180113,0.908641501735228,-0.679837537921648,-0.460017170935273,-1.22557895034349,-0.760711616660812,-0.945554895838398,0.659137948286844,0.508802100537418,0.624315936941141,-0.264674740719652,-0.190012829448636,-0.52459437898324,-0.341124400444043,-0.4501770491213,-0.0186607398260689,0.106904517019216,-1.02855820596395,-1.02940304856036,-0.817127776535294,1.45778518132789,-1.25000355339068,0.947196361249597,0,0,-0.461792848792847,0.438315344637775,0.293795922331605,-0.159371538639417,0.443509461996138
Arhgef8.image10_left.2020_01_10,1.05881537373112,-0.594496517725225,-0.0682920369262548,-0.235238664737455,0.0812565161042775,-0.861165094072881,0.037039420160982,-1.12984026479153,1.2484839708931,-1.18728368329286,1.03774053723912,1.45183201827406,-0.598216537118354,-0.707174140132966,-0.678560954940856,-0.399885305098024,-0.535034681183589,-0.328697276384137,-0.366149309631984,-0.141574200458325,0.767682920411407,-0.608877416639317,-0.125352109351276,-0.331512051766243,-0.0331363861188305,-0.654740366979125,0.0443251384850787,-0.955814609780382,1.10082021449762,-1.40201578479598,1.20837507297102,1.28429116882647,-1.3588406599556,-1.33001535414412,-1.4490211307696,-0.642814808936439,1.07878417845603,1.15232732309219,1.2170269137122,-0.0980576299005063,0.365330783921529,-0.13520087484433,0.0961557635426292,-0.724486362166507,0.179690597035398,-0.0278620386809877,0.0822277070846296,-0.448375586616972,0.471478235731388,-0.0939298968111976,0.262377440696149,-0.817138914519686,-0.35751649471833,0.495558890280097,0.0872250826794707,1.01757834773782,-0.087000901780539,0.60474307635359,0.317062147765654,0.870462505603204,0.57140030360103,-0.138593994779008,0.298247475031869,-1.03767080335323,0.337973164823117,-0.512571312883566,-0.0115367006768497,-1.00800975378051,-0.399189230052508,-0.633798528017109,-0.97635347574842,-0.423400719578888,-0.799310747078226,-1.02218785285559,-0.867991894852828,-0.344089788744939,0.485540686603327,0.0244365711664283,0.26115579319004,-0.420721065390549,1.00159468131956,0.324245783985018,0.728616443477403,-1.07140135532768,-0.227896341251098,-0.509831071718709,-0.531791110274918,-0.499814259365794,0.638200698004903,0.790247854265375,0.279888767227315,0.314745435821542,-0.305065956471915,-0.169324386189199,-0.698686388964216,0.107908716012115,1.15245253939742,0.357870655205618,0.885148306350367,-1.17759484218121,-0.442330855813663,-0.303922318144361,-0.319323564206093,0.0384670929353047,-0.0186607398260689,0.106904517019216,-0.479979982408882,-0.837378730052512,-0.454225327614696,-0.670373574425018,0.0400724542391826,0.249921606888309,0,0,-0.374088745081473,0.318932706846572,0.0916018270161215,1.1490538946918,-0.685482897006826
Arhgef8.image10_right.2020_01_10,-0.230191234776192,-1.00523276924791,0.0931125986581598,0.100306969280816,0.352013846514056,-0.483553628260854,0.037039420160982,-0.707491746111209,-0.0672152190445682,0.00363650425495036,0.908962165594834,0.0903647055842678,0.289829683301041,-0.0492864767974394,0.119522142179585,-0.739028033906187,-0.892358372782312,-0.0634556393643446,-0.448392227616274,0.878681414350909,-0.167851980557849,-0.65472851196,-0.0649544296666348,-0.0187045899719126,0.0711087576354694,-0.375168458484129,0.0443251384850787,-0.462638187288786,-0.101050029476191,0.692716514096941,0.487435139677177,-0.294064410498655,0.187737831554398,-0.464220545335258,-0.207804806662489,-1.03145871953782,1.13309633693367,0.561620043391161,0.939089948835482,-0.994391347456554,0.249764188926658,0.598268446907442,0.499192706752616,0.64636503403755,1.50767636513291,1.09042518096866,1.37015930238313,-1.01801665507869,-0.153586909526872,-0.28018847584569,-0.218384675976148,-0.148564204347159,0.129385691949311,-0.0976183155294108,0.0207974320571518,-0.389968683403713,-0.0680533163984408,-0.507106087818202,-0.339106056733872,-0.719582103711411,-0.281372230867238,0.326499099112512,-0.0315089822644122,0.648891608763759,-0.211056906614832,-0.690930761042756,-0.438883544649313,-0.459933375790364,0.730059372473365,-0.585965876079229,0.07327997879611,-1.16886819068551,0.777572856429839,0.389057193556748,0.944157697024025,-0.378951819848567,0.275296723674179,1.31945887603564,0.704776343993408,1.40951857203468,0.445694497245073,0.552528969419763,0.534293508651602,0.0231022286033499,-0.161427211780775,-0.118117213462575,-0.216834998856227,0.0519571054296788,-0.821326575406389,-0.547173517149417,-0.154145936030744,0.0840688883421688,1.13104352027418,0.262250948316059,0.463440976702859,-0.712306139898667,-1.04476388048401,-0.122116891617408,-0.88657815712422,0.953693533447376,-0.476299647006938,-0.186274687296439,-0.0507729360859938,-0.0527395154558909,-0.0186607398260689,0.106904517019216,0.397877642348842,-0.474127224651164,0.723823369626469,0.162649731690117,-0.574511096651706,0.251582612618602,0,0,-0.0819879837511482,-0.07867422273556,0.603826868482012,0.241166859319118,-0.631291263774684
Arhgef8.image11_left.2020_01_10,-0.134788877270276,-0.358805492575169,-0.243939112767522,-0.417802476866337,-0.238183262183245,-0.486183779278731,0.037039420160982,-0.31856442155873,0.109804057663719,-0.826132312906704,0.69334916483412,0.370345196104609,-0.53401970816596,-0.956867534586649,-0.781757576011269,-1.05954435881228,-0.663082343694944,-0.845824227176701,-0.813498338570631,-0.934693426266011,-0.174993165622725,-0.489490099992117,-0.263246927991726,-0.490225713174023,-0.243154463782316,-0.51724262682373,0.0443251384850787,-0.463815334432914,0.154183641724418,-1.02080040201533,0.849125488777236,0.662599612470358,-1.50946007530003,-0.153613582379257,-0.77567753172244,1.44796886372185,0.153588365780505,2.39273301223831,1.33852474831826,3.00306474509196,-0.302660087592918,-0.0231423645221663,-0.148640743087292,0.30536695809792,-1.41263120070664,-1.00374088016035,-1.27883450011975,0.866600041425679,0.337602542444378,0.416743291312884,0.420142476653568,-0.101177160461761,0.717910877178245,0.494421033430987,0.669190916689232,-0.364514977861707,-0.973794272871713,-1.049758030236,-1.11970051185253,-0.411604084664821,0.588400494077558,1.03384489109861,0.843582978199774,0.134069782522283,0.353346259609624,0.127164154491595,0.300962530743416,-0.386036256581491,-0.0193547292671749,1.13417452525493,0.885243123525559,1.71978812229635,-0.962437113876021,0.393762584693734,-0.751092351446182,0.882132922089424,-0.162206164512576,0.252459098035205,0.0506641210710817,0.277795123205907,-0.6647783331223,-0.569737418766703,-0.668220332585861,0.18299908242493,-0.322976035710508,-0.728871036228765,-0.635145889114217,-0.734611488213389,-0.509134019573093,-0.132407605188991,-0.083786302534688,0.300386136549298,-0.130619717119099,0.135951899683853,-0.0169668084777879,0.289056813455032,-0.256339716929243,0.134058971458857,0.14160440719913,0.34017917907222,-0.21601513271701,-0.72396263970588,-0.515702374693736,-0.811010047132136,-0.0186607398260689,0.106904517019216,-0.560978247426549,0.0796533310361281,-1.38848907428459,-0.853183138434692,0.166775889360006,-0.966687834471504,0,0,-0.464922075891415,0.442574841850176,1.09583250041635,0.178860886303346,0.353190073275901
Arhgef8.image11_right.2020_01_10,-0.00512213623457857,-0.496271575748727,-0.429612437799956,-0.421521033559378,-0.513966502233105,-0.00369189299733252,0.037039420160982,-0.145907096118788,0.0989664781631735,1.15349216002695,-0.487595657921883,-0.757093661165101,-0.830933463099553,-0.597712681548193,-0.735141388645357,0.291251685813014,-0.616047886024239,-0.566935676280816,-0.578117305880887,-0.233155685491117,0.0180343663982848,-0.513670027548875,-0.541399194013126,-0.54428837897047,-0.620517163130679,-0.0471730879480569,0.0443251384850787,-0.217448917789163,0.19478472406923,1.0958833667559,-1.0070761027136,-0.680031331526709,-0.457108291840729,-0.869650866921098,-0.753324425083504,-0.9417740659231,0.605434530963117,-0.201887748843518,0.239229796735655,-1.25450100709597,-0.310547684950697,-0.514702394166017,-0.458952907109219,-0.505699760590684,-2.07138792023375,-2.02584795154321,-2.15234409706795,0.339991298801934,0.788995101544209,0.565625278660733,0.774133752479738,-0.569035785069605,0.310053167299311,0.560464539790621,0.485003222607925,0.246197368487591,-0.0861286061831114,0.0535086860553386,-0.0125413124421564,0.0922434021294901,-0.391317029321544,-0.0952238097558937,-0.293631841591015,0.375007269967567,0.594416017471867,-0.082584306246296,0.352212972349976,-0.915920546751133,2.94784610362544,2.54652889838325,2.96359128433348,0.0979157885574641,-1.36646453921916,-1.63557436825785,-1.71443702655724,-0.740590211930212,0.661044014715093,-0.133680817562108,0.271334947425248,-0.593082066476848,0.949670420541116,0.411025210922059,0.799391735941011,-0.980401010177687,-0.636642397184569,-0.862647228529753,-0.86705208938238,-0.498463694700869,0.286089838628551,-0.653762036733,0.00495385538125408,-0.902279690744582,0.920790337486066,-0.0448257939563862,0.4020119308402,-0.914824306402126,0.836063645027708,-0.450564643873107,0.331270104342463,-1.43940495872356,-0.411466673192657,-0.552295263821657,-0.547908856335054,-0.295566500124192,-0.0186607398260689,0.106904517019216,-0.781427586046084,-0.163612387299641,-1.99534426307958,1.85822711964503,-1.46982726441608,-0.202721768636902,0,0,-0.672787452184666,0.72552074605797,1.08572279565058,0.178860886303346,1.05768130529375
Arhgef8.image12.2020_01_10,-0.64171847231457,-0.774270056425702,-0.565781291840922,-0.670732485557724,-0.472425429736562,0.35870728041838,0.037039420160982,0.410995227315817,-0.2816214148755,-0.506205745055093,0.219786219690291,0.197466989345186,-1.0926578698842,-0.672085928267345,-0.905661335090642,0.646581398598696,-0.612982020478925,-0.742462006529642,-0.718898398009306,-0.688889073281328,-0.529470707441009,-1.0252889081669,-0.607437816662416,-0.741392970500835,-0.504945710661481,0.212341077996586,0.0443251384850787,0.211536626075483,-0.0258232808359243,-0.231007378774548,0.409458205126016,-0.0529999633753212,-0.593731400203937,-0.87111866913032,-0.815714107154056,-0.785287654111702,-0.0688479647889695,-0.820430286984502,-0.468361921087572,-1.09433883902929,-0.272527693192415,-0.609731732703611,-0.500313527804726,-0.712383725536846,0.0104527596447626,-0.333492094339587,-0.163790236708494,-0.658190934155824,0.591523674797521,-0.34645515743955,0.21817904342086,-1.24546268657406,1.02666086333217,0.239741897498041,0.694681463069864,-1.09683246550461,-0.425959512537911,-0.670478782173989,-0.616990238735407,-0.525897248340226,0.703948064111035,0.896621839595141,0.854432636129301,-0.170143114802226,0.477443894807037,0.0802065950752182,0.356234901998185,-0.597545126955133,-0.0864483858228658,-0.900960316798561,-1.09105304036906,-0.760320329411549,0.133003864449875,1.10527977371986,1.20636062982288,0.686454807167023,-0.29578928246886,-0.603524839245907,-0.594078030615226,-0.407675438204868,0.442175269729699,0.467976695511353,0.353741627594401,-0.341477615950809,-0.368466403060499,-0.537674079643257,-0.502835926715286,-0.597401666401256,-1.3893196472569,-0.0522627159942504,0.0842772671214196,0.956721761368047,-0.810603302450158,-1.82903851528539,-1.52793387417603,-1.26820911890538,0.504930942596259,0.541652959255342,0.782468768180568,-0.220270549663129,-0.307005884541499,-0.656218875121925,-0.550436292183745,-0.506614131792954,-0.0186607398260689,0.106904517019216,-0.693098379474175,-0.916923963380402,-0.237906195278059,-0.391546530753034,0.321824743268859,0.729797750782292,0,0,-0.346072745729011,0.280797388640022,1.08572279565058,1.11345048153993,0.994457733189586
Arhgef8.image13_left.2020_01_10,0.618969448289744,-0.328578021088929,-0.409201790923898,-0.398495052309348,-0.51707865312911,-0.849018909903678,0.037039420160982,-0.937837277025896,1.26036410484472,0.444421242984619,-0.509900321333468,-0.560431779015251,-0.718219678432763,-0.79356516961676,-0.785048453470929,-0.348692368579588,-0.500014929599,-0.797588785303397,-0.719934506392597,-1.04497925281089,0.584897313613984,-0.142254081665334,-0.381434178229786,-0.3340737244641,-0.530970416173677,-0.946554530117953,0.0443251384850787,-0.997509611284632,1.34059932590268,0.772280326463214,-1.03167544246051,-0.65884920668467,-0.246947640665049,-0.805217685850373,-0.618184433317715,-1.08124429496962,-1.25108935032474,-1.41414461078043,-1.45236867513506,-0.136603894263852,-0.4470740189918,-0.521426373355325,-0.527464198211316,-0.344698357555647,-0.414759910992439,-0.877180883361705,-0.669359542811406,-0.797168049818894,0.0573890829648238,-0.563329242177551,-0.219975402990519,-0.73418645189092,-0.308272129564197,-0.598849038473095,-0.495315605999139,-0.489311292347641,0.217540678885925,-0.488577278718447,-0.184325978389808,-1.03181161390994,0.442344681541054,0.706616577712133,0.601599034490674,0.00790079713379735,0.421380270416178,0.00667744205425194,0.286406081233195,-0.597119770691243,0.327954401152619,1.00241221664314,0.866116973991697,0.371942491481041,-0.161032863497397,-0.714072636294375,-0.543063019331791,-0.359481154781827,-0.450576812120544,-1.10455308357011,-1.02705782764436,-1.01693069770451,-0.672317745806484,-1.88860971761461,-1.48112176166883,-0.726810719176095,0.00110579579216047,-0.403241627480868,-0.21579288431059,-0.494207191252781,-1.00056997813258,-1.14370971102168,-1.14929570355977,-0.407238554153983,-0.830590807943726,-0.461671020886383,-0.731081060700279,0.0485309615387314,0.573787249375353,1.81699629659347,0.8643265550239,0.572185076312998,-0.39169328516204,-0.634826398226927,-0.506554901828766,-0.437358280556642,-0.0186607398260689,0.106904517019216,-0.796089469154569,-1.43286740187881,-0.823271446403567,2.22527964855646,-1.64686142373583,-0.919706480530342,0,0,-0.0974166181406549,-0.0576727987087332,0.509469624001453,-0.177173245215352,-1.00160075752766
Arhgef8.image13_right.2020_01_10,0.294384325586023,-0.357806174516431,-0.167679948754485,-0.323422402096691,-0.261101823856626,-1.18843268207668,0.037039420160982,-1.30937233769559,1.13722486510051,-0.43371247021284,0.516849890208879,0.269561337139146,-1.54647054980749,-1.24754009484678,-1.44300098107254,0.308665704322676,-0.658240096293812,-0.435818408227907,-0.642550927307531,-0.116793809729149,0.374311414680042,-0.450797134858983,-0.305751555682945,-0.43749294788494,-0.395023934522674,-1.14145655696636,0.0443251384850787,-1.184533772193,1.34357141503084,0.0605714051656096,0.11455223512131,-0.0492685365194916,-0.742698352104191,-1.06102391973367,-1.00236827430526,-0.921294893050446,0.182146525197413,-0.621675928626426,-0.221435303560394,-1.19739132312842,0.306204822379483,-0.115249834551912,0.080745472220051,-0.616574446462595,-0.854514396627423,-1.2610083966763,-1.10263410227336,-0.631931256634724,0.365621452292834,-0.377304069308573,0.0616981787541767,-0.965899333828311,-0.463246465473243,-1.35166086693702,-0.998334732153915,-1.28342149726026,2.26556928276527,1.20608040562965,1.86071316742326,-1.06888461675487,-1.49759579017345,-2.58684361320461,-2.13246600124244,-0.593979265458743,0.899642024189818,0.397683731622669,0.770237052832326,-0.837956674785818,0.760017657822451,-0.314199933573455,0.406409038532899,-0.951792927809088,0.691004439535366,0.452564461627581,0.13545409582351,-0.0340560787652685,-0.389871877822554,-0.990849587693055,-0.912079601798446,-0.898949923052523,-0.59777524697549,-1.91481853629083,-1.19869978384345,-0.827747491644122,-0.143797196952057,-0.577772845538054,-0.400322432124682,-0.446579278481658,-1.62326195579334,-1.38225635540157,-2.01845389537953,-0.352956806908799,-0.466383383622528,-0.139903741508993,-0.67278914277663,0.119036930300219,0.586819375234676,0.0377572874764938,0.390316443568382,-0.556960000295769,-0.714986034932485,-0.748825051220686,-0.810600931791438,-0.373464378810186,-0.0186607398260689,0.106904517019216,-0.924084746695056,-0.505543037699268,-0.958406369766609,0.499335900470626,-0.760494896479069,-0.676243599911506,0,0,-0.253489222909261,0.154772896027937,0.509469624001453,-0.177173245215352,-1.25449504594432
Arhgef8.image14.2020_01_10,2.73296052346175,-0.810229456276588,-0.269903028980952,-0.193978538554852,-0.105334365293359,-1.98538755241799,0.037039420160982,-1.88957479755696,2.17605617737265,0.571709543172135,0.381768309057707,-0.375663797022031,-0.163517670628708,-0.353751960863553,-0.270911148494106,-0.498832904124629,-0.29919595182682,-0.498532946688833,-0.424701343530772,-0.733674405729139,2.36362892544709,-0.801403946443476,-0.388598535176334,-0.355020937877159,-0.26637297074923,-1.72138795188966,0.0443251384850787,-1.71325922168827,2.08122322908583,0.394191943670948,0.150889432210186,-0.240527010337924,-1.75818677084349,-1.30744789517733,-1.614464907564,-0.14167396713977,0.950383151620319,1.71885764666123,1.44011138375846,0.876266846363079,0.170901509052283,-0.0740859619539528,0.0426790048308337,-0.377132305696659,-0.624123157674953,-0.476960058656966,-0.582991864619145,0.290800266160112,0.636482348721876,0.760571192787247,0.770673832113946,-0.155821104088331,-0.408234653721848,-0.964923403751595,-0.753249702273734,-0.843884690014316,0.763575639442755,0.641012037180303,0.766714329996837,-0.0861099220722353,-0.627861440376459,-0.68288714294824,-0.711843487580153,0.111814293530283,0.94093735904656,0.409784177637167,0.801757417881036,-0.880500491283416,-0.402522408503192,1.49316665454749,0.448804572231861,1.39913174048954,-0.563152216402998,1.42084088394839,0.583264645034167,1.56193040573618,-0.239961129074575,0.144827148054499,0.177208011510472,0.384207778101194,0.834312396896578,-0.0438906804708539,0.435514606374636,-1.14747262582197,-0.710453416212273,-0.555043835221625,-0.864785431868326,-0.226363803834293,0.621879496327,-0.0369211142680177,0.509755447706962,-0.536605814224789,-0.873977147993466,-1.71324542652218,-1.56262719351781,-1.2066883759263,1.10522567135797,0.805068178234267,0.911574835961205,-0.740192850870523,-0.612036105020753,-0.82424124740367,-0.830408762249994,-0.488136853367181,-0.0186607398260689,0.106904517019216,-1.23118894103769,1.08261397862334,-0.959245316282234,0.362809560526277,-0.966842796346695,0.0295389803125094,0,0,-0.685771650044109,0.743194808324936,0.411742477932303,0.419183925078467,-1.37191025128063
