d,k,γ,n_clusts,combined,MSE,ES,NES,precision,recall,silhouette,ES_clust,NES_clust,precision_clust,recall_clust,precision_network,recall_network
14.0,140.0,1.5,9.0,24.949351792646624,0.054306066278252074,0.5114834950300102,1.4416712200245645,0.09314580308055219,0.03803312136213932,0.6013626678976867,0.318759725752459,1.053849913048836,0.09314580308055219,0.03803312136213932,0.06833910034602077,1.0
14.0,140.0,1.5,9.0,24.89128109571015,0.054306066278252074,0.5114834950300102,1.4516575164397778,0.09314580308055219,0.03803312136213932,0.6013626678976867,0.318759725752459,1.0563085168740822,0.09314580308055219,0.03803312136213932,0.06833910034602077,1.0
14.0,140.0,1.5,10.0,26.832021605459683,0.05727397081204739,0.5027198481399338,1.4198996161797006,0.09123324279966885,0.03252842968701452,0.6013626678976867,0.7595125748455372,1.1457332237364173,0.09123324279966885,0.03252842968701452,0.06833910034602077,1.0
14.0,140.0,1.9916593731601848,13.0,28.149976469858046,0.059194296151227115,0.5137357099208453,1.412353975732355,0.09193151620360848,0.028931996602937216,0.6013626678976867,0.716703518472456,1.227845034931528,0.09193151620360848,0.028931996602937216,0.06833910034602077,1.0
14.0,140.0,0.7915685441611907,4.0,23.940562499498842,0.05622592091497706,0.4867573130022329,1.3820316535891957,0.08978586693462785,0.03285208277233465,0.6013626678976867,0.5686284453274618,1.2714601157068501,0.08978586693462785,0.03285208277233465,0.06833910034602077,1.0
14.0,140.0,1.199361947360869,6.0,24.08780507819396,0.05665701545801442,0.4876786983593723,1.3957800331496772,0.09002896729836317,0.03339581995567247,0.6013626678976867,0.5810994468158072,1.2431131507847597,0.09002896729836317,0.03339581995567247,0.06833910034602077,1.0
14.0,140.0,2.5640436424923205,19.0,36.55454792053911,0.0610971978699686,0.4767210505372065,1.349382023277166,0.09009819149612593,0.025682519626323095,0.6013626678976867,0.7096136760538386,1.0651749735909317,0.09009819149612593,0.025682519626323095,0.06833910034602077,1.0
14.0,140.0,0.31547791280124793,2.0,27.204341098375203,0.054576031884790155,0.5155222552721499,1.4669074407283935,0.09326229098756972,0.03770687905213663,0.6013626678976867,0.3562287384008822,0.9748576420237551,0.09326229098756972,0.03770687905213663,0.06833910034602077,1.0
14.0,140.0,1.2289968700543095,7.0,25.89934902116818,0.05730705306436851,0.49807833116957234,1.4240672697993824,0.09206815425306504,0.03262682022495184,0.6013626678976867,0.6700356054807217,1.1834131798686298,0.09206815425306504,0.03262682022495184,0.06833910034602077,1.0
14.0,140.0,1.4541339087913832,10.0,28.625889345910867,0.05725863660926759,0.500276787151783,1.3867641018639385,0.09065265605822441,0.03270190774074611,0.6013626678976867,0.7064946113267985,1.0682377539710932,0.09065265605822441,0.03270190774074611,0.06833910034602077,1.0
14.0,140.0,1.418103603855764,9.0,27.05738425879733,0.05676481844293745,0.5060674401369758,1.430206075146799,0.0916595422628975,0.03386705884789858,0.6013626678976867,0.7237742547905907,1.0912812873174134,0.0916595422628975,0.03386705884789858,0.06833910034602077,1.0
14.0,140.0,2.774110130960529,25.0,35.63434302390698,0.0617986579681477,0.4904251101359066,1.3528239124770793,0.09268660941775975,0.02543136483211467,0.6013626678976867,0.7667675681133271,1.1034726551574674,0.09268660941775975,0.02543136483211467,0.06833910034602077,1.0
14.0,140.0,0.981813819258514,5.0,23.672689420338408,0.05682187432394448,0.49165155460700904,1.4127279470541982,0.09048106879227595,0.03338805228162479,0.6013626678976867,0.5958934870443224,1.2652062097652377,0.09048106879227595,0.03338805228162479,0.06833910034602077,1.0
14.0,140.0,2.884818799607012,25.0,38.97098098019448,0.061894920756298974,0.5148267858202618,1.3906137727417012,0.09427057888132119,0.025480560101083332,0.6013626678976867,0.6971376453689001,1.0070468880774603,0.09427057888132119,0.025480560101083332,0.0683982683982684,1.0
